EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
56.333333333333336,0.7777777777777778,9,9,3.192063093185425,507,0.0,1.3857261,-0.013437151908874512,0.00069159095,0.010067738,0.010067738
42.5,0.45454545454545453,13,22,6.179616689682007,935,0.0,1.3853384,-0.0030747652053833008,0.00049274694,0.0042881886,0.0042881886
43.48571428571429,0.5142857142857142,13,35,9.048771381378174,1522,0.0,1.3855247,0.003929257392883301,0.00061543484,0.0057417373,0.0057417373
40.025,0.425,13,48,11.925922393798828,2005,0.0,1.3849275,0.016892194747924805,0.0004655328,0.0018252246,0.0018252246
34.4,0.325,18,66,14.872463464736938,2557,0.0,1.3832169,-0.00248873233795166,0.0009140991,0.004763769,0.004763769
29.725,0.2,16,82,17.671412229537964,3060,0.0,1.3838626,0.036485493183135986,0.00090504356,0.012844572,0.012844572
28.65,0.15,18,100,20.476584911346436,3539,0.0,1.3848387,-0.0009591579437255859,0.00122369,0.0057245838,0.0057245838
28.5,0.175,16,116,23.411303997039795,4062,0.0,1.3840997,0.019779503345489502,0.00027362132,0.0044510225,0.0044510225
30.35,0.225,16,132,26.31553602218628,4573,0.0,1.3823442,0.012752056121826172,0.0002942732,0.0051937406,0.0051937406
33.875,0.3,15,147,29.107206344604492,5113,0.0,1.3812718,0.0014855265617370605,0.0011686075,0.003465853,0.003465853
32.475,0.225,17,164,32.02306342124939,5597,0.0,1.3814827,0.015131473541259766,0.0012110829,0.003537755,0.003537755
33.9,0.275,14,178,34.89325261116028,6141,0.0,1.3789104,-0.013262033462524414,0.0003425575,0.004568839,0.004568839
35.75,0.325,13,191,37.66020750999451,6635,0.0,1.3816569,0.02309471368789673,0.001024704,0.01378963,0.01378963
34.05,0.3,15,206,40.42991590499878,7108,0.0,1.3777702,0.030750513076782227,0.0012425903,0.010575194,0.010575194
36.8,0.375,13,219,43.292168617248535,7662,0.0,1.3772302,0.03875851631164551,0.00045384432,0.0069102156,0.0069102156
31.8,0.25,20,239,46.10900568962097,8192,0.0,1.3747432,-0.016834497451782227,0.00089530495,0.011182232,0.011182232
32.55,0.25,14,253,49.2977991104126,8701,0.0,1.3762844,0.028392255306243896,0.000858644,0.0014181284,0.0014181284
28.725,0.175,20,273,52.118942737579346,9203,0.0,1.3740184,0.08921343088150024,0.0009393082,0.011198955,0.011198955
32.925,0.3,11,284,54.87032508850098,9717,0.0,1.369306,0.0340268611907959,0.00073131954,0.011068353,0.011068353
34.425,0.325,16,300,57.72588396072388,10233,0.0,1.373117,0.026676416397094727,0.0012118383,0.011306288,0.011306288
38.425,0.425,12,312,60.52178502082825,10717,0.0,1.3752068,-0.00561368465423584,0.001233883,0.01173547,0.01173547
32.15,0.3,18,330,63.33732199668884,11261,0.0,1.3779957,0.03355640172958374,0.001172207,0.0116689745,0.0116689745
35.95,0.4,14,344,66.13445782661438,11763,0.0,1.3760757,0.01597994565963745,0.0009991804,0.01224501,0.01224501
31.15,0.225,18,362,69.19291830062866,12269,0.0,1.374135,0.008846819400787354,0.0005183772,0.0026789387,0.0026789387
32.75,0.25,14,376,72.10009241104126,12735,0.0,1.37458,0.026318788528442383,0.00031816267,0.005085673,0.005085673
35.625,0.325,13,389,74.8609549999237,13303,0.0,1.3760037,0.04697442054748535,0.00091993355,0.011522962,0.011522962
35.45,0.325,16,405,77.80438661575317,13756,0.0,1.3681948,0.02770674228668213,0.00087752973,0.0077985553,0.0077985553
36.075,0.325,13,418,80.67661905288696,14303,0.0,1.3738438,0.07269978523254395,0.0003792904,0.0068259984,0.0068259984
33.8,0.275,18,436,83.49971628189087,14814,0.0,1.3659825,0.08182305097579956,0.0010636756,0.010449017,0.010449017
30.375,0.2,19,455,86.44677782058716,15323,0.0,1.3700643,0.06608819961547852,0.00041198533,0.0052257944,0.0052257944
28.325,0.15,17,472,89.38178396224976,15857,0.0,1.370839,0.07722949981689453,0.00030111882,0.0065589175,0.0065589175
31.35,0.225,14,486,92.18533158302307,16324,0.0,1.3668809,0.067291259765625,0.0008448445,0.012505856,0.012505856
33.35,0.275,16,502,95.0913598537445,16861,0.0,1.3708168,0.06717872619628906,0.00091607845,0.0077238944,0.0077238944
30.9,0.225,20,522,97.94520330429077,17395,0.0,1.3714504,0.07407635450363159,0.001117527,0.01772821,0.01772821
30.225,0.2,17,539,100.74298214912415,17906,0.0,1.3685323,0.01310962438583374,0.001050468,0.011328239,0.011328239
32.175,0.25,13,552,103.5205008983612,18430,0.0,1.3661866,0.06570345163345337,0.0010545899,0.013705977,0.013705977
35.275,0.325,14,566,106.30245018005371,18898,0.0,1.365412,0.08090239763259888,0.0011753325,0.013317155,0.013317155
34.8,0.325,15,581,109.1769642829895,19441,0.0,1.362484,0.08068108558654785,0.00032653927,0.0057353927,0.0057353927
34.775,0.35,15,596,112.04955840110779,19960,0.0,1.3607575,0.0015177726745605469,0.000911518,0.0037292568,0.0037292568
33.675,0.325,17,613,114.8291609287262,20480,0.0,1.3609587,0.1278691291809082,0.0008177932,0.014306104,0.014306104
33.65,0.325,14,627,117.59826111793518,20951,0.0,1.3604333,0.14076018333435059,0.0013917129,0.01474729,0.01474729
35.15,0.325,14,641,120.40016341209412,21481,0.0,1.3592564,0.11889123916625977,0.0012156197,0.016882095,0.016882095
34.375,0.275,15,656,123.33386731147766,21999,0.0,1.357843,0.14826828241348267,0.00037795314,0.006923438,0.006923438
34.0,0.275,16,672,126.12474846839905,22516,0.0,1.3525501,-0.02918827533721924,0.0011261413,0.015837524,0.015837524
29.4,0.2,19,691,129.06583404541016,23032,0.0,1.352271,0.050991714000701904,0.0006082886,0.007282129,0.007282129
28.5,0.175,16,707,131.85788416862488,23541,0.0,1.3452302,0.22006088495254517,0.0014401274,0.01489666,0.01489666
30.45,0.2,15,722,134.62665057182312,24017,0.0,1.3507538,0.13629907369613647,0.0012913925,0.015911777,0.015911777
30.15,0.2,18,740,137.53806948661804,24560,0.0,1.3430007,-0.010394096374511719,0.00038696965,0.007834535,0.007834535
32.125,0.25,16,756,140.44062876701355,25071,0.0,1.3462784,0.06618940830230713,0.00035989794,0.0072592515,0.0072592515
35.2,0.325,11,767,143.33197212219238,25598,0.0,1.3478701,0.09250277280807495,0.0003803252,0.008783763,0.008783763
36.45,0.375,17,784,146.12927865982056,26108,0.0,1.3445632,0.12602490186691284,0.00094877335,0.015638586,0.015638586
34.65,0.325,16,800,149.03732991218567,26604,0.0,1.3404276,0.06906402111053467,0.0005020768,0.0074814027,0.0074814027
31.975,0.25,16,816,151.96982145309448,27134,0.0,1.3480625,0.13134139776229858,0.00025666648,0.0069487966,0.0069487966
30.775,0.225,16,832,154.92708349227905,27597,0.0,1.3531045,0.2494627833366394,0.0013398099,0.008163566,0.008163566
34.2,0.3,12,844,157.7360076904297,28138,0.0,1.3480577,0.12876152992248535,0.0011367903,0.016299734,0.016299734
33.075,0.275,18,862,160.66379046440125,28619,0.0,1.3406925,0.12361901998519897,0.0006070221,0.0077413875,0.0077413875
35.825,0.325,11,873,163.44818091392517,29167,0.0,1.339222,0.07753682136535645,0.0014398729,0.015245466,0.015245466
35.725,0.325,16,889,166.25486135482788,29682,0.0,1.3503873,0.17606067657470703,0.0009692311,0.014071249,0.014071249
33.8,0.275,18,907,169.12004113197327,30192,0.0,1.3464558,0.061821699142456055,0.0013996047,0.015501127,0.015501127
29.475,0.175,17,924,172.08884835243225,30701,0.0,1.3449837,0.1356794834136963,0.0004324406,0.008285121,0.008285121
27.1,0.125,21,945,175.1020646095276,31230,0.0,1.3344698,0.1769402027130127,0.00030518015,0.010150259,0.010150259
27.275,0.15,16,961,178.0121555328369,31725,0.0,1.3425714,0.08445072174072266,0.0006958359,0.0066964347,0.0066964347
29.975,0.2,16,977,180.94287657737732,32249,0.0,1.3425318,0.1011742353439331,0.00044909795,0.0075240047,0.0075240047
32.55,0.25,14,991,183.79283475875854,32759,0.0,1.3404083,0.103274405002594,0.0011459526,0.01371835,0.01371835
31.55,0.225,19,1010,186.75116991996765,33264,0.0,1.3432506,0.031614840030670166,0.00043937576,0.007923912,0.007923912
28.275,0.15,18,1028,189.6107268333435,33776,0.0,1.3386527,0.05573552846908569,0.0013574152,0.011198185,0.011198185
30.9,0.225,12,1040,192.43113613128662,34274,0.0,1.3407588,0.2586689591407776,0.0010741476,0.014076036,0.014076036
35.1,0.325,15,1055,195.4072027206421,34811,0.0,1.3438759,0.31368887424468994,0.00036902918,0.007255099,0.007255099
41.025,0.45,8,1063,198.31130838394165,35306,0.0,1.3360472,0.3523046374320984,0.0002757801,0.006747659,0.006747659
49.075,0.625,6,1069,201.12615394592285,35790,0.0,1.3463153,0.14789772033691406,0.0010557333,0.013037882,0.013037882
54.575,0.775,9,1078,203.95916891098022,36337,0.0,1.3431365,0.27428990602493286,0.0011751459,0.015226521,0.015226521
51.975,0.7,15,1093,206.8782639503479,36844,0.0,1.3361468,0.13529938459396362,0.00029227548,0.007046723,0.007046723
39.65,0.425,16,1109,209.81334972381592,37376,0.0,1.3211176,0.04730057716369629,0.0003725087,0.007296036,0.007296036
31.0,0.2,17,1126,212.74954795837402,37876,0.0,1.3235794,0.24297159910202026,0.00028975724,0.008881739,0.008881739
34.5,0.3,14,1140,215.5552098751068,38383,0.0,1.3381062,0.2821308970451355,0.00096447265,0.013057262,0.013057262
37.65,0.375,10,1150,218.32397890090942,38903,0.0,1.3451264,0.2836715579032898,0.0011276298,0.013692906,0.013692906
35.875,0.325,18,1168,221.13528728485107,39403,0.0,1.3277707,0.29991602897644043,0.001308067,0.010228143,0.010228143
34.75,0.3,15,1183,223.9195520877838,39887,0.0,1.3288195,0.2687736749649048,0.0008502875,0.01279741,0.01279741
32.375,0.25,16,1199,226.69040632247925,40447,0.0,1.3323486,0.3467855453491211,0.0011110551,0.011228219,0.011228219
32.575,0.275,18,1217,229.51579403877258,40953,0.0,1.335822,0.009333014488220215,0.001164874,0.011692788,0.011692788
31.95,0.25,14,1231,232.4595284461975,41468,0.0,1.3417764,0.4010661840438843,0.000395766,0.008394701,0.008394701
29.975,0.2,18,1249,235.26493048667908,41900,0.0,1.3290689,0.12971973419189453,0.0010526408,0.012079701,0.012079701
26.175,0.1,21,1270,238.10613441467285,42492,0.0,1.321869,-0.3975874185562134,0.00109068,0.020558571,0.020558571
30.05,0.2,16,1286,240.92345905303955,43007,0.0,1.3279043,0.1532198190689087,0.0011471082,0.014933155,0.014933155
28.85,0.175,16,1302,243.8275272846222,43468,0.0,1.3218775,0.21152526140213013,0.00037926575,0.0055212085,0.0055212085
30.9,0.225,17,1319,246.63529872894287,44012,0.0,1.328178,-0.016900300979614258,0.001125689,0.017531864,0.017531864
32.7,0.275,14,1333,249.43945145606995,44474,0.0,1.3343554,0.3802540898323059,0.0012917647,0.018370388,0.018370388
35.4,0.3,13,1346,252.22961020469666,45037,0.0,1.3316517,0.17631828784942627,0.000998548,0.012859278,0.012859278
35.425,0.325,17,1363,255.04538655281067,45521,0.0,1.3380274,0.32157212495803833,0.001403094,0.013695156,0.013695156
29.625,0.2,17,1380,257.8614881038666,46040,0.0,1.3316499,0.19191759824752808,0.00090523774,0.01528171,0.01528171
35.325,0.3,9,1389,260.6207318305969,46592,0.0,1.3340828,0.12421762943267822,0.0013236922,0.011893744,0.011893744
33.075,0.225,22,1411,263.5326271057129,47088,0.0,1.3255222,-6.777527809143066,0.0011272787,0.014211058,0.014211058
28.7,0.125,12,1423,266.3962490558624,47501,0.0,1.3153024,0.2027285099029541,0.0012858263,0.014377339,0.014377339
32.325,0.225,16,1439,269.36643862724304,48113,0.0,1.31689,0.1503751277923584,0.00034227927,0.007699861,0.007699861
32.425,0.225,21,1460,272.2794086933136,48634,0.0,1.326757,0.39706748723983765,0.0011632614,0.017967712,0.017967712
28.975,0.15,12,1472,275.07263708114624,49068,0.0,1.3145317,0.2767043709754944,0.0011666908,0.013783357,0.013783357
30.3,0.175,20,1492,278.0135385990143,49664,0.0,1.3370079,0.2608520984649658,0.0004022306,0.009282386,0.009282386
28.175,0.125,19,1511,280.8548686504364,50174,0.0,1.3207947,0.08925974369049072,0.0014481501,0.014968945,0.014968945
28.825,0.15,15,1526,283.77344489097595,50681,0.0,1.3217978,0.41073399782180786,0.00037987193,0.0015122909,0.0015122909
34.6,0.3,12,1538,286.685800075531,51184,0.0,1.3280456,0.2628859281539917,0.00051341724,0.006992098,0.006992098
40.925,0.45,10,1548,289.58679032325745,51665,0.0,1.3275348,0.35965031385421753,0.0002822632,0.007619584,0.007619584
38.425,0.4,18,1566,292.4590311050415,52218,0.0,1.3333309,0.3278077244758606,0.000874244,0.010932329,0.010932329
28.275,0.15,19,1585,295.3403182029724,52727,0.0,1.335058,0.24073195457458496,0.00092688453,0.018303579,0.018303579
29.125,0.175,18,1603,298.1698832511902,53241,0.0,1.3297281,0.23373079299926758,0.0012535804,0.017519437,0.017519437
30.8,0.2,15,1618,301.05886578559875,53755,0.0,1.3235707,0.11224597692489624,0.00093494676,0.01448982,0.01448982
30.775,0.2,17,1635,303.91328406333923,54260,0.0,1.3285694,0.466607928276062,0.0010504941,0.015758738,0.015758738
31.8,0.225,16,1651,306.96970319747925,54772,0.0,1.3315533,0.46888434886932373,0.0009801819,0.0038356746,0.0038356746
28.875,0.175,17,1668,309.89853739738464,55258,0.0,1.3345382,0.3545430898666382,0.00030680184,0.0083316555,0.0083316555
36.85,0.375,10,1678,312.6856691837311,55801,0.0,1.3232418,0.5498818159103394,0.0012033371,0.013943272,0.013943272
37.3,0.375,13,1691,315.5092475414276,56264,0.0,1.3106048,0.4197384715080261,0.0013141031,0.015728457,0.015728457
43.475,0.5,9,1700,318.40667605400085,56817,0.0,1.3239446,0.31856846809387207,0.00043427417,0.006074727,0.006074727
46.475,0.55,11,1711,321.22990703582764,57334,0.0,1.3307648,0.4527011513710022,0.0009885912,0.014110997,0.014110997
43.9,0.5,12,1723,324.131733417511,57719,0.0,1.3227262,0.1796262264251709,0.0003630885,0.011483183,0.011483183
32.275,0.25,20,1743,326.96969652175903,58349,0.0,1.3264265,0.18027454614639282,0.0010702347,0.017682754,0.017682754
35.975,0.35,12,1755,329.92282915115356,58861,0.0,1.325208,0.5266825258731842,0.00034992507,0.0065848734,0.0065848734
35.7,0.325,12,1767,332.71447467803955,59387,0.0,1.320303,0.2001320719718933,0.0010643598,0.018351784,0.018351784
38.675,0.4,15,1782,335.62806820869446,59873,0.0,1.3328035,0.5168129503726959,0.00048340368,0.0076371115,0.0076371115
34.55,0.3,14,1796,338.5141215324402,60341,0.0,1.3189386,0.5141452550888062,0.00048279465,0.00877875,0.00877875
37.825,0.375,8,1804,341.26176857948303,60787,0.0,1.3064018,0.3976149559020996,0.0011720674,0.014339409,0.014339409
40.45,0.425,15,1819,344.19278502464294,61424,0.0,1.3172534,0.593976616859436,0.00035682647,0.007179327,0.007179327
39.875,0.4,17,1836,347.03454780578613,61936,0.0,1.320854,0.6126833558082581,0.0014440011,0.015921293,0.015921293
27.575,0.125,20,1856,349.92596983909607,62460,0.0,1.3159676,-0.07072103023529053,0.0010929094,0.017695962,0.017695962
28.65,0.15,15,1871,352.7965064048767,62969,0.0,1.3007948,0.4642852544784546,0.0013531555,0.018412165,0.018412165
32.225,0.225,16,1887,355.64521384239197,63470,0.0,1.3025961,0.43247950077056885,0.0013173165,0.015770001,0.015770001
29.175,0.15,20,1907,358.58067512512207,63998,0.0,1.2934593,0.29045188426971436,0.00043959208,0.009095866,0.009095866
35.375,0.3,9,1916,361.4264600276947,64495,0.0,1.2951937,0.41887593269348145,0.0010247295,0.016162843,0.016162843
37.375,0.375,13,1929,364.4342999458313,65011,0.0,1.2597318,0.19001668691635132,0.00061729964,0.00509699,0.00509699
34.1,0.3,20,1949,367.37751293182373,65457,0.0,1.3062112,0.5234233140945435,0.0003782651,0.0066422718,0.0066422718
27.75,0.15,16,1965,370.3049304485321,66029,0.0,1.2958097,0.43253034353256226,0.000290797,0.0074716825,0.0074716825
31.275,0.225,17,1982,373.1007046699524,66557,0.0,1.2963406,0.559242844581604,0.0010277146,0.012780985,0.012780985
35.775,0.325,8,1990,376.26642632484436,66986,0.0,1.2930028,0.3786207437515259,0.00020259894,0.00179087,0.00179087
36.075,0.325,14,2004,379.1800584793091,67449,0.0,1.2895511,0.3544037342071533,0.00055626815,0.008111594,0.008111594
37.75,0.375,19,2023,382.1146910190582,68090,0.0,1.2954397,0.13043296337127686,0.0003472065,0.009359537,0.009359537
38.925,0.4,7,2030,384.88600611686707,68543,0.0,1.233619,0.3532159924507141,0.0014039469,0.011529941,0.011529941
43.35,0.5,8,2038,387.76207423210144,69019,0.0,1.2521057,0.353743314743042,0.00033989208,0.006850415,0.006850415
44.675,0.525,14,2052,390.6003472805023,69632,0.0,1.2681539,0.5274630188941956,0.00082472054,0.011382149,0.011382149
52.025,0.675,9,2061,393.42576003074646,70127,0.0,1.2393447,0.25053495168685913,0.0010389743,0.014364978,0.014364978
43.75,0.475,14,2075,396.7254784107208,70607,0.0,1.2294827,0.5334791243076324,0.0011384515,0.0023883833,0.0023883833
41.325,0.425,15,2090,399.5879957675934,71116,0.0,1.256258,0.6456417739391327,0.0013164614,0.01758194,0.01758194
31.05,0.2,17,2107,402.41904067993164,71673,0.0,1.2440678,0.6385815739631653,0.0010938204,0.013773966,0.013773966
31.925,0.225,13,2120,405.21174907684326,72167,0.0,1.2300518,0.5334662199020386,0.0012110883,0.018354751,0.018354751
34.95,0.3,13,2133,407.98845624923706,72704,0.0,1.2327127,0.6402360796928406,0.0007766278,0.013734801,0.013734801
40.475,0.425,7,2140,410.7476589679718,73133,0.0,1.2498338,0.49946045875549316,0.0009008518,0.010638758,0.010638758
47.225,0.6,10,2150,413.52621483802795,73631,0.0,1.2453854,0.5743960440158844,0.001202007,0.016388737,0.016388737
48.375,0.625,11,2161,416.30306005477905,74200,0.0,1.2403536,0.6723491251468658,0.0009980925,0.013525043,0.013525043
44.125,0.55,15,2176,419.10360169410706,74737,0.0,1.2429885,0.5056638121604919,0.001477938,0.01587595,0.01587595
37.425,0.375,15,2191,421.9049572944641,75226,0.0,1.2350855,0.5962055325508118,0.0014542774,0.02155519,0.02155519
40.575,0.45,9,2200,424.79360842704773,75725,0.0,1.2334023,0.6019056141376495,0.0004919837,0.009474561,0.009474561
44.125,0.525,9,2209,427.59072065353394,76272,0.0,1.2478727,0.6913433372974396,0.0010988924,0.0141263595,0.0141263595
51.175,0.675,7,2216,430.4984347820282,76784,0.0,1.2258085,0.3870517611503601,0.00036001037,0.0064394963,0.0064394963
54.2,0.75,14,2230,433.3270516395569,77296,0.0,1.2391062,0.6584197580814362,0.0010533704,0.015137159,0.015137159
47.575,0.6,12,2242,436.10987091064453,77747,0.0,1.2472879,0.5482076108455658,0.0013952397,0.018011527,0.018011527
32.6,0.25,19,2261,438.9597110748291,78322,0.0,1.2266479,0.050591111183166504,0.0011876317,0.014197891,0.014197891
32.4,0.25,15,2276,441.912145614624,78803,0.0,1.2464328,0.6825715899467468,0.00031470266,0.007519122,0.007519122
31.0,0.225,16,2292,444.8694369792938,79359,0.0,1.2385075,0.7028041183948517,0.00028753118,0.00850798,0.00850798
32.775,0.275,16,2308,447.70764684677124,79861,0.0,1.2232193,0.763644203543663,0.0014779388,0.017416362,0.017416362
37.325,0.375,8,2316,450.60287714004517,80296,0.0,1.2096308,0.5385924279689789,0.00031841008,0.0059536286,0.0059536286
38.725,0.425,10,2326,453.42467737197876,80774,0.0,1.2084961,0.3279699683189392,0.0010348817,0.017731428,0.017731428
45.925,0.6,12,2338,456.22121810913086,81403,0.0,1.1768348,0.3986533284187317,0.00073006557,0.008489776,0.008489776
44.5,0.575,14,2352,459.1397399902344,81913,0.0,1.2269671,0.6037007570266724,0.00039603826,0.008371804,0.008371804
29.075,0.175,23,2375,462.21542143821716,82426,0.0,1.214998,-18.35565757751465,0.00034269196,0.0039861165,0.0039861165
24.325,0.05,19,2394,465.05007338523865,82928,0.0,1.2219604,0.7126976251602173,0.0010983153,0.014444945,0.014444945
28.075,0.15,16,2410,467.98958230018616,83436,0.0,1.2078781,0.7306218147277832,0.000617555,0.004063852,0.004063852
34.925,0.325,11,2421,470.81165838241577,83959,0.0,1.1946254,0.6595184206962585,0.001381547,0.015460482,0.015460482
37.3,0.375,15,2436,473.66156029701233,84466,0.0,1.177825,0.6574045717716217,0.0014173695,0.012955038,0.012955038
41.0,0.45,13,2449,476.5797715187073,84980,0.0,1.1800323,0.6439073979854584,0.00045559392,0.0050102808,0.0050102808
32.725,0.25,16,2465,479.4490489959717,85453,0.0,1.1787483,0.7197139859199524,0.00087575545,0.008962339,0.008962339
41.325,0.45,7,2472,482.240700006485,85956,0.0,1.1328347,0.526624858379364,0.001051646,0.011560153,0.011560153
42.45,0.475,13,2485,485.07645058631897,86513,0.0,1.1500475,0.7011430561542511,0.001031366,0.012150632,0.012150632
44.6,0.525,12,2497,487.86733889579773,86986,0.0,1.1549441,0.5440219640731812,0.00080707576,0.011030186,0.011030186
44.875,0.525,11,2508,490.7754850387573,87537,0.0,1.1490836,0.468833863735199,0.00034130824,0.0056543737,0.0056543737
40.65,0.425,15,2523,493.6484978199005,88046,0.0,1.1560795,0.7122253477573395,0.0010592747,0.011375638,0.011375638
29.725,0.175,20,2543,496.6194999217987,88567,0.0,1.139124,0.7616404891014099,0.0006625098,0.008886274,0.008886274
26.0,0.1,20,2563,499.5258550643921,89086,0.0,1.145973,0.751069039106369,0.0011694329,0.012693146,0.012693146
29.65,0.2,16,2579,502.4356789588928,89590,0.0,1.1357698,0.78001369535923,0.0013077094,0.0136471875,0.0136471875
29.6,0.2,20,2599,505.31004571914673,90105,0.0,1.1249468,0.7366730868816376,0.001110169,0.016626494,0.016626494
27.2,0.125,13,2612,508.3050105571747,90523,0.0,1.113137,0.5306890606880188,0.00038601033,0.006074973,0.006074973
31.075,0.225,17,2629,511.177711725235,91053,0.0,1.1263409,0.7744857221841812,0.00091655785,0.0116835795,0.0116835795
37.2,0.375,11,2640,514.0990588665009,91616,0.0,1.1269999,0.6912312209606171,0.00041106733,0.0073184697,0.0073184697
36.975,0.375,15,2655,516.9195158481598,92147,0.0,1.134609,0.7533360570669174,0.000957744,0.014323775,0.014323775
41.3,0.475,12,2667,519.7125902175903,92661,0.0,1.1294537,0.6913329362869263,0.0007973771,0.013646297,0.013646297
41.5,0.475,12,2679,522.6176252365112,93180,0.0,1.1375039,0.5807192325592041,0.00033559374,0.0051436834,0.0051436834
46.275,0.575,5,2684,525.3859975337982,93678,0.0,1.1581028,0.4334333539009094,0.00096022245,0.01003691,0.01003691
43.375,0.5,17,2701,528.273330450058,94187,0.0,1.1218319,0.7091057896614075,0.0009570763,0.010446001,0.010446001
40.875,0.45,17,2718,531.2400913238525,94712,0.0,1.1264932,0.7864429950714111,0.00036412652,0.009409495,0.009409495
31.05,0.225,14,2732,534.1089832782745,95226,0.0,1.1455709,0.780103012919426,0.0009258529,0.014237793,0.014237793
39.5,0.425,7,2739,536.9173891544342,95721,0.0,1.1753724,0.4995419979095459,0.0013052715,0.014991045,0.014991045
37.125,0.35,21,2760,539.8162794113159,96243,0.0,1.1230431,0.31141138076782227,0.00092854054,0.013561158,0.013561158
37.125,0.35,11,2771,542.6279871463776,96640,0.0,1.1341639,0.4373728632926941,0.0011214763,0.014939416,0.014939416
33.125,0.275,14,2785,545.4769632816315,97231,0.0,1.1278166,0.6720082759857178,0.0012037439,0.015993247,0.015993247
41.65,0.475,9,2794,548.3742973804474,97775,0.0,1.1530132,0.5999102592468262,0.00038078908,0.0075607095,0.0075607095
42.85,0.5,16,2810,551.2144320011139,98256,0.0,1.1444806,0.7261538803577423,0.0009961724,0.017671188,0.017671188
41.525,0.475,13,2823,554.0396659374237,98773,0.0,1.183171,0.6909855008125305,0.00089521625,0.015465019,0.015465019
34.2,0.3,19,2842,556.914253950119,99323,0.0,1.1242747,0.8175975978374481,0.0011996881,0.014267451,0.014267451
34.875,0.3,12,2854,559.7311508655548,99812,0.0,1.1539452,0.7349905371665955,0.00080581795,0.012371913,0.012371913
34.75,0.3,15,2869,562.56396317482,100345,0.0,1.1302531,0.6916326582431793,0.00092804164,0.013151081,0.013151081
43.575,0.5,5,2874,565.3401720523834,100811,0.0,1.1995637,0.4350241422653198,0.0011013508,0.015955238,0.015955238
44.125,0.525,14,2888,568.1698913574219,101372,0.0,1.1313612,0.711612731218338,0.00081751787,0.013425863,0.013425863
50.775,0.675,6,2894,570.9993190765381,101843,0.0,1.1570187,0.4561998248100281,0.0013150276,0.016922288,0.016922288
56.425,0.8,12,2906,573.8403248786926,102385,0.0,1.160558,0.6908569037914276,0.0010165413,0.01337122,0.01337122
45.6,0.55,18,2924,576.7931864261627,102908,0.0,1.1268272,0.6608346998691559,0.00033429626,0.008535999,0.008535999
38.45,0.375,10,2934,579.6118855476379,103381,0.0,1.1542921,0.7121534943580627,0.0010779741,0.0133219445,0.0133219445
37.3,0.35,14,2948,582.4523839950562,103921,0.0,1.1273999,0.747014194726944,0.0013545859,0.012662527,0.012662527
39.225,0.4,14,2962,585.7882359027863,104431,0.0,1.1103768,0.7562548369169235,0.00010144546,0.0014448948,0.0014448948
46.775,0.575,6,2968,588.5441720485687,104871,0.0,1.1561153,0.5079951584339142,0.0011365097,0.014947008,0.014947008
41.475,0.45,15,2983,591.3444585800171,105465,0.0,1.1381133,0.5488853752613068,0.0012356709,0.023352884,0.023352884
43.5,0.5,16,2999,594.2592899799347,105979,0.0,1.1318359,0.7956981509923935,0.00024437634,0.0065970616,0.0065970616
28.225,0.15,16,3015,597.183580160141,106414,0.0,1.1243863,0.8536208420991898,0.00035171746,0.0060704947,0.0060704947
37.55,0.375,9,3024,599.9605453014374,106990,0.0,1.1734122,0.5057559609413147,0.0010370172,0.012607909,0.012607909
39.825,0.425,12,3036,602.7590067386627,107503,0.0,1.1209186,0.6579394340515137,0.0010760191,0.013158848,0.013158848
43.425,0.5,13,3049,605.5646870136261,108017,0.0,1.1535883,0.7166895270347595,0.00095528417,0.014589986,0.014589986
38.475,0.4,15,3064,608.3919377326965,108529,0.0,1.1221466,0.6760842800140381,0.00089101546,0.016264163,0.016264163
41.2,0.475,11,3075,611.2193357944489,109053,0.0,1.158097,0.6663252413272858,0.0011561068,0.014326303,0.014326303
39.85,0.45,12,3087,614.0919482707977,109565,0.0,1.137617,0.7934024930000305,0.0012581903,0.01716308,0.01716308
45.575,0.575,8,3095,616.9606359004974,110078,0.0,1.1928325,0.4283444285392761,0.0011124648,0.015200041,0.015200041
48.575,0.625,12,3107,619.8140819072723,110569,0.0,1.1500137,0.7730575054883957,0.0010405593,0.014493425,0.014493425
46.65,0.575,11,3118,622.8711462020874,111059,0.0,1.1366198,0.7302679717540741,0.00014759932,0.005073255,0.005073255
45.0,0.55,12,3130,625.9049599170685,111614,0.0,1.1350781,0.7520186007022858,0.0013342816,0.0045172735,0.0045172735
46.9,0.575,9,3139,628.705468416214,112042,0.0,1.1481955,0.7910315096378326,0.0012880224,0.009905167,0.009905167
43.15,0.525,15,3154,631.554033279419,112622,0.0,1.1150191,0.6928455829620361,0.001059053,0.014903794,0.014903794
40.925,0.475,14,3168,634.4671535491943,113134,0.0,1.1380606,0.8674096316099167,0.00031775056,0.009544166,0.009544166
41.6,0.475,9,3177,637.2886438369751,113660,0.0,1.1670808,0.6937130391597748,0.0009057317,0.010544423,0.010544423
45.875,0.575,9,3186,640.1121799945831,114135,0.0,1.167165,0.7044743597507477,0.001080995,0.017129207,0.017129207
49.175,0.65,11,3197,642.9269561767578,114658,0.0,1.1607082,0.8027354627847672,0.0014076016,0.017329348,0.017329348
