EpLenMean,EpRewMean,EpThisIter,EpisodesSoFar,TimeElapsed,TimestepsSoFar,entloss,entropy,ev_tdlam_before,meankl,optimgain,surrgain
39.75,0.4,12,6060,1287.6243896484375,230325,0.0,0.98342085,0.3722532391548157,0.0013887638,0.018720478,0.018720478
39.65,0.425,12,6072,1290.4078257083893,230898,0.0,0.9949404,0.6064511239528656,0.0011839031,0.014050027,0.014050027
41.75,0.5,13,6085,1293.3055474758148,231424,0.0,0.93145335,0.5054487884044647,0.00056072033,0.008609516,0.008609516
41.95,0.55,11,6096,1296.0824646949768,231915,0.0,0.98562133,0.5219226181507111,0.0014249494,0.015544532,0.015544532
44.95,0.6,10,6106,1298.8814496994019,232421,0.0,1.0183705,0.7233001589775085,0.0012203336,0.014012624,0.014012624
43.175,0.55,9,6115,1301.731017112732,232795,0.0,0.9905827,0.4417056441307068,0.0010307437,0.016476084,0.016476084
46.55,0.625,12,6127,1304.533417224884,233455,0.0,1.0039996,0.5276900231838226,0.0010543317,0.015324559,0.015324559
47.125,0.625,12,6139,1307.341298341751,233974,0.0,0.9287188,0.7043475806713104,0.0011000878,0.0164966,0.0164966
46.0,0.625,12,6151,1310.1526188850403,234471,0.0,1.0015202,0.06382763385772705,0.0010567466,0.016406752,0.016406752
43.125,0.55,10,6161,1312.99720287323,234971,0.0,0.9699372,0.6367709040641785,0.0013273756,0.01582874,0.01582874
43.175,0.575,13,6174,1315.8275504112244,235515,0.0,1.0476747,0.18557006120681763,0.0011246358,0.017892594,0.017892594
43.325,0.575,11,6185,1318.743016242981,235994,0.0,0.9859755,0.7046155035495758,0.00043039978,0.0074952445,0.0074952445
43.175,0.55,12,6197,1321.5450174808502,236530,0.0,1.0145535,0.31927818059921265,0.0009671919,0.014374742,0.014374742
41.125,0.475,11,6208,1324.3469986915588,236943,0.0,0.97471815,0.4254693388938904,0.0013829696,0.017128974,0.017128974
48.9,0.625,9,6217,1327.2510046958923,237568,0.0,0.99511915,0.3553006649017334,0.00034904905,0.009099077,0.009099077
45.475,0.575,14,6231,1330.0454437732697,238072,0.0,0.96729666,0.4050719141960144,0.0011189026,0.01524167,0.01524167
43.65,0.575,14,6245,1332.8754765987396,238576,0.0,0.9280621,0.10554897785186768,0.0012102058,0.012840655,0.012840655
44.6,0.625,8,6253,1335.754388332367,239058,0.0,0.9710845,0.6561691462993622,0.0005039255,0.0068577,0.0068577
43.15,0.575,13,6266,1338.5903401374817,239584,0.0,0.90463746,0.5340778529644012,0.0013045588,0.017975256,0.017975256
48.55,0.675,7,6273,1341.3623836040497,240058,0.0,1.0175204,0.6985768377780914,0.0013570774,0.015507295,0.015507295
49.875,0.675,12,6285,1344.290337562561,240571,0.0,0.8684558,0.7738788723945618,0.0004843643,0.00852707,0.00852707
51.85,0.725,8,6293,1347.06223154068,241132,0.0,0.98765045,0.3864237070083618,0.0011527487,0.014110566,0.014110566
51.725,0.75,13,6306,1349.8945157527924,241653,0.0,0.89529645,0.6995260119438171,0.0012042348,0.013840317,0.013840317
46.075,0.65,11,6317,1352.6782743930817,242086,0.0,0.9613857,0.35710257291793823,0.0010186667,0.012584477,0.012584477
48.175,0.725,9,6326,1355.7080142498016,242596,0.0,0.9011456,0.29763591289520264,0.00024271547,0.0061013503,0.0061013503
49.025,0.725,10,6336,1358.4860923290253,243158,0.0,0.9142431,0.5394185185432434,0.0010263894,0.014434723,0.014434723
45.65,0.625,14,6350,1361.3142721652985,243697,0.0,0.9540227,0.6046839356422424,0.0011598754,0.017073883,0.017073883
43.975,0.55,12,6362,1364.0896470546722,244190,0.0,0.9078945,0.5661154985427856,0.0012541915,0.016134828,0.016134828
46.775,0.625,9,6371,1366.8611645698547,244723,0.0,0.90654373,0.7153506875038147,0.0014196206,0.0146804815,0.0146804815
47.55,0.65,8,6379,1369.6297359466553,245175,0.0,0.9001568,0.7074562013149261,0.00107242,0.011143067,0.011143067
51.9,0.775,10,6389,1372.4275028705597,245724,0.0,0.87775636,0.2903425693511963,0.0009710817,0.0132947,0.0132947
44.95,0.6,16,6405,1375.252414226532,246185,0.0,0.8844005,0.6878538429737091,0.0009280059,0.010538314,0.010538314
39.85,0.475,14,6419,1378.0752227306366,246769,0.0,0.9101242,0.7518728226423264,0.0011927311,0.016253421,0.016253421
42.5,0.525,6,6425,1380.8494329452515,247247,0.0,0.9404096,0.39568090438842773,0.0010542842,0.015953658,0.015953658
44.475,0.55,12,6437,1383.6545767784119,247788,0.0,0.9286859,0.7119320929050446,0.0011283784,0.019237794,0.019237794
47.075,0.625,13,6450,1386.4677166938782,248302,0.0,0.88480115,0.617846667766571,0.001135315,0.013346908,0.013346908
51.4,0.725,9,6459,1389.2271077632904,248825,0.0,0.934822,0.6868617236614227,0.0011943526,0.020560328,0.020560328
49.1,0.675,7,6466,1391.9924199581146,249309,0.0,0.9247093,0.7963947653770447,0.0012593658,0.018333163,0.018333163
51.35,0.7,11,6477,1394.8054554462433,249842,0.0,0.9319875,0.36753445863723755,0.0008786059,0.01284363,0.01284363
52.575,0.725,11,6488,1397.598301410675,250312,0.0,0.92161787,0.6487342417240143,0.0013760825,0.012781631,0.012781631
56.475,0.8,7,6495,1400.3576719760895,250793,0.0,0.9366095,0.8030352890491486,0.0014252423,0.015167249,0.015167249
51.6,0.7,11,6506,1403.142721414566,251373,0.0,0.91198134,0.536808043718338,0.0013555195,0.017920554,0.017920554
48.05,0.625,13,6519,1405.9340190887451,251883,0.0,0.89511335,0.5091491043567657,0.0009815878,0.016476424,0.016476424
49.275,0.65,11,6530,1408.7592432498932,252374,0.0,0.8956324,0.6800378561019897,0.0011376857,0.015321709,0.015321709
48.875,0.65,8,6538,1411.5652058124542,252918,0.0,0.9304487,0.46005988121032715,0.001149558,0.015872361,0.015872361
48.45,0.65,10,6548,1414.3915705680847,253355,0.0,0.89269745,0.6615895330905914,0.0014343653,0.012965331,0.012965331
47.7,0.65,13,6561,1417.3210067749023,253912,0.0,0.90759665,0.8046432435512543,0.0005379846,0.008124565,0.008124565
53.425,0.8,8,6569,1420.0901501178741,254440,0.0,0.91836333,0.47937440872192383,0.0010190672,0.013786536,0.013786536
49.9,0.725,8,6577,1422.8704209327698,254893,0.0,0.92281353,0.6800932288169861,0.0013168582,0.02197594,0.02197594
53.025,0.775,11,6588,1425.6503257751465,255476,0.0,0.9089776,0.7280147969722748,0.0010583722,0.017257223,0.017257223
53.725,0.775,10,6598,1428.4325592517853,255992,0.0,0.88926625,0.7174685299396515,0.0014524251,0.016535385,0.016535385
54.525,0.8,8,6606,1431.1964614391327,256426,0.0,0.88443506,0.36406785249710083,0.0012989563,0.013916177,0.013916177
53.475,0.8,10,6616,1433.9600903987885,257011,0.0,0.9376261,0.3277067542076111,0.0010665832,0.013686402,0.013686402
56.925,0.875,6,6622,1436.8130466938019,257500,0.0,0.9330064,0.5698571801185608,0.00033949415,0.008538233,0.008538233
59.55,0.925,8,6630,1439.5942857265472,257950,0.0,0.87007284,0.49325400590896606,0.0011837687,0.012378454,0.012378454
53.8,0.8,15,6645,1442.5332708358765,258555,0.0,0.88909304,0.5637893378734589,0.00033384791,0.00756489,0.00756489
53.525,0.775,7,6652,1445.2833058834076,258958,0.0,0.8714467,0.5642264783382416,0.0013321632,0.018219935,0.018219935
45.9,0.6,13,6665,1448.1051483154297,259552,0.0,0.85081005,0.3133839964866638,0.0010328004,0.016664973,0.016664973
46.775,0.6,10,6675,1450.9819962978363,260073,0.0,0.8765023,0.7636137157678604,0.0003998764,0.008129949,0.008129949
50.4,0.675,7,6682,1453.726887702942,260504,0.0,0.8753984,0.6689613461494446,0.0010520518,0.018032063,0.018032063
61.1,0.9,6,6688,1456.468095779419,261094,0.0,0.9478842,0.3598599433898926,0.0010864383,0.013293269,0.013293269
56.375,0.825,9,6697,1459.2417294979095,261601,0.0,0.88202643,0.5319080054759979,0.0011897348,0.017753132,0.017753132
62.0,0.95,9,6706,1462.0809998512268,262130,0.0,0.85184485,0.7460202574729919,0.0013626942,0.016573243,0.016573243
60.575,0.925,10,6716,1464.9174461364746,262594,0.0,0.91248906,0.2797611951828003,0.0011663468,0.017592113,0.017592113
54.55,0.8,10,6726,1467.7011353969574,263133,0.0,0.80423284,0.8564137518405914,0.0013291553,0.017028363,0.017028363
51.825,0.725,11,6737,1470.6061098575592,263674,0.0,0.893981,0.8711403161287308,0.00039073866,0.00864563,0.00864563
49.6,0.675,10,6747,1473.408462524414,264185,0.0,0.9596888,0.31651633977890015,0.0013104978,0.014511581,0.014511581
50.725,0.725,9,6756,1476.246705532074,264623,0.0,0.8518597,0.4145672917366028,0.0012474657,0.015331171,0.015331171
49.35,0.7,12,6768,1479.0817880630493,265199,0.0,0.8790231,0.48823076486587524,0.0012014462,0.014820538,0.014820538
51.7,0.775,8,6776,1481.8626067638397,265646,0.0,0.7894473,0.6208747029304504,0.0013720228,0.017805511,0.017805511
51.225,0.75,11,6787,1484.6289734840393,266234,0.0,0.8944763,0.5310710966587067,0.0010216843,0.014281744,0.014281744
51.775,0.75,6,6793,1487.382313966751,266596,0.0,0.9354629,-0.1288135051727295,0.0009901571,0.016477562,0.016477562
57.9,0.925,9,6802,1490.1619844436646,267231,0.0,0.89413345,0.608418345451355,0.0013630204,0.015657157,0.015657157
59.875,0.95,9,6811,1492.9463636875153,267734,0.0,0.87498903,0.8239695727825165,0.0011174917,0.013705702,0.013705702
60.7,0.95,9,6820,1495.750418663025,268286,0.0,0.85991096,0.5096132159233093,0.00093942764,0.012571446,0.012571446
60.05,0.925,10,6830,1498.5577192306519,268760,0.0,0.8128812,0.658385694026947,0.001460923,0.017667284,0.017667284
56.1,0.8,9,6839,1501.3881385326385,269236,0.0,0.7848711,0.7578127831220627,0.001261405,0.017860081,0.017860081
52.5,0.75,11,6850,1504.195526599884,269736,0.0,0.779272,0.7559755593538284,0.001009704,0.01413966,0.01413966
49.925,0.7,10,6860,1506.9689178466797,270283,0.0,0.8531971,0.6794189810752869,0.0010871226,0.01486874,0.01486874
54.175,0.8,8,6868,1509.761378288269,270834,0.0,0.8720688,0.5916583240032196,0.0013441178,0.015240999,0.015240999
56.875,0.85,8,6876,1512.5738751888275,271345,0.0,0.8126917,0.7740976810455322,0.0012417117,0.01769235,0.01769235
54.025,0.775,12,6888,1515.519765138626,271780,0.0,0.8403938,0.7015030384063721,0.00040757778,0.008498019,0.008498019
52.2,0.725,12,6900,1518.4360795021057,272371,0.0,0.877223,0.6501567661762238,0.00030434696,0.009290108,0.009290108
50.95,0.7,8,6908,1521.3158268928528,272872,0.0,0.8628086,0.6809095144271851,0.0005044164,0.012802229,0.012802229
50.375,0.7,8,6916,1524.110277414322,273360,0.0,0.84388566,0.7497638761997223,0.0011721218,0.016261209,0.016261209
54.4,0.775,8,6924,1527.005378484726,273866,0.0,0.8656393,0.7581094056367874,0.0004139881,0.011526424,0.011526424
56.875,0.825,9,6933,1529.7870690822601,274413,0.0,0.83962536,0.5672249495983124,0.0014977313,0.017634075,0.017634075
63.675,0.975,8,6941,1532.907794713974,274941,0.0,0.8761519,0.5658098459243774,0.00017252522,0.003882993,0.003882993
60.0,0.9,9,6950,1535.8104903697968,275397,0.0,0.79949474,0.5778588056564331,0.0006308317,0.0103334375,0.0103334375
56.625,0.825,10,6960,1538.59783244133,275917,0.0,0.81122047,0.6613764762878418,0.0012394106,0.012650114,0.012650114
53.2,0.775,11,6971,1541.3959426879883,276467,0.0,0.7940664,0.5377062559127808,0.0012826715,0.017055001,0.017055001
51.1,0.75,9,6980,1544.2138555049896,276962,0.0,0.82497084,0.33452123403549194,0.0014365873,0.015696175,0.015696175
45.625,0.625,13,6993,1547.0370795726776,277412,0.0,0.7019901,0.7541537880897522,0.0011279522,0.013896686,0.013896686
46.075,0.65,10,7003,1549.8047358989716,277950,0.0,0.81204295,0.79104383289814,0.0013040714,0.015872411,0.015872411
46.925,0.65,10,7013,1552.6920912265778,278463,0.0,0.81097424,0.7018129825592041,0.00044568456,0.011538108,0.011538108
43.95,0.575,13,7026,1555.5875134468079,278987,0.0,0.73114187,0.6134786307811737,0.00038201248,0.008804333,0.008804333
48.6,0.675,10,7036,1558.4819912910461,279543,0.0,0.7924821,0.6806157529354095,0.00069914287,0.010307691,0.010307691
49.3,0.675,11,7047,1561.2562437057495,280058,0.0,0.7832599,0.23402583599090576,0.0012105233,0.016303388,0.016303388
51.4,0.725,6,7053,1564.0225858688354,280519,0.0,0.8149393,0.6141629815101624,0.0011190003,0.0144059695,0.0144059695
55.05,0.8,11,7064,1566.8230865001678,281068,0.0,0.7889968,0.6347858309745789,0.001341078,0.015990013,0.015990013
49.975,0.7,12,7076,1569.7274255752563,281542,0.0,0.7004334,0.4809767007827759,0.0003646253,0.008299623,0.008299623
46.325,0.65,14,7090,1572.531589269638,282103,0.0,0.6989327,0.4966469407081604,0.0013555048,0.015095329,0.015095329
45.05,0.625,7,7097,1575.2783467769623,282519,0.0,0.77481806,0.4231547713279724,0.001366435,0.015640529,0.015640529
46.875,0.65,11,7108,1578.0699632167816,283090,0.0,0.7939628,0.7349230051040649,0.001230291,0.014803138,0.014803138
53.1,0.775,6,7114,1580.8764672279358,283592,0.0,0.81828666,0.46643078327178955,0.0011251499,0.016002659,0.016002659
55.8,0.825,10,7124,1583.792965888977,284104,0.0,0.7334216,0.4937826991081238,0.00089679577,0.008820312,0.008820312
62.15,0.975,7,7131,1586.570234298706,284640,0.0,0.792557,0.4670441746711731,0.001226109,0.016820345,0.016820345
62.85,1.0,8,7139,1589.5413563251495,285174,0.0,0.78090405,0.5008200705051422,0.00032835914,0.0035716444,0.0035716444
67.85,1.125,6,7145,1592.3202230930328,285662,0.0,0.7648781,0.3808574080467224,0.0014828576,0.016482092,0.016482092
64.25,1.075,8,7153,1595.063250541687,286088,0.0,0.73648083,0.4794052243232727,0.0011361252,0.011537352,0.011537352
65.325,1.1,10,7163,1597.8151109218597,286650,0.0,0.7407093,0.35971730947494507,0.0010697888,0.014605427,0.014605427
61.65,1.025,9,7172,1600.6712460517883,287202,0.0,0.6791122,0.6909580826759338,0.00040315156,0.009211041,0.009211041
59.025,0.95,8,7180,1603.5662982463837,287683,0.0,0.7125206,0.670101523399353,0.00051668094,0.009348663,0.009348663
59.475,0.925,8,7188,1606.3605666160583,288233,0.0,0.738166,0.6166107356548309,0.0011737385,0.01725554,0.01725554
57.55,0.875,9,7197,1609.158323764801,288713,0.0,0.6297665,0.6097486317157745,0.001332361,0.014971034,0.014971034
62.2,0.975,8,7205,1611.91508603096,289261,0.0,0.71535707,0.3791871666908264,0.0013263926,0.012713905,0.012713905
64.1,1.0,6,7211,1614.7467257976532,289695,0.0,0.72012687,0.6844674348831177,0.00038594124,0.013831165,0.013831165
61.4,0.95,10,7221,1617.6142868995667,290237,0.0,0.70391667,0.5900359153747559,0.00035096225,0.007093857,0.007093857
58.35,0.925,10,7231,1620.3742730617523,290781,0.0,0.69652534,0.3869789242744446,0.0009750362,0.011365506,0.011365506
60.2,1.0,7,7238,1623.122262954712,291265,0.0,0.6788044,-0.08257043361663818,0.0012105219,0.014359028,0.014359028
62.25,1.05,7,7245,1625.884122133255,291751,0.0,0.707952,0.4028667211532593,0.0011931508,0.014695037,0.014695037
61.175,1.05,8,7253,1628.6739144325256,292333,0.0,0.6638887,0.21262454986572266,0.0009971615,0.010529259,0.010529259
58.85,1.0,11,7264,1631.4562485218048,292859,0.0,0.59577024,0.4109991788864136,0.0011428746,0.013875619,0.013875619
56.5,0.925,12,7276,1634.2816836833954,293333,0.0,0.57424927,0.43228089809417725,0.0012402683,0.016536463,0.016536463
52.45,0.825,9,7285,1637.0688214302063,293849,0.0,0.63881195,0.32342231273651123,0.0010243632,0.014613472,0.014613472
51.0,0.8,9,7294,1639.832466840744,294394,0.0,0.69750625,0.6563317477703094,0.0012065207,0.013132857,0.013132857
51.575,0.825,8,7302,1642.6321635246277,294876,0.0,0.6854404,0.16580277681350708,0.0010902378,0.013671134,0.013671134
58.55,0.975,6,7308,1645.4818029403687,295362,0.0,0.7445489,0.6100017428398132,0.00031072754,0.008423236,0.008423236
57.0,0.925,12,7320,1648.3358397483826,295915,0.0,0.64276576,0.5556235611438751,0.0011980277,0.012476798,0.012476798
53.425,0.825,12,7332,1651.2964315414429,296441,0.0,0.6543245,0.45849543809890747,0.0004309009,0.00889492,0.00889492
53.6,0.825,8,7340,1654.1075270175934,296919,0.0,0.74853456,0.3671910762786865,0.0011572246,0.017858697,0.017858697
47.4,0.7,11,7351,1656.9253978729248,297452,0.0,0.59986377,0.3353084921836853,0.001114529,0.011999924,0.011999924
52.0,0.775,8,7359,1659.7277636528015,297974,0.0,0.58129025,0.42411166429519653,0.0014792734,0.014367112,0.014367112
57.475,0.925,10,7369,1662.5454235076904,298470,0.0,0.62521064,0.5118086636066437,0.0013163516,0.013377357,0.013377357
52.575,0.825,10,7379,1665.40877866745,298976,0.0,0.6430401,0.5051131546497345,0.0005035061,0.009689891,0.009689891
54.025,0.85,9,7388,1668.1619365215302,299498,0.0,0.5447333,0.23604309558868408,0.0012850896,0.016929438,0.016929438
53.7,0.85,9,7397,1670.9282581806183,300029,0.0,0.6544757,0.7686362415552139,0.0013685417,0.01209471,0.01209471
57.625,0.95,6,7403,1673.7181482315063,300491,0.0,0.6949656,0.6020851135253906,0.0010848161,0.0126567315,0.0126567315
58.375,0.95,8,7411,1676.5401153564453,300944,0.0,0.57300085,0.35677027702331543,0.0013098228,0.015051434,0.015051434
58.95,0.95,12,7423,1679.3914079666138,301529,0.0,0.60741043,0.7041077613830566,0.0009658737,0.012699288,0.012699288
56.475,0.875,9,7432,1682.2187838554382,302002,0.0,0.45197594,0.4603655934333801,0.0012165576,0.012941027,0.012941027
60.85,0.975,7,7439,1684.973370552063,302580,0.0,0.55151033,0.3019862174987793,0.0012993232,0.01211732,0.01211732
61.975,1.0,7,7446,1687.7559933662415,303088,0.0,0.63040733,0.49416762590408325,0.001380744,0.011956095,0.011956095
61.525,0.95,7,7453,1690.5172777175903,303564,0.0,0.6340189,0.5440666377544403,0.0010930514,0.0142156985,0.0142156985
65.225,1.025,8,7461,1693.2944657802582,304019,0.0,0.6473532,0.7747423648834229,0.0012276061,0.012552202,0.012552202
67.5,1.05,9,7470,1696.0868616104126,304630,0.0,0.6480214,0.3087471127510071,0.0010377953,0.01194624,0.01194624
67.15,1.05,7,7477,1698.8382840156555,305126,0.0,0.57357514,0.4691333770751953,0.0011279674,0.012454094,0.012454094
66.35,1.025,7,7484,1701.5973267555237,305646,0.0,0.7051366,0.44228464365005493,0.0012413628,0.014610194,0.014610194
58.475,0.85,13,7497,1704.419195652008,306168,0.0,0.5368836,0.6564223170280457,0.0012891466,0.014886644,0.014886644
60.35,0.95,8,7505,1707.2937881946564,306666,0.0,0.50314516,0.25949060916900635,0.00040209238,0.0078573255,0.0078573255
51.4,0.775,12,7517,1710.1738631725311,307182,0.0,0.5508681,0.4940915107727051,0.0004084628,0.008623553,0.008623553
49.55,0.75,8,7525,1712.9329371452332,307702,0.0,0.6481662,0.4978901147842407,0.0011560943,0.016105227,0.016105227
51.225,0.775,8,7533,1715.7074863910675,308125,0.0,0.63211316,0.5041233599185944,0.0012389247,0.01755182,0.01755182
55.825,0.9,7,7540,1718.4684448242188,308701,0.0,0.6190752,0.403846800327301,0.0012519704,0.015067769,0.015067769
63.95,1.075,4,7544,1721.3338642120361,309201,0.0,0.6477752,-0.2956256866455078,0.00043501478,0.008232602,0.008232602
65.85,1.075,11,7555,1724.1580793857574,309744,0.0,0.5656297,0.4060269594192505,0.0014450082,0.018155921,0.018155921
70.05,1.15,7,7562,1726.9374687671661,310245,0.0,0.6322762,0.7193829715251923,0.0010182709,0.0149621405,0.0149621405
72.95,1.225,6,7568,1729.7009899616241,310783,0.0,0.70643973,0.3833988904953003,0.0010765977,0.0127534,0.0127534
76.05,1.3,6,7574,1732.5625846385956,311286,0.0,0.6715535,0.1921953558921814,0.00042390672,0.007734427,0.007734427
67.575,1.075,9,7583,1735.351725578308,311716,0.0,0.521193,0.6058277785778046,0.0014302545,0.017836886,0.017836886
70.5,1.175,8,7591,1738.1122183799744,312303,0.0,0.59116685,0.17013400793075562,0.0014821363,0.012179409,0.012179409
70.325,1.2,7,7598,1740.8490085601807,312798,0.0,0.6102695,0.3638122081756592,0.001393367,0.016307719,0.016307719
74.1,1.275,5,7603,1743.6025528907776,313281,0.0,0.75787467,0.3218653202056885,0.0011970954,0.016613092,0.016613092
64.125,1.05,11,7614,1746.3909590244293,313851,0.0,0.55515766,0.6625111103057861,0.001124768,0.013955725,0.013955725
66.35,1.1,8,7622,1749.186351299286,314320,0.0,0.6105228,0.6511234939098358,0.0011639291,0.014791302,0.014791302
59.525,0.925,12,7634,1752.111038684845,314824,0.0,0.5225998,0.5628899335861206,0.00042655715,0.008904848,0.008904848
54.2,0.8,7,7641,1754.9429709911346,315259,0.0,0.5610142,0.3714584708213806,0.0013708,0.014914136,0.014914136
53.3,0.8,8,7649,1757.7062273025513,315770,0.0,0.64484686,0.40987443923950195,0.001333487,0.013287641,0.013287641
57.475,0.925,9,7658,1760.4979989528656,316358,0.0,0.5700795,0.6827075779438019,0.0011950391,0.013495525,0.013495525
57.775,0.95,10,7668,1763.2997670173645,316898,0.0,0.53503525,0.4358317255973816,0.0014498391,0.022864867,0.022864867
54.475,0.9,12,7680,1766.204449415207,317415,0.0,0.5111003,0.6124339997768402,0.0004356819,0.006295555,0.006295555
50.15,0.775,10,7690,1769.0042383670807,317937,0.0,0.58518595,0.611138790845871,0.001098787,0.018793264,0.018793264
52.25,0.85,7,7697,1771.7859704494476,318427,0.0,0.39757013,0.39166080951690674,0.0013980358,0.021113707,0.021113707
52.725,0.85,9,7706,1774.593757390976,318936,0.0,0.5647847,0.6232965886592865,0.0010731004,0.016190745,0.016190745
56.525,0.9,9,7715,1777.3565137386322,319476,0.0,0.6800015,0.48216402530670166,0.0010018823,0.019567851,0.019567851
59.05,0.925,8,7723,1780.1532247066498,319993,0.0,0.65084004,0.22292059659957886,0.0011576058,0.02162116,0.02162116
64.15,1.025,7,7730,1782.9472482204437,320503,0.0,0.728739,0.6099590957164764,0.0013025496,0.014850445,0.014850445
56.6,0.85,10,7740,1785.7960011959076,320905,0.0,0.45958388,0.48457032442092896,0.0011886088,0.012828765,0.012828765
58.675,0.875,7,7747,1788.5963270664215,321450,0.0,0.7697371,0.5537262260913849,0.0012585649,0.02063909,0.02063909
63.1,0.975,8,7755,1791.388753414154,322000,0.0,0.66964877,0.6893921792507172,0.0014139368,0.014828831,0.014828831
69.025,1.125,6,7761,1794.161838054657,322539,0.0,0.5565984,0.16649401187896729,0.0012123394,0.016919864,0.016919864
66.725,1.125,8,7769,1797.034431695938,323070,0.0,0.5500357,0.3808160424232483,0.0005406424,0.009794531,0.009794531
65.425,1.1,11,7780,1799.8085808753967,323522,0.0,0.4075302,0.35174405574798584,0.0013721426,0.01549191,0.01549191
54.925,0.85,12,7792,1802.5876019001007,324081,0.0,0.4960807,0.6581504940986633,0.0013313781,0.015856741,0.015856741
56.525,0.925,6,7798,1805.4452028274536,324575,0.0,0.47656822,0.29407304525375366,0.00042262734,0.008235793,0.008235793
60.15,0.975,6,7804,1808.2087714672089,325085,0.0,0.6861336,0.5536769926548004,0.0012588191,0.0131923705,0.0131923705
57.3,0.9,8,7812,1810.96333360672,325504,0.0,0.43821394,0.5738331973552704,0.0011087914,0.007922157,0.007922157
64.075,1.025,6,7818,1813.694692850113,326011,0.0,0.7359233,0.16743820905685425,0.0012809696,0.019416822,0.019416822
70.2,1.15,7,7825,1816.444150686264,326613,0.0,0.5784724,0.4572604298591614,0.0010240822,0.011007439,0.011007439
75.625,1.325,8,7833,1819.2885208129883,327129,0.0,0.29728043,0.3572239279747009,0.00045924238,0.008357663,0.008357663
66.3,1.125,10,7843,1822.0441448688507,327662,0.0,0.49084985,0.4062856435775757,0.0013105078,0.012862101,0.012862101
67.125,1.175,7,7850,1824.7900030612946,328042,0.0,0.41748407,0.06005328893661499,0.0011204847,0.012098245,0.012098245
62.8,1.15,10,7860,1827.5475625991821,328692,0.0,0.576277,0.2947830557823181,0.0013273966,0.013808964,0.013808964
59.325,1.1,6,7866,1830.2827715873718,329131,0.0,0.57692313,0.32423102855682373,0.0012689126,0.0109004835,0.0109004835
60.025,1.05,10,7876,1833.0662620067596,329728,0.0,0.55817014,0.4855758547782898,0.0012862883,0.01702512,0.01702512
63.9,1.125,7,7883,1835.845605134964,330218,0.0,0.65138626,0.2344146966934204,0.0012425077,0.0150934905,0.0150934905
67.225,1.175,6,7889,1838.6435074806213,330710,0.0,0.68204063,0.4251207709312439,0.0011053903,0.012840793,0.012840793
66.075,1.1,9,7898,1841.4285962581635,331260,0.0,0.5993308,0.6029275357723236,0.0013478384,0.0127473315,0.0127473315
64.975,1.075,7,7905,1844.1997101306915,331679,0.0,0.56535923,0.5252366065979004,0.0010602032,0.012094727,0.012094727
63.975,1.075,10,7915,1846.9876625537872,332236,0.0,0.604377,0.5850355923175812,0.0012062866,0.015149172,0.015149172
66.125,1.15,5,7920,1849.7539746761322,332768,0.0,0.60309577,0.22508949041366577,0.00096964085,0.011653926,0.011653926
71.55,1.275,6,7926,1852.5296468734741,333297,0.0,0.6244645,0.49234312772750854,0.0012488705,0.012801108,0.012801108
71.15,1.275,7,7933,1855.2811150550842,333768,0.0,0.69609475,0.42325496673583984,0.0014455549,0.024837788,0.024837788
72.2,1.275,8,7941,1858.0811614990234,334245,0.0,0.608535,0.49435287714004517,0.00096326636,0.012816689,0.012816689
71.0,1.25,7,7948,1860.857016324997,334808,0.0,0.739751,0.40751713514328003,0.00093298283,0.013489561,0.013489561
73.375,1.275,8,7956,1863.6366140842438,335269,0.0,0.52123475,0.6804511547088623,0.0013061239,0.0138468575,0.0138468575
65.925,1.075,9,7965,1866.5092964172363,335836,0.0,0.6270478,0.3907087445259094,0.00096835516,0.011672661,0.011672661
66.675,1.1,6,7971,1869.374629020691,336247,0.0,0.5927396,0.4452750086784363,0.0005226727,0.009020662,0.009020662
63.275,1.025,8,7979,1872.1559960842133,336730,0.0,0.42430466,0.208537757396698,0.0012789418,0.013282344,0.013282344
66.475,1.15,8,7987,1874.9343564510345,337395,0.0,0.59093034,0.35498565435409546,0.0012578067,0.014837324,0.014837324
62.65,1.075,10,7997,1877.7216534614563,337871,0.0,0.5240221,0.6507661640644073,0.0014760981,0.011878413,0.011878413
63.4,1.075,6,8003,1880.4965300559998,338328,0.0,0.6885517,0.27869391441345215,0.0010977347,0.018251058,0.018251058
65.675,1.2,8,8011,1883.268872499466,338874,0.0,0.4345917,0.2638329267501831,0.0014512083,0.014561839,0.014561839
68.125,1.3,6,8017,1886.03085231781,339352,0.0,0.57044256,0.382185161113739,0.0012047112,0.014949012,0.014949012
63.775,1.125,10,8027,1888.834124326706,339946,0.0,0.59035504,0.7343835830688477,0.0013346297,0.017578922,0.017578922
65.55,1.15,9,8036,1891.6139833927155,340397,0.0,0.6138708,0.7255629897117615,0.0012748118,0.014239155,0.014239155
61.175,1.15,10,8046,1894.4812016487122,340969,0.0,0.45090166,0.4474446773529053,0.00042365995,0.007168415,0.007168415
60.85,1.05,6,8052,1897.2106502056122,341391,0.0,0.65268165,0.4255569577217102,0.0012606757,0.015913565,0.015913565
57.875,0.975,10,8062,1899.9726660251617,341999,0.0,0.58544946,0.48562175035476685,0.0009025949,0.015217531,0.015217531
62.75,1.075,8,8070,1902.8400039672852,342521,0.0,0.62728393,0.5225342214107513,0.00033537386,0.008894637,0.008894637
63.65,1.125,7,8077,1905.6153512001038,343039,0.0,0.5627679,0.43696051836013794,0.0013175409,0.022312358,0.022312358
