# {"t_start": 1574518072.8136036, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
0.0,129,514.686054
6.0,363,520.361506
0.0,129,522.792513
6.0,399,530.303054
2.0,201,534.748795
3.0,234,539.478551
0.0,129,540.131144
6.0,399,547.47686
12.0,302,554.341202
6.0,345,559.86721
15.0,486,569.544006
0.0,129,571.931874
1.0,155,574.432681
10.0,363,581.668279
10.0,447,589.200585
6.0,330,596.172474
16.0,546,606.188068
0.0,129,608.618947
0.0,125,609.386218
11.0,479,618.916409
0.0,129,621.386714
0.0,129,623.789959
8.0,444,631.577841
1.0,155,634.154616
5.0,346,641.340373
7.0,248,646.183415
1.0,154,648.786775
11.0,473,656.759285
3.0,252,661.671866
7.0,450,671.142903
4.0,277,676.2482
12.0,302,681.405059
1.0,155,684.014441
1.0,155,686.639153
5.0,295,691.811165
1.0,155,695.945783
14.0,420,703.394917
2.0,203,706.240617
7.0,248,711.072726
0.0,129,713.493694
0.0,129,715.910679
0.0,129,718.316577
0.0,129,720.707482
2.0,183,723.265935
8.0,298,728.276881
1.0,173,731.052032
7.0,374,738.321617
12.0,498,747.564698
7.0,418,755.214371
3.0,213,759.866709
13.0,500,768.007682
10.0,400,777.01231
0.0,129,777.77742
0.0,125,780.190214
14.0,386,787.32539
8.0,466,796.952403
10.0,523,806.891827
12.0,518,816.607836
0.0,129,819.09456
2.0,183,821.906094
9.0,349,827.343703
5.0,296,833.930623
7.0,389,841.002618
4.0,263,845.829791
0.0,125,846.566833
14.0,399,854.118399
10.0,497,863.828968
0.0,129,866.178976
11.0,471,875.858332
3.0,210,878.654835
8.0,298,883.634897
8.0,403,890.956033
0.0,129,893.350618
7.0,248,898.176965
8.0,277,903.153108
4.0,264,908.108015
7.0,392,915.513077
9.0,474,925.00722
9.0,496,933.101856
11.0,460,942.564595
6.0,359,949.85298
7.0,375,955.555492
1.0,171,959.952036
11.0,467,967.895235
3.0,250,972.755985
5.0,311,977.867662
1.0,157,981.952353
3.0,247,985.088789
3.0,211,989.673079
9.0,516,999.547986
4.0,243,1004.37717
1.0,157,1006.882273
14.0,626,1018.878519
4.0,245,1021.813309
4.0,263,1026.603805
9.0,344,1033.744792
2.0,203,1036.671069
4.0,259,1041.618921
4.0,278,1046.669363
3.0,210,1051.168506
9.0,495,1060.777714
15.0,629,1071.030692
3.0,250,1075.875168
1.0,173,1078.568
16.0,535,1090.203778
4.0,297,1095.30991
9.0,489,1103.41039
13.0,351,1110.665024
14.0,567,1120.878797
5.0,312,1127.527429
1.0,155,1130.159644
11.0,271,1135.196779
2.0,203,1138.083079
1.0,173,1142.432421
6.0,332,1147.768177
19.0,755,1162.07547
4.0,261,1166.904191
20.0,743,1179.868544
1.0,154,1184.119314
11.0,380,1189.792914
17.0,620,1202.035654
15.0,515,1211.911836
4.0,278,1216.95957
10.0,447,1226.451627
13.0,370,1232.047566
11.0,406,1239.473431
14.0,606,1251.192153
2.0,187,1253.947376
16.0,555,1265.727463
15.0,549,1275.756836
0.0,129,1278.187947
10.0,373,1283.876608
11.0,538,1295.626498
7.0,248,1298.834784
12.0,302,1305.667602
16.0,641,1318.030884
12.0,302,1323.262213
2.0,203,1326.166929
17.0,584,1338.100178
5.0,310,1343.405028
9.0,475,1353.051313
0.0,127,1353.830052
19.0,650,1366.182761
0.0,129,1368.672456
5.0,298,1375.573705
5.0,315,1380.71784
13.0,562,1390.686652
13.0,572,1402.453993
7.0,372,1408.083776
3.0,229,1412.591294
4.0,301,1417.456169
13.0,349,1424.418583
15.0,636,1436.722347
5.0,310,1441.887053
18.0,651,1454.191576
4.0,259,1459.060027
11.0,271,1464.065782
2.0,183,1466.857026
6.0,321,1473.755376
14.0,380,1480.907061
9.0,436,1488.285702
14.0,565,1498.128927
17.0,582,1509.95333
5.0,292,1515.04368
14.0,356,1520.584727
12.0,320,1527.519523
5.0,311,1532.630679
0.0,129,1534.955365
7.0,247,1539.610089
0.0,129,1542.004426
9.0,330,1547.332334
14.0,398,1554.806842
0.0,129,1557.214122
6.0,333,1564.236654
17.0,510,1574.022843
17.0,511,1582.208813
0.0,129,1584.647529
7.0,367,1591.960694
3.0,218,1596.635508
5.0,312,1601.602858
1.0,155,1604.072062
9.0,497,1613.85413
4.0,299,1619.029154
3.0,219,1623.740448
18.0,546,1633.821848
14.0,527,1643.602906
7.0,370,1650.893589
11.0,393,1658.146821
15.0,547,1668.020836
4.0,257,1672.847785
4.0,278,1677.862829
4.0,263,1682.834395
10.0,395,1690.181227
15.0,625,1700.478054
7.0,366,1707.666469
10.0,529,1717.402107
18.0,648,1729.73465
18.0,481,1739.39681
2.0,206,1742.299604
8.0,379,1749.470384
6.0,345,1756.506723
6.0,347,1761.971136
13.0,549,1772.027352
12.0,533,1783.696267
19.0,674,1796.159152
10.0,510,1805.955295
1.0,157,1808.542894
10.0,399,1815.939282
13.0,363,1821.392939
14.0,642,1833.524264
7.0,410,1840.810741
25.0,689,1854.953652
4.0,282,1859.866667
16.0,578,1870.159709
17.0,662,1882.636919
9.0,333,1889.646985
8.0,489,1897.637676
9.0,329,1904.408342
5.0,294,1909.512424
14.0,584,1921.447308
6.0,363,1926.905687
18.0,635,1939.168497
12.0,561,1948.85201
10.0,361,1956.040035
14.0,636,1968.273656
19.0,307,1973.482234
15.0,443,1982.917985
17.0,603,1993.112194
21.0,629,2005.197959
7.0,375,2012.388382
15.0,586,2022.662056
6.0,344,2029.698775
13.0,336,2035.085043
21.0,575,2046.801209
17.0,504,2056.487255
5.0,316,2061.695359
15.0,396,2068.970289
17.0,629,2081.170141
14.0,393,2088.500388
14.0,390,2095.896157
10.0,560,2105.506832
24.0,532,2115.351006
12.0,546,2125.4313
20.0,427,2132.845167
23.0,695,2147.097409
24.0,696,2159.617398
198.0,656,2171.988355
17.0,532,2181.954719
6.0,322,2187.232123
12.0,629,2199.430529
12.0,498,2208.929855
27.0,580,2218.918038
26.0,810,2235.448734
231.0,532,2245.294195
36.0,424,2252.75314
14.0,675,2265.036051
17.0,482,2274.660373
17.0,661,2287.059853
7.0,405,2294.552123
20.0,648,2306.907677
20.0,675,2319.423434
19.0,657,2331.409525
17.0,512,2340.971373
18.0,769,2355.092246
9.0,472,2362.905908
15.0,588,2374.949052
13.0,548,2384.942281
6.0,359,2391.947914
373.0,861,2407.288376
9.0,419,2416.535666
10.0,515,2424.632129
6.0,344,2431.349771
6.0,330,2436.455944
13.0,498,2446.06885
15.0,420,2453.54288
13.0,558,2465.156646
10.0,367,2470.743304
14.0,531,2480.199691
12.0,530,2491.757111
13.0,479,2499.723615
14.0,494,2509.411765
11.0,450,2517.165287
19.0,750,2531.838377
16.0,655,2544.280263
17.0,526,2554.127748
16.0,432,2561.803169
8.0,441,2571.184278
16.0,655,2583.443511
17.0,524,2593.375762
16.0,460,2601.047652
6.0,348,2608.188091
28.0,464,2615.853151
35.0,887,2632.667804
20.0,629,2644.828951
10.0,489,2654.439287
19.0,439,2662.136365
12.0,463,2669.940874
10.0,375,2677.281222
19.0,554,2687.357504
9.0,513,2696.975816
14.0,562,2708.778977
14.0,518,2718.620866
10.0,521,2728.469253
9.0,436,2736.144073
13.0,351,2741.562191
31.0,593,2753.548632
16.0,574,2763.699682
18.0,610,2775.719227
32.0,771,2790.306463
42.0,563,2799.957092
9.0,492,2809.61425
21.0,494,2819.366338
21.0,776,2833.910529
24.0,495,2841.942001
17.0,605,2854.012077
13.0,524,2863.78754
14.0,398,2871.24179
12.0,555,2881.347788
12.0,548,2891.376396
11.0,271,2896.290282
23.0,438,2905.415251
13.0,570,2915.40471
9.0,462,2924.727851
9.0,450,2932.292567
10.0,457,2939.886544
16.0,445,2948.928194
16.0,660,2961.311239
16.0,461,2969.089957
25.0,509,2978.723652
13.0,633,2990.952642
18.0,667,3003.353486
16.0,450,3012.808004
18.0,609,3023.200846
12.0,453,3032.573079
11.0,546,3042.138561
23.0,630,3054.265248
11.0,408,3061.740511
7.0,394,3069.150823
14.0,418,3076.686641
9.0,484,3086.318734
20.0,499,3094.248264
14.0,400,3101.711921
21.0,382,3108.980175
21.0,741,3123.622258
18.0,607,3135.491335
231.0,709,3147.822048
12.0,664,3160.164759
24.0,574,3170.437675
19.0,395,3177.827927
12.0,577,3189.713053
10.0,497,3199.437917
20.0,747,3212.047409
23.0,780,3226.928801
18.0,415,3234.34379
5.0,290,3241.004089
14.0,616,3251.453569
20.0,489,3260.838089
11.0,583,3270.917347
18.0,549,3281.981786
17.0,621,3292.150582
35.0,663,3304.417394
13.0,352,3311.619716
14.0,524,3321.512725
13.0,490,3331.234164
17.0,614,3341.669706
25.0,693,3355.9761
20.0,727,3368.412068
12.0,456,3377.848388
12.0,550,3387.853048
21.0,783,3402.668789
14.0,524,3412.557252
14.0,665,3424.878675
13.0,352,3432.023561
13.0,351,3437.516722
16.0,695,3451.738019
18.0,582,3462.008892
19.0,603,3473.749042
30.0,805,3488.535371
17.0,527,3498.2802
40.0,748,3512.675647
17.0,518,3522.490539
22.0,782,3537.370969
25.0,557,3547.405926
15.0,664,3559.858701
18.0,653,3572.185538
17.0,591,3582.454607
11.0,522,3592.220335
18.0,732,3606.788615
13.0,595,3617.124582
12.0,574,3629.029779
21.0,624,3641.048658
23.0,546,3651.029722
13.0,506,3660.433901
17.0,517,3670.207849
25.0,673,3682.66397
14.0,382,3690.02264
15.0,450,3697.764605
12.0,634,3710.003375
17.0,664,3722.479378
36.0,629,3734.739825
9.0,457,3742.621009
17.0,626,3754.775237
16.0,646,3767.12243
27.0,719,3779.916338
23.0,592,3791.899683
18.0,536,3801.86165
23.0,575,3811.964496
25.0,726,3826.336034
18.0,625,3838.492164
22.0,651,3850.700933
15.0,565,3860.745898
10.0,510,3870.502794
22.0,728,3883.385171
12.0,545,3894.940176
21.0,400,3902.352745
14.0,628,3912.924807
13.0,488,3922.591471
33.0,888,3939.749868
21.0,739,3954.257516
24.0,513,3962.217913
45.0,674,3976.286808
26.0,729,3989.143449
12.0,541,3999.203272
24.0,583,4011.136971
13.0,579,4021.262097
12.0,595,4033.0385
22.0,706,4045.755834
15.0,564,4055.835708
27.0,553,4067.467259
16.0,669,4079.954807
7.0,411,4087.520666
31.0,725,4100.309931
17.0,647,4112.609713
24.0,914,4129.737631
9.0,326,4136.704773
23.0,689,4149.02957
27.0,840,4165.825384
21.0,652,4178.155739
22.0,723,4190.948951
41.0,612,4203.076886
48.0,589,4213.374097
24.0,705,4227.789084
20.0,716,4240.115274
26.0,557,4250.247648
22.0,772,4264.970264
19.0,680,4277.405302
19.0,725,4291.700791
18.0,684,4304.119513
43.0,668,4316.578294
17.0,513,4326.316637
10.0,380,4333.519729
41.0,691,4346.047204
24.0,565,4357.720099
50.0,747,4370.672137
26.0,737,4385.133158
19.0,616,4397.2999
190.0,666,4409.818214
28.0,799,4424.576376
17.0,537,4434.555088
26.0,563,4444.618717
16.0,727,4459.079307
13.0,546,4469.016504
35.0,706,4482.819529
22.0,459,4490.674032
31.0,610,4502.706061
23.0,660,4515.041636
29.0,591,4525.185261
23.0,594,4537.217573
24.0,603,4547.552355
28.0,781,4562.17018
21.0,701,4576.481827
17.0,604,4586.652571
21.0,634,4598.555766
26.0,564,4608.703
18.0,408,4617.866599
15.0,704,4630.543059
11.0,534,4640.1919
19.0,579,4650.107685
17.0,651,4661.844919
23.0,673,4676.015892
18.0,575,4686.164317
16.0,697,4698.379554
180.0,809,4713.055468
241.0,802,4729.513453
340.0,1055,4749.32904
17.0,488,4757.3621
20.0,732,4771.832468
14.0,499,4781.604862
8.0,425,4789.174896
9.0,404,4796.717306
35.0,661,4809.141143
