eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
235.52,3.41,215,0.0023700774,0.14208984,0.8765944,-0.0040842355,0.010372173,0.9137337058782578,161,20608,403.02706163201947,82432
238.41,3.48,213,0.003874117,0.22607422,0.8887081,-0.0079954155,0.01326087,0.823861762881279,162,20736,405.4290770540247,82944
239.96,3.56,209,0.0024335897,0.10644531,0.8617288,-0.008857989,0.02446523,0.8534058630466461,163,20864,407.8746605460765,83456
241.23,3.59,213,0.0027895595,0.13720703,0.6947142,-0.007045524,0.015996493,0.8540856093168259,164,20992,410.2763631370617,83968
242.37,3.69,213,0.0021022023,0.09277344,0.7812724,-0.006253717,0.025459817,0.7188999652862549,165,21120,412.67825344309676,84480
242.93,3.74,213,0.002819222,0.16552734,0.7260831,-0.009020781,0.015819477,0.8407821655273438,166,21248,415.07411692105234,84992
245.07,3.89,207,0.0023236414,0.084472656,0.77277666,-0.0059328503,0.015180969,0.9188922941684723,167,21376,417.5367027990287,85504
242.0,3.89,203,0.0023977086,0.111328125,0.79078686,-0.0047167977,0.008746074,0.9470827728509903,168,21504,420.0538177670678,86016
241.66,3.91,203,0.0020475714,0.104003906,0.7994043,-0.005612994,0.023787145,0.8440280258655548,169,21632,422.5658606030047,86528
244.81,3.99,205,0.0023606862,0.12890625,0.7281473,-0.005956769,0.014908383,0.9176291823387146,170,21760,425.05794553807937,87040
244.81,3.99,207,0.002915903,0.15136719,0.82251644,-0.0051545366,0.012273574,0.8679256588220596,171,21888,427.5300096150022,87552
249.66,4.21,204,0.0025260714,0.114746094,0.75616455,-0.005324107,0.020966332,0.8909147456288338,172,22016,430.03784600202926,88064
252.3,4.27,205,0.002661077,0.11669922,0.7640434,-0.008438746,0.018383566,0.9124391749501228,173,22144,432.53044076508377,88576
254.57,4.38,203,0.002480805,0.12548828,0.8207263,-0.006956962,0.013247276,0.9250538051128387,174,22272,435.051568628056,89088
254.57,4.38,207,0.0044366387,0.1850586,0.74511975,-0.0032207002,0.010866666,0.9128599837422371,175,22400,437.52221238601487,89600
260.62,4.64,206,0.0035853025,0.1616211,0.7735625,-0.0042639077,0.017782453,0.8496524840593338,176,22528,440.0075009430293,90112
260.62,4.64,205,0.0029246695,0.1538086,0.7548996,-0.008034075,0.01765646,0.8758435845375061,177,22656,442.50201570498757,90624
265.65,4.9,203,0.0027141767,0.118652344,0.78438056,-0.007461443,0.014157387,0.9169526621699333,178,22784,445.01430235698353,91136
265.65,4.9,207,0.0038126914,0.16796875,0.7389552,-0.008986281,0.020950709,0.8391610532999039,179,22912,447.4832645560382,91648
268.01,5.02,202,0.0021251542,0.095214844,0.7003844,-0.007107758,0.018137453,0.8727748245000839,180,23040,450.0181173590245,92160
271.19,5.1,210,0.0018822589,0.09326172,0.77913034,-0.0056670774,0.015129584,0.9311494454741478,181,23168,452.45449542207643,92672
269.65,5.19,201,0.0025776257,0.12060547,0.78539914,-0.0037487145,0.010689538,0.9366824701428413,182,23296,454.9981173570268,93184
267.82,5.14,204,0.0014554783,0.07519531,0.8242536,-0.0051677534,0.017760193,0.9304643198847771,183,23424,457.5010713490192,93696
269.78,5.18,206,0.0022987856,0.09423828,0.75635684,-0.0035863542,0.01457946,0.8372984379529953,184,23552,459.9840608900413,94208
270.55,5.2,204,0.0018499922,0.09423828,0.83326316,-0.0006342558,0.03058783,0.8461504578590393,185,23680,462.49404178000987,94720
273.47,5.27,204,0.0017830557,0.09667969,0.74994063,-0.004095488,0.014061469,0.9342823848128319,186,23808,465.0000956230797,95232
278.14,5.42,205,0.0039063687,0.1538086,0.7486562,-0.006546795,0.009964269,0.9290554970502853,187,23936,467.4967079310445,95744
278.61,5.47,205,0.0024715741,0.11767578,0.8198496,-0.006099249,0.021562539,0.8667638003826141,188,24064,469.9922579100821,96256
284.96,5.68,205,0.0026494751,0.14111328,0.87644774,-0.002879792,0.019383462,0.9009816870093346,189,24192,472.4819642599905,96768
285.72,5.66,207,0.0027900087,0.13085938,0.83229506,-0.0076862937,0.028964203,0.7619267702102661,190,24320,474.95001213403884,97280
287.1,5.73,208,0.0019715934,0.100097656,0.8707121,-0.0067352545,0.03333221,0.6474201381206512,191,24448,477.40849873702973,97792
284.81,5.68,202,0.001856823,0.087890625,0.80542105,-0.005533847,0.009702924,0.9236735329031944,192,24576,479.93189431808423,98304
285.88,5.76,214,0.0020225318,0.078125,0.79827195,-0.0067237234,0.019021181,0.9028734937310219,193,24704,482.32184349908493,98816
285.88,5.76,209,0.0024884471,0.11376953,0.7790232,-0.007967776,0.023325933,0.8293464481830597,194,24832,484.76438706205226,99328
287.9,5.86,200,0.0020733562,0.087890625,0.8076055,-0.004818986,0.0250966,0.8149359971284866,195,24960,487.31546781305224,99840
286.18,5.78,202,0.0030703996,0.15673828,0.9076713,-0.0048852703,0.008139864,0.957149613648653,196,25088,489.8441791930236,100352
287.37,5.78,203,0.0033936896,0.15917969,0.86603796,-0.0051085986,0.009478947,0.8508650362491608,197,25216,492.3572619879851,100864
285.43,5.67,212,0.0047337506,0.17773438,0.79970664,-0.010974965,0.015744343,0.8240104615688324,198,25344,494.77093087206595,101376
