# {"t_start": 1574518072.814716, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
7.0,399,762.607287
10.0,424,770.216089
11.0,434,777.81291
0.0,127,780.237145
12.0,321,786.967996
0.0,129,789.393107
14.0,586,799.745645
9.0,328,806.753623
7.0,374,812.188046
0.0,129,814.59154
0.0,127,817.067967
0.0,129,819.555944
1.0,155,822.14441
2.0,204,826.741149
0.0,129,829.052747
11.0,473,836.593809
0.0,129,838.880484
11.0,271,843.71984
4.0,263,848.697968
1.0,155,851.302642
1.0,154,853.887401
11.0,387,861.329674
2.0,183,863.976644
0.0,129,866.357132
8.0,440,875.811257
2.0,203,878.570816
16.0,544,888.413619
8.0,476,897.874574
13.0,527,907.830191
9.0,458,915.679481
5.0,311,922.429899
4.0,263,927.371369
8.0,471,935.269436
8.0,433,942.954209
3.0,214,947.579305
1.0,157,950.2296
4.0,276,955.260617
3.0,214,959.930917
12.0,550,970.098042
8.0,297,975.237894
15.0,615,987.129926
10.0,502,996.908093
4.0,259,1001.834243
11.0,271,1006.727134
6.0,396,1014.061513
3.0,210,1016.900762
3.0,210,1021.308537
5.0,290,1026.19575
8.0,296,1031.3348
7.0,389,1038.830929
11.0,271,1043.853636
16.0,554,1053.773988
11.0,587,1065.621164
2.0,183,1068.167667
10.0,494,1077.879667
0.0,127,1080.285172
11.0,496,1088.329749
14.0,545,1098.365688
2.0,185,1102.822562
7.0,381,1110.289542
9.0,456,1118.090201
5.0,347,1125.155213
7.0,248,1129.886036
2.0,201,1132.78849
9.0,326,1138.171226
23.0,722,1152.659969
19.0,649,1164.541713
6.0,343,1169.953611
12.0,320,1176.889613
12.0,471,1184.835805
3.0,229,1189.547371
0.0,129,1191.974736
10.0,499,1201.745195
1.0,171,1204.467263
16.0,657,1216.896623
3.0,249,1221.779776
3.0,232,1226.543935
1.0,173,1229.213342
2.0,224,1232.228749
12.0,302,1238.99471
11.0,497,1248.304118
0.0,129,1249.046771
20.0,703,1263.421919
6.0,276,1268.34179
11.0,392,1275.811384
6.0,276,1280.837743
0.0,129,1283.279536
1.0,171,1285.999959
9.0,349,1293.179827
19.0,558,1303.334877
18.0,623,1315.611309
11.0,271,1320.630545
11.0,600,1331.094318
12.0,320,1337.991732
1.0,155,1340.612976
9.0,545,1350.740724
0.0,129,1353.169045
0.0,129,1355.608394
19.0,681,1368.190021
0.0,129,1370.660343
14.0,605,1381.059162
1.0,173,1385.419183
19.0,557,1395.243641
0.0,129,1397.63254
6.0,345,1403.092846
13.0,529,1412.792569
4.0,263,1417.434386
1.0,173,1421.656795
15.0,604,1432.055483
0.0,129,1434.454485
8.0,297,1439.595852
16.0,444,1448.826312
19.0,620,1459.358284
4.0,299,1466.233128
14.0,380,1471.855264
12.0,603,1483.594526
1.0,155,1486.048298
9.0,438,1493.573686
18.0,646,1505.645335
18.0,643,1517.959245
9.0,391,1525.402035
18.0,548,1535.222419
13.0,645,1547.432678
2.0,187,1551.841569
2.0,184,1554.617207
11.0,482,1564.289287
13.0,530,1574.198937
16.0,535,1584.22285
9.0,441,1592.023888
12.0,493,1601.516191
14.0,389,1608.824123
15.0,653,1621.29541
3.0,216,1624.350674
7.0,377,1631.627697
12.0,283,1636.681675
1.0,157,1639.264578
26.0,816,1655.894082
5.0,290,1660.68618
5.0,312,1665.897466
14.0,512,1675.652272
10.0,555,1685.788219
6.0,366,1692.899524
27.0,767,1707.471237
4.0,325,1712.588314
16.0,685,1726.810453
4.0,280,1731.859441
5.0,352,1737.325275
26.0,708,1751.666469
2.0,224,1754.537774
24.0,785,1769.465099
8.0,439,1778.827932
3.0,217,1781.785922
11.0,528,1791.684508
13.0,556,1803.475832
17.0,623,1813.958308
6.0,327,1820.828487
10.0,443,1828.463727
5.0,291,1833.453902
13.0,558,1844.953696
13.0,543,1854.895428
19.0,604,1865.240274
4.0,268,1870.199532
15.0,432,1879.533363
15.0,437,1887.206305
7.0,304,1892.403837
17.0,586,1904.117326
20.0,629,1914.679488
9.0,488,1924.239766
22.0,434,1931.880866
4.0,268,1936.797594
6.0,380,1943.947299
18.0,624,1955.865233
17.0,574,1966.046282
23.0,452,1975.553382
9.0,486,1983.567053
14.0,371,1990.604228
15.0,413,1998.142646
18.0,608,2010.017153
17.0,543,2020.005221
17.0,441,2027.628074
3.0,211,2032.263298
22.0,678,2044.657632
14.0,382,2051.887449
15.0,566,2061.993312
11.0,504,2071.621686
4.0,247,2076.420667
6.0,349,2083.52254
17.0,540,2093.498026
7.0,399,2100.714914
17.0,756,2114.98037
14.0,362,2120.544379
11.0,560,2132.251133
13.0,369,2137.780572
16.0,452,2147.132943
11.0,440,2154.682133
16.0,471,2164.266852
16.0,497,2172.275688
15.0,434,2181.611538
20.0,583,2191.842175
24.0,392,2199.224866
26.0,839,2215.863091
13.0,352,2221.073869
22.0,628,2233.167623
16.0,625,2245.247849
10.0,533,2255.054967
9.0,455,2262.651522
5.0,310,2269.523833
14.0,419,2277.031572
24.0,767,2291.787183
17.0,551,2301.860193
20.0,657,2314.294469
373.0,922,2331.284092
16.0,480,2340.680496
14.0,401,2347.805584
18.0,527,2357.378059
9.0,385,2362.968645
8.0,411,2372.175162
7.0,407,2379.720222
18.0,576,2389.674621
17.0,668,2402.155537
18.0,589,2414.130198
10.0,360,2419.668494
20.0,667,2431.644803
14.0,390,2438.861332
10.0,519,2448.546495
18.0,532,2458.34324
6.0,378,2465.580235
11.0,392,2472.874159
7.0,388,2479.886772
4.0,269,2484.795209
14.0,599,2496.79555
24.0,769,2511.603485
11.0,421,2519.18749
16.0,572,2529.337704
27.0,493,2539.066332
12.0,567,2549.267625
13.0,351,2556.385643
13.0,351,2561.876429
15.0,422,2571.108572
23.0,579,2581.2153
19.0,557,2591.359325
22.0,533,2601.187937
14.0,370,2608.450649
26.0,772,2622.984011
11.0,567,2632.863252
17.0,644,2645.131148
10.0,533,2655.001555
14.0,401,2662.473638
11.0,425,2671.703761
4.0,284,2676.767343
9.0,495,2684.759401
17.0,640,2696.891454
15.0,610,2709.033668
13.0,625,2721.176156
12.0,562,2731.310855
20.0,713,2744.028357
21.0,620,2756.17557
9.0,472,2765.668344
12.0,437,2773.272202
22.0,687,2785.747975
19.0,735,2799.753311
12.0,446,2807.452691
9.0,343,2814.563843
17.0,612,2826.566964
5.0,288,2831.457775
22.0,718,2844.249475
6.0,407,2851.740725
17.0,602,2863.649142
25.0,569,2873.880465
8.0,446,2883.291181
10.0,517,2893.1315
16.0,624,2903.43625
2.0,207,2907.923562
11.0,551,2917.793385
14.0,401,2925.094323
17.0,579,2934.957204
15.0,403,2942.239213
230.0,644,2954.311973
19.0,632,2966.49239
13.0,497,2976.050605
10.0,357,2983.215227
15.0,511,2993.0272
21.0,758,3005.98452
13.0,554,3017.786492
6.0,360,3023.272508
14.0,531,3033.126173
19.0,482,3042.267901
9.0,326,3047.467989
18.0,490,3057.14697
15.0,544,3067.161642
7.0,410,3074.644995
13.0,650,3086.910471
12.0,553,3098.608729
21.0,536,3108.545369
7.0,367,3114.113833
20.0,482,3123.782921
19.0,659,3135.883542
20.0,662,3148.006703
10.0,361,3155.096154
26.0,537,3165.101102
21.0,689,3177.71786
13.0,578,3189.607109
7.0,372,3195.239208
18.0,639,3207.393369
24.0,451,3216.565673
21.0,534,3226.549596
16.0,474,3234.371896
20.0,427,3243.548854
21.0,544,3253.55739
28.0,668,3265.752591
13.0,590,3275.544383
9.0,475,3284.559972
30.0,849,3299.637791
12.0,594,3311.618334
19.0,567,3321.790891
14.0,664,3334.243764
17.0,660,3346.6503
13.0,352,3353.809619
17.0,500,3363.386203
31.0,897,3380.355231
16.0,647,3392.64448
13.0,583,3402.892722
22.0,616,3415.003148
20.0,738,3429.451466
9.0,477,3437.415955
19.0,739,3451.935692
10.0,493,3461.611913
10.0,478,3469.294278
13.0,577,3481.044787
16.0,717,3493.578116
14.0,607,3505.375755
19.0,638,3517.621123
15.0,628,3528.199917
10.0,548,3539.919315
50.0,707,3552.55286
16.0,429,3560.1891
26.0,826,3576.888184
16.0,482,3584.764698
14.0,383,3592.06185
16.0,475,3601.670321
21.0,605,3612.077491
30.0,557,3623.851573
20.0,709,3636.52017
17.0,641,3648.67104
17.0,503,3658.118126
19.0,679,3670.542378
24.0,487,3680.150143
8.0,492,3688.186241
24.0,621,3700.372864
25.0,715,3714.812351
33.0,684,3727.424541
20.0,616,3739.617467
21.0,696,3752.238634
22.0,759,3766.942941
21.0,725,3779.778885
375.0,958,3799.083755
20.0,697,3811.605434
5.0,330,3816.942925
1.0,173,3821.2191
21.0,702,3833.846352
15.0,599,3845.734704
14.0,706,3858.281286
20.0,497,3867.994628
18.0,552,3878.055905
14.0,611,3890.155715
13.0,564,3900.138447
18.0,381,3907.520772
18.0,626,3919.71353
10.0,487,3927.671237
6.0,347,3934.792611
16.0,485,3944.42216
24.0,527,3954.235464
15.0,673,3966.538364
21.0,640,3978.76026
26.0,520,3988.602946
20.0,637,3999.297331
15.0,438,4008.6463
14.0,680,4021.084232
19.0,720,4033.647553
18.0,645,4045.973054
13.0,607,4057.906196
21.0,778,4072.691415
44.0,618,4084.891545
16.0,482,4092.842488
17.0,625,4104.981397
16.0,481,4114.614374
28.0,584,4124.661932
25.0,680,4137.104445
17.0,523,4146.796414
17.0,599,4158.861989
21.0,844,4173.978277
12.0,548,4185.628379
16.0,495,4193.689297
349.0,815,4210.43895
20.0,489,4218.439062
17.0,686,4232.57719
17.0,697,4244.950476
54.0,666,4257.391641
21.0,758,4271.939189
13.0,497,4281.655279
28.0,832,4296.563353
28.0,950,4314.055396
17.0,745,4328.537709
351.0,909,4345.733459
18.0,778,4360.43156
26.0,754,4375.077877
23.0,745,4387.953683
27.0,588,4399.913772
11.0,551,4410.042325
11.0,593,4421.807554
32.0,671,4434.311377
28.0,644,4446.545867
11.0,544,4456.540741
33.0,763,4471.145266
23.0,480,4478.618817
30.0,669,4491.063654
256.0,960,4510.256835
17.0,550,4520.279725
5.0,357,4527.312742
21.0,476,4535.225342
12.0,557,4546.924147
25.0,738,4559.628079
15.0,553,4569.621328
41.0,624,4581.775872
39.0,623,4593.628082
19.0,790,4608.354858
19.0,718,4622.839469
26.0,680,4635.174668
44.0,591,4645.352026
33.0,875,4661.527787
42.0,628,4673.715231
36.0,609,4684.14307
12.0,626,4696.006183
27.0,754,4710.216762
33.0,625,4722.265621
200.0,903,4739.407502
30.0,763,4754.159138
30.0,558,4764.23487
33.0,727,4777.056192
16.0,500,4786.7902
21.0,650,4799.225849
32.0,663,4811.675927
