# {"t_start": 1574518072.8131793, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
7.0,248,1036.099437
1.0,154,1038.689232
9.0,348,1044.250419
3.0,210,1048.788118
8.0,443,1056.365122
7.0,374,1063.568725
14.0,587,1075.288185
7.0,394,1081.064644
5.0,326,1088.006453
8.0,297,1093.130982
5.0,327,1100.159325
0.0,127,1100.884326
2.0,183,1105.356411
1.0,171,1108.050987
15.0,616,1120.295191
4.0,282,1125.234443
10.0,526,1135.140768
6.0,377,1142.499798
13.0,516,1152.324028
5.0,290,1157.207853
10.0,521,1166.810776
8.0,297,1171.934716
3.0,248,1176.739849
1.0,173,1179.447526
0.0,129,1181.859296
4.0,241,1186.651139
7.0,304,1191.855126
1.0,154,1194.441676
9.0,519,1204.36258
7.0,425,1211.982747
11.0,443,1219.747078
15.0,623,1231.991131
15.0,607,1243.886975
15.0,609,1255.780416
8.0,295,1260.879766
13.0,334,1266.168548
7.0,250,1270.995524
17.0,579,1281.38231
2.0,201,1285.963273
4.0,278,1291.036287
3.0,211,1295.652079
18.0,632,1306.28586
3.0,232,1311.026485
14.0,419,1318.634136
8.0,279,1323.718081
14.0,363,1330.966869
12.0,479,1340.61507
0.0,129,1343.055042
0.0,127,1343.79017
8.0,297,1350.600899
10.0,542,1360.680116
21.0,624,1373.041391
0.0,125,1373.775966
3.0,211,1378.216524
11.0,271,1383.244087
1.0,172,1385.930707
16.0,651,1398.008392
8.0,403,1405.483239
2.0,221,1410.087912
10.0,378,1417.027808
4.0,268,1421.761054
5.0,329,1427.075084
11.0,271,1432.068553
19.0,674,1444.462508
1.0,155,1446.96864
1.0,173,1451.324453
4.0,261,1456.27332
10.0,358,1461.816089
1.0,173,1464.501107
3.0,217,1469.073854
0.0,129,1471.486553
7.0,247,1476.274658
0.0,129,1478.573145
20.0,706,1490.96651
13.0,474,1500.194628
4.0,243,1503.277826
5.0,305,1510.108476
6.0,343,1515.489357
3.0,213,1520.132859
13.0,497,1529.825102
14.0,627,1540.104567
5.0,296,1546.839713
5.0,339,1552.265329
8.0,279,1557.337011
3.0,217,1561.928529
0.0,129,1564.362579
13.0,476,1572.238999
5.0,276,1577.275383
5.0,273,1582.253271
24.0,697,1596.728414
9.0,382,1603.76096
4.0,257,1608.605046
9.0,326,1613.970467
3.0,217,1618.594791
1.0,154,1621.184838
2.0,223,1624.266658
17.0,602,1636.351459
12.0,470,1644.112224
13.0,534,1655.769351
7.0,380,1661.128335
19.0,676,1675.230574
6.0,326,1680.608645
1.0,155,1683.134538
17.0,549,1693.090657
16.0,470,1702.459997
9.0,345,1707.877833
13.0,536,1717.670536
14.0,561,1729.421338
17.0,502,1739.21121
28.0,653,1751.527254
6.0,374,1757.055992
3.0,235,1761.786994
10.0,443,1769.532265
19.0,638,1781.832163
9.0,442,1791.162614
15.0,422,1798.782527
3.0,253,1803.624917
16.0,447,1811.342242
14.0,518,1821.072587
13.0,530,1830.954659
19.0,704,1843.244226
6.0,342,1850.346353
7.0,355,1857.402189
8.0,278,1862.340398
11.0,591,1872.714272
20.0,712,1887.13403
13.0,373,1894.440414
18.0,625,1904.719262
13.0,352,1911.85641
24.0,648,1924.116151
20.0,711,1936.826778
12.0,321,1943.651674
11.0,524,1953.208807
19.0,682,1965.724989
15.0,542,1975.834727
15.0,421,1983.414703
10.0,472,1992.746206
11.0,447,2000.420146
21.0,592,2012.26637
21.0,607,2022.694812
9.0,471,2032.202765
11.0,407,2039.667038
13.0,337,2046.600207
6.0,343,2051.936197
8.0,412,2059.40017
9.0,473,2068.788668
21.0,478,2076.755263
13.0,579,2088.578179
18.0,651,2100.769535
19.0,649,2112.680742
21.0,406,2120.184805
17.0,524,2130.062779
22.0,397,2137.360368
15.0,431,2144.886772
14.0,582,2155.044051
19.0,578,2166.919373
19.0,745,2181.538681
18.0,648,2193.876048
26.0,809,2208.681617
25.0,568,2218.618915
19.0,657,2230.852032
15.0,422,2238.331936
17.0,496,2247.967346
25.0,774,2262.468501
14.0,598,2274.48428
8.0,417,2282.028193
22.0,677,2294.57726
12.0,564,2304.705598
24.0,514,2314.552684
8.0,395,2322.004144
11.0,562,2331.679022
10.0,466,2340.934759
21.0,691,2352.904173
7.0,453,2362.267386
13.0,554,2372.401231
13.0,530,2382.376115
19.0,555,2392.231578
23.0,730,2406.741068
25.0,870,2422.175023
8.0,445,2431.152812
18.0,702,2443.511365
10.0,476,2453.01918
14.0,505,2462.620161
9.0,438,2470.256716
14.0,669,2482.279314
17.0,575,2492.438812
9.0,468,2501.994904
8.0,421,2509.580145
10.0,444,2517.296532
15.0,646,2529.621666
12.0,551,2541.392709
14.0,601,2551.734826
11.0,520,2561.61529
14.0,397,2569.041023
15.0,422,2576.495442
18.0,561,2588.354114
19.0,702,2600.88243
11.0,590,2611.147062
9.0,451,2620.4838
16.0,650,2632.44577
17.0,526,2642.347202
6.0,336,2647.673538
11.0,532,2657.543124
17.0,498,2667.282901
20.0,684,2679.86601
5.0,318,2686.776105
8.0,414,2694.263519
19.0,593,2704.46283
18.0,622,2716.600702
11.0,570,2728.431141
6.0,400,2735.885295
19.0,535,2745.832926
24.0,803,2760.750084
13.0,525,2770.547714
22.0,676,2782.996678
21.0,625,2794.876119
12.0,574,2804.781684
17.0,500,2814.524439
8.0,463,2822.368643
19.0,732,2836.644634
8.0,433,2844.309111
15.0,643,2856.614904
18.0,626,2868.700177
19.0,467,2878.244396
11.0,486,2886.230556
14.0,503,2895.934741
20.0,707,2908.432598
10.0,506,2918.033218
5.0,316,2924.770789
14.0,638,2936.686033
23.0,760,2949.324149
21.0,752,2963.970724
14.0,624,2975.926294
13.0,533,2985.908201
21.0,407,2993.375279
23.0,494,3003.000939
19.0,449,3010.783357
21.0,659,3023.149381
12.0,535,3033.040766
15.0,537,3042.537325
17.0,392,3049.818817
10.0,491,3059.508596
17.0,462,3069.01524
20.0,615,3079.486677
19.0,571,3091.169325
9.0,356,3096.679764
18.0,647,3108.982691
14.0,531,3118.938394
20.0,676,3131.401774
24.0,854,3147.856335
17.0,700,3160.423737
7.0,386,3167.807773
18.0,632,3180.038009
24.0,705,3192.748655
23.0,747,3207.290871
17.0,639,3219.313536
13.0,353,3226.469346
15.0,656,3238.675342
5.0,331,3244.017391
21.0,663,3256.333223
13.0,586,3268.086729
21.0,626,3279.641484
10.0,484,3287.14114
14.0,382,3294.42101
9.0,484,3303.899646
21.0,662,3316.38817
17.0,686,3329.009219
19.0,594,3341.000036
18.0,528,3350.908424
23.0,734,3363.615806
19.0,554,3373.526977
34.0,668,3387.555452
14.0,610,3397.965952
37.0,862,3414.936163
9.0,446,3422.635841
43.0,573,3434.457393
20.0,599,3444.786361
14.0,669,3457.203148
22.0,536,3467.065721
29.0,502,3476.532004
16.0,585,3488.394217
15.0,449,3495.991792
11.0,499,3505.438976
15.0,553,3515.497725
16.0,673,3527.994255
29.0,777,3542.832322
24.0,735,3557.313604
9.0,488,3565.284177
12.0,570,3577.092555
46.0,943,3594.527358
26.0,897,3611.763612
26.0,722,3624.612084
27.0,761,3639.172609
20.0,762,3653.745361
19.0,568,3665.294949
15.0,700,3677.869211
26.0,580,3688.125994
19.0,719,3702.600828
26.0,477,3710.510625
24.0,589,3722.521898
13.0,547,3732.576161
11.0,527,3742.561949
339.0,996,3762.085994
13.0,369,3769.372884
12.0,410,3776.836348
15.0,654,3789.219275
16.0,657,3801.600702
16.0,436,3809.138407
23.0,738,3823.617187
18.0,667,3836.04305
22.0,743,3848.824245
28.0,908,3866.033671
22.0,561,3877.774102
28.0,857,3893.023185
17.0,501,3902.734508
15.0,430,3910.364854
14.0,423,3917.958594
24.0,764,3932.696375
25.0,516,3942.526566
18.0,532,3952.359463
27.0,777,3967.006178
25.0,482,3976.551356
170.0,860,3993.577801
27.0,618,4004.114601
12.0,596,4016.112608
9.0,495,4025.543266
27.0,625,4036.018488
12.0,428,4045.279641
15.0,586,4055.5136
11.0,550,4065.47286
12.0,612,4077.591359
18.0,518,4087.491349
14.0,532,4097.399086
13.0,645,4109.68539
303.0,1021,4129.168139
32.0,783,4143.726572
151.0,609,4154.169602
24.0,530,4163.995098
17.0,369,4171.25585
19.0,744,4185.800683
19.0,659,4198.244821
23.0,566,4208.399873
17.0,579,4220.328732
34.0,663,4232.636467
16.0,632,4244.592544
21.0,652,4255.300017
23.0,694,4269.416358
21.0,534,4279.404781
31.0,844,4294.429106
23.0,810,4310.967121
28.0,647,4323.307104
11.0,533,4333.060608
43.0,677,4345.51207
15.0,701,4358.042421
26.0,794,4372.955042
20.0,706,4387.238437
16.0,597,4397.601609
25.0,541,4407.628155
26.0,813,4424.173503
24.0,757,4437.203087
58.0,712,4451.506304
19.0,679,4463.974545
32.0,919,4480.75847
31.0,474,4490.365159
335.0,845,4505.536238
17.0,490,4515.158379
26.0,605,4525.398589
14.0,500,4535.139276
45.0,809,4550.133363
38.0,633,4562.122743
14.0,595,4574.088909
15.0,599,4584.267021
27.0,736,4598.460601
17.0,662,4610.917544
12.0,568,4621.073573
338.0,941,4639.944171
52.0,939,4656.773256
12.0,629,4668.72374
51.0,547,4678.779222
29.0,793,4693.520888
242.0,669,4705.387169
22.0,617,4717.429698
31.0,670,4729.772397
18.0,541,4739.677559
27.0,608,4751.763576
156.0,639,4764.027107
12.0,641,4774.631531
20.0,771,4789.448413
67.0,607,4801.597542
