# {"t_start": 1574517855.5826716, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
2.0,205,2550.910777
4.0,276,2553.814556
2.0,186,2555.773453
0.0,123,2557.015798
9.0,384,2560.981117
3.0,272,2563.848296
0.0,129,2565.206749
2.0,200,2567.412099
3.0,251,2570.170999
1.0,173,2572.032984
2.0,204,2574.131451
4.0,259,2576.961489
2.0,202,2579.090787
5.0,328,2582.72289
1.0,175,2584.498692
6.0,365,2588.336937
2.0,203,2590.372438
0.0,127,2591.585725
2.0,200,2593.628631
3.0,248,2596.255414
2.0,224,2598.717338
2.0,202,2600.825989
10.0,451,2605.719421
6.0,397,2610.035007
0.0,127,2611.285073
7.0,450,2616.107781
0.0,127,2617.459036
0.0,129,2618.854823
2.0,202,2620.933441
10.0,433,2625.439333
1.0,155,2627.048682
1.0,176,2628.920717
0.0,129,2630.176504
4.0,300,2633.262995
3.0,248,2635.821447
2.0,205,2637.985473
9.0,380,2641.966669
2.0,224,2644.327229
5.0,350,2648.114331
5.0,350,2651.8435
1.0,155,2653.3569
2.0,186,2655.197551
0.0,129,2656.591435
0.0,125,2657.853378
2.0,204,2659.894599
2.0,202,2662.054111
2.0,202,2664.199241
5.0,309,2667.539176
2.0,186,2669.378892
1.0,173,2671.262264
5.0,350,2675.031105
1.0,155,2676.652271
4.0,279,2679.729549
1.0,175,2681.482584
0.0,127,2682.743473
10.0,446,2687.675484
3.0,232,2690.059112
1.0,155,2691.63463
6.0,397,2696.042287
0.0,129,2697.42702
1.0,174,2699.190789
1.0,157,2700.792404
3.0,277,2703.658355
4.0,282,2706.53838
10.0,515,2712.0103
2.0,205,2714.041373
2.0,185,2715.892586
5.0,326,2719.496236
2.0,181,2721.389827
1.0,157,2723.047279
1.0,155,2724.704367
6.0,278,2727.740472
0.0,125,2728.911772
1.0,157,2730.581039
2.0,199,2732.730822
10.0,453,2737.555594
4.0,299,2740.709233
1.0,177,2742.490291
0.0,129,2743.773246
3.0,272,2746.83448
0.0,125,2748.072697
4.0,299,2751.143726
8.0,372,2755.145309
3.0,253,2757.766649
0.0,129,2759.078967
3.0,246,2761.634953
3.0,212,2763.952374
2.0,203,2766.074353
2.0,187,2767.946117
5.0,349,2771.611027
0.0,129,2772.860833
1.0,155,2774.483242
1.0,157,2776.119395
0.0,129,2777.435935
1.0,158,2779.049686
4.0,276,2782.036601
5.0,350,2785.650065
14.0,507,2791.054939
9.0,401,2795.471261
2.0,222,2797.681216
1.0,157,2799.222158
0.0,125,2800.512258
1.0,155,2802.168966
2.0,200,2804.328729
1.0,153,2805.932002
0.0,129,2807.19277
0.0,125,2808.420888
1.0,157,2810.033492
