# {"t_start": 1574517855.579776, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
0.0,125,310.74508
0.0,129,312.021226
0.0,129,313.330669
4.0,263,316.17645
2.0,200,318.323713
0.0,129,319.694051
0.0,129,320.996788
1.0,155,322.552812
1.0,157,324.238712
4.0,306,327.667038
3.0,218,329.91363
3.0,249,332.521953
4.0,294,335.65472
3.0,272,338.588157
0.0,127,339.926519
0.0,127,341.306192
6.0,379,345.608067
1.0,175,347.457129
3.0,248,350.008755
0.0,129,351.277929
3.0,272,354.257715
0.0,127,355.499939
1.0,157,357.060086
2.0,223,359.348855
1.0,155,360.944443
4.0,297,364.115939
2.0,202,366.24455
2.0,188,368.150586
0.0,127,369.454049
2.0,219,371.750122
4.0,298,374.977977
1.0,173,376.699349
0.0,127,378.013857
1.0,173,379.830229
1.0,157,381.4927
1.0,171,383.331004
3.0,227,385.790017
0.0,129,387.125805
1.0,171,389.007643
1.0,176,390.781766
1.0,173,392.539638
1.0,154,394.185256
0.0,129,395.517135
4.0,301,398.8019
1.0,178,400.602152
3.0,248,403.324121
3.0,252,405.975557
4.0,302,409.205605
0.0,125,410.522229
1.0,155,412.106623
1.0,155,413.629852
4.0,297,416.752913
2.0,224,419.220097
6.0,403,423.6041
0.0,127,424.931962
0.0,129,426.168095
1.0,173,428.072959
3.0,250,430.78242
0.0,129,432.142516
5.0,346,435.739418
3.0,251,438.363828
2.0,200,440.364302
2.0,220,442.677508
5.0,328,446.1313
3.0,250,448.951417
0.0,127,450.281533
0.0,129,451.572504
0.0,127,452.862067
0.0,129,454.200511
0.0,129,455.413812
3.0,230,457.812222
3.0,272,460.59485
0.0,123,461.825829
3.0,268,464.54632
0.0,127,465.777265
5.0,329,469.354232
1.0,157,470.934251
5.0,350,474.649925
0.0,127,475.90918
2.0,206,478.12682
1.0,153,479.75631
7.0,448,484.618495
0.0,129,485.896893
0.0,127,487.206915
0.0,129,488.471819
2.0,200,490.540302
0.0,127,491.849355
0.0,129,493.12004
0.0,129,494.379098
4.0,319,497.659899
2.0,202,499.718004
4.0,295,502.951674
0.0,129,504.299123
3.0,232,506.740526
0.0,129,507.988339
2.0,201,510.04014
0.0,127,511.335727
0.0,129,512.603059
0.0,127,513.828486
0.0,127,515.115905
0.0,127,516.407899
0.0,129,517.780006
0.0,127,519.115519
0.0,129,520.430024
6.0,402,524.674035
0.0,127,526.007144
0.0,129,527.363684
0.0,129,528.646514
5.0,372,532.784011
0.0,129,534.051494
0.0,129,535.311973
5.0,350,539.198606
3.0,230,541.631393
9.0,404,546.043622
0.0,127,547.390463
1.0,155,548.97514
2.0,202,551.011485
3.0,248,553.617225
0.0,129,554.972501
0.0,129,556.320224
0.0,127,557.593523
3.0,246,560.134859
5.0,329,563.700222
1.0,174,565.446892
0.0,125,566.721937
0.0,125,568.033142
0.0,127,569.328475
3.0,248,571.976808
3.0,248,574.484202
8.0,375,578.617519
2.0,202,580.693844
0.0,125,581.904336
4.0,297,585.019177
0.0,129,586.284696
2.0,202,588.252604
4.0,321,591.797056
0.0,129,593.051222
4.0,297,596.215686
5.0,350,599.828001
0.0,129,601.273417
9.0,403,605.739764
2.0,202,607.983601
4.0,319,611.494467
5.0,350,615.221172
5.0,352,618.954643
4.0,297,622.203544
4.0,318,625.828313
0.0,129,627.183505
5.0,350,630.891545
2.0,202,632.942647
0.0,127,634.224164
2.0,200,636.306008
0.0,129,637.625643
2.0,202,639.767252
0.0,129,641.141914
0.0,129,642.443
0.0,125,643.639278
5.0,350,647.416046
0.0,129,648.634984
0.0,127,649.838372
5.0,350,653.531639
0.0,125,654.775648
9.0,404,658.997977
4.0,276,661.94279
0.0,129,663.159861
2.0,200,665.186014
10.0,450,669.940297
0.0,127,671.19197
2.0,202,673.275594
0.0,129,674.544363
4.0,299,677.854722
0.0,129,679.179064
0.0,127,680.47242
3.0,268,683.346858
1.0,173,685.058234
0.0,127,686.262461
0.0,129,687.510816
5.0,350,691.24033
0.0,129,692.485001
2.0,202,694.67253
2.0,200,696.787189
0.0,127,698.108242
0.0,127,699.386816
0.0,125,700.646904
2.0,200,702.738974
0.0,127,703.959019
0.0,127,705.152221
4.0,297,708.307636
0.0,129,709.657403
6.0,379,713.843494
2.0,202,715.993034
2.0,202,718.175242
3.0,248,720.831417
6.0,360,724.56994
0.0,127,725.833985
2.0,202,727.927174
0.0,125,729.159292
9.0,404,733.468036
0.0,127,734.786454
6.0,382,738.874119
0.0,125,740.104176
4.0,297,743.211106
0.0,129,744.484865
0.0,125,745.764552
0.0,127,746.992317
4.0,297,750.249395
0.0,127,751.563622
4.0,297,754.879579
2.0,200,756.845918
9.0,382,760.899656
10.0,433,765.56222
5.0,350,769.324559
13.0,456,774.224956
0.0,129,775.632201
5.0,350,779.321326
0.0,127,780.570124
0.0,129,781.887347
0.0,129,783.254437
3.0,248,785.949076
4.0,297,789.078133
2.0,200,791.133345
0.0,127,792.352561
2.0,200,794.524369
0.0,129,795.778061
0.0,127,796.992483
2.0,202,799.072396
0.0,127,800.290534
0.0,127,801.532221
1.0,177,803.243941
3.0,230,805.63064
0.0,129,806.924764
0.0,127,808.189426
3.0,250,810.891518
5.0,350,814.579311
0.0,127,815.828989
0.0,129,817.073568
1.0,157,818.675606
0.0,127,819.927702
4.0,297,823.208308
1.0,175,825.051348
2.0,202,827.266082
2.0,202,829.410148
9.0,403,833.94842
1.0,171,835.758013
2.0,202,837.772147
0.0,129,839.079346
5.0,350,842.85103
0.0,129,844.141599
0.0,127,845.352892
2.0,200,847.382695
3.0,268,850.294525
0.0,129,851.593807
4.0,299,854.810698
0.0,129,856.192104
0.0,125,857.45357
0.0,129,858.703897
1.0,155,860.283942
0.0,129,861.616967
5.0,350,865.582322
4.0,297,868.870064
4.0,297,871.964727
1.0,170,873.730349
0.0,127,875.030639
9.0,404,879.370143
2.0,202,881.337826
2.0,202,883.419885
0.0,129,884.683456
2.0,202,886.753587
0.0,129,888.018041
5.0,347,891.896855
0.0,129,893.289927
0.0,129,894.642059
0.0,127,896.063401
0.0,125,897.327746
7.0,324,900.720867
5.0,350,904.547118
1.0,173,906.396724
2.0,202,908.367149
4.0,299,911.519793
0.0,129,912.848483
2.0,198,914.919592
5.0,350,918.704298
2.0,200,920.806057
3.0,248,923.444797
3.0,226,925.80462
0.0,129,927.068357
0.0,127,928.298705
0.0,127,929.573099
0.0,127,930.930389
1.0,152,932.446744
9.0,404,936.712439
0.0,127,938.039089
0.0,129,939.29946
0.0,129,940.546462
2.0,200,942.615052
2.0,200,944.73373
0.0,127,945.991916
2.0,202,948.201721
1.0,173,950.039995
2.0,190,952.078287
0.0,129,953.422813
0.0,129,954.772169
0.0,127,956.041148
3.0,251,958.720812
10.0,453,963.682858
0.0,129,965.012634
3.0,232,967.551937
5.0,350,971.435972
0.0,127,972.732098
0.0,129,974.007688
1.0,174,975.747521
0.0,129,977.017922
2.0,200,979.137082
0.0,125,980.476317
2.0,202,982.555697
0.0,129,983.833637
2.0,202,985.910231
9.0,404,990.370001
2.0,202,992.464017
5.0,350,996.280655
0.0,129,997.584758
0.0,125,998.910805
2.0,200,1001.102447
0.0,129,1002.413266
5.0,329,1005.786963
11.0,503,1011.282005
2.0,202,1013.390631
5.0,350,1016.988192
0.0,129,1018.331298
0.0,129,1019.629638
1.0,177,1021.436947
2.0,202,1023.44336
8.0,479,1028.553367
0.0,127,1029.862417
0.0,129,1031.191303
9.0,404,1035.660099
0.0,127,1036.917869
0.0,125,1038.140943
4.0,299,1041.307702
4.0,301,1044.62797
0.0,127,1045.961254
0.0,127,1047.173547
2.0,200,1049.326771
2.0,202,1051.516592
5.0,350,1055.38531
5.0,350,1059.134229
0.0,127,1060.490334
2.0,200,1062.626537
0.0,125,1063.862849
0.0,125,1065.146395
3.0,232,1067.619251
2.0,202,1069.779
5.0,326,1073.354169
2.0,200,1075.528851
1.0,173,1077.354737
0.0,127,1078.631712
0.0,129,1079.951653
13.0,457,1084.908704
0.0,129,1086.193275
0.0,127,1087.492755
5.0,372,1091.474494
8.0,372,1095.344791
1.0,155,1096.900483
0.0,129,1098.274972
0.0,129,1099.566041
5.0,350,1103.291227
2.0,200,1105.44521
2.0,202,1107.608012
2.0,202,1109.735142
0.0,127,1111.078331
10.0,453,1116.146583
1.0,175,1117.962197
1.0,175,1119.804434
2.0,202,1121.951723
0.0,127,1123.330221
7.0,433,1128.210654
0.0,129,1129.557071
3.0,248,1132.201445
0.0,125,1133.490181
9.0,404,1137.79284
6.0,379,1141.822703
9.0,404,1146.043295
2.0,202,1148.057831
4.0,299,1151.188535
3.0,248,1153.988273
1.0,177,1155.878094
0.0,123,1157.082832
3.0,230,1159.531813
0.0,129,1160.786195
0.0,129,1162.122511
1.0,175,1163.888369
4.0,297,1166.957801
0.0,129,1168.188686
5.0,344,1172.057067
0.0,129,1173.442982
0.0,129,1174.741862
0.0,129,1176.085109
5.0,372,1180.185073
9.0,404,1184.507646
2.0,202,1186.677682
0.0,129,1188.027598
6.0,378,1192.023395
0.0,127,1193.236126
3.0,228,1195.529687
0.0,127,1196.813464
4.0,297,1200.042855
0.0,127,1201.29304
0.0,127,1202.542302
9.0,404,1206.969423
8.0,369,1210.742106
2.0,200,1212.827216
0.0,129,1214.096856
10.0,434,1218.746342
4.0,299,1222.039527
0.0,125,1223.295878
5.0,350,1226.927836
0.0,129,1228.232678
5.0,350,1232.008221
9.0,404,1236.472996
0.0,125,1237.78204
0.0,129,1239.128724
2.0,202,1241.383059
0.0,125,1242.739796
2.0,202,1244.888102
9.0,403,1249.48095
0.0,129,1250.837776
0.0,129,1252.154394
2.0,200,1254.272865
0.0,125,1255.554789
3.0,246,1258.235712
2.0,198,1260.209743
0.0,129,1261.460142
0.0,129,1262.696474
0.0,127,1264.003495
0.0,127,1265.21644
4.0,297,1268.387575
0.0,125,1269.581527
0.0,129,1270.829212
1.0,178,1272.57396
2.0,200,1274.625062
0.0,129,1275.876572
0.0,125,1277.137719
3.0,248,1279.832193
5.0,326,1283.211878
0.0,127,1284.484054
0.0,129,1285.852821
0.0,127,1287.181626
0.0,125,1288.343967
3.0,248,1291.058107
3.0,248,1293.803115
11.0,477,1298.974397
2.0,205,1301.111238
5.0,350,1304.872975
3.0,272,1307.715837
4.0,299,1310.834685
0.0,127,1312.073088
1.0,176,1313.77768
5.0,350,1317.49745
5.0,350,1321.375824
0.0,129,1322.722242
0.0,129,1324.044162
3.0,270,1326.815166
1.0,157,1328.461471
6.0,397,1332.854865
1.0,157,1334.405653
2.0,202,1336.548013
5.0,352,1340.494638
5.0,350,1344.300747
5.0,350,1348.030239
0.0,127,1349.297871
0.0,129,1350.596094
0.0,125,1351.820029
2.0,203,1354.050929
0.0,127,1355.228013
0.0,125,1356.510743
2.0,200,1358.62356
2.0,202,1360.64782
0.0,127,1361.904195
0.0,127,1363.148504
2.0,202,1365.181423
0.0,125,1366.493289
0.0,129,1367.828341
3.0,230,1370.175979
10.0,431,1374.676306
2.0,198,1376.82436
0.0,129,1378.167496
11.0,461,1382.979192
0.0,125,1384.161429
5.0,350,1387.793235
1.0,173,1389.685159
3.0,248,1392.328891
0.0,129,1393.62241
0.0,129,1394.912075
5.0,326,1398.254527
0.0,129,1399.556203
5.0,350,1403.327405
0.0,129,1404.60368
2.0,202,1406.712072
5.0,350,1410.484567
0.0,129,1411.825294
4.0,295,1415.057964
0.0,129,1416.450701
4.0,299,1419.772606
9.0,404,1424.361614
0.0,129,1425.699018
0.0,129,1426.988749
3.0,248,1429.570787
0.0,129,1430.826398
1.0,157,1432.407239
2.0,200,1434.576809
0.0,129,1435.851303
9.0,404,1440.324389
2.0,200,1442.334344
0.0,129,1443.61492
3.0,248,1446.309414
2.0,198,1448.372931
10.0,451,1453.454159
0.0,129,1454.734396
1.0,157,1456.272532
5.0,350,1460.068055
0.0,129,1461.435636
9.0,404,1465.90331
5.0,352,1469.814148
0.0,125,1471.089574
2.0,223,1473.511731
0.0,129,1474.813383
2.0,202,1476.962563
0.0,125,1478.247121
3.0,230,1480.604583
2.0,200,1482.80246
0.0,129,1484.182129
0.0,127,1485.485555
0.0,127,1486.733045
0.0,127,1487.949546
3.0,228,1490.490147
0.0,127,1491.841499
5.0,350,1495.71776
1.0,175,1497.433153
1.0,176,1499.19579
5.0,352,1502.983378
6.0,396,1507.218147
3.0,270,1510.169163
0.0,127,1511.47644
0.0,129,1512.791536
2.0,200,1514.777422
10.0,431,1519.546111
0.0,129,1520.777023
0.0,129,1522.074867
0.0,127,1523.276412
0.0,125,1524.497772
5.0,350,1528.208861
0.0,129,1529.550779
0.0,129,1530.827474
1.0,173,1532.544071
5.0,327,1535.99929
4.0,277,1538.823091
0.0,127,1540.110558
0.0,129,1541.461712
0.0,125,1542.75839
7.0,376,1546.956481
0.0,129,1548.222774
5.0,309,1551.424209
0.0,129,1552.743679
1.0,175,1554.653643
0.0,129,1555.995725
1.0,176,1557.757832
0.0,129,1559.076172
0.0,129,1560.407276
1.0,157,1561.969842
1.0,173,1563.668889
0.0,129,1564.915011
0.0,127,1566.142728
9.0,404,1570.443619
0.0,125,1571.713124
2.0,202,1573.830172
9.0,404,1578.15354
2.0,198,1580.221617
2.0,202,1582.271633
0.0,125,1583.498713
10.0,452,1588.516561
4.0,297,1591.785162
9.0,404,1596.143291
0.0,125,1597.39126
0.0,127,1598.740734
0.0,129,1600.125926
0.0,127,1601.424778
5.0,350,1605.217478
0.0,125,1606.464506
2.0,202,1608.564862
3.0,252,1611.292723
0.0,129,1612.582229
10.0,454,1617.587442
2.0,188,1619.585468
2.0,200,1621.715907
0.0,129,1623.07762
0.0,129,1624.366254
0.0,129,1625.679609
1.0,170,1627.388319
0.0,129,1628.63411
4.0,299,1631.877432
0.0,127,1633.225108
3.0,252,1635.907039
0.0,129,1637.189789
0.0,129,1638.586314
4.0,297,1641.7044
5.0,350,1645.575457
5.0,350,1649.306218
6.0,399,1653.561575
1.0,178,1655.339904
0.0,125,1656.526112
0.0,127,1657.767195
7.0,412,1662.371963
1.0,173,1664.139279
4.0,319,1667.524877
1.0,175,1669.298521
0.0,129,1670.558995
0.0,129,1671.846539
6.0,396,1676.129453
3.0,235,1678.615461
0.0,127,1679.893874
6.0,397,1684.132795
5.0,350,1687.777031
3.0,249,1690.476866
0.0,123,1691.70039
0.0,129,1692.951869
4.0,299,1696.157438
8.0,373,1700.218197
4.0,297,1703.573554
0.0,127,1704.900176
4.0,299,1708.128597
5.0,308,1711.365808
0.0,129,1712.598448
3.0,246,1715.102535
3.0,248,1717.592323
1.0,174,1719.344838
2.0,202,1721.411231
4.0,297,1724.466691
1.0,177,1726.304394
0.0,127,1727.621007
1.0,153,1729.215567
1.0,173,1731.006901
0.0,129,1732.266966
5.0,350,1735.849551
0.0,127,1737.184782
3.0,273,1740.160083
3.0,248,1742.772717
3.0,248,1745.339457
0.0,125,1746.621201
11.0,481,1751.799658
6.0,399,1756.207187
0.0,125,1757.546412
0.0,129,1758.904109
0.0,127,1760.239876
9.0,404,1764.825816
4.0,297,1767.931915
6.0,399,1772.339968
6.0,360,1776.278347
0.0,125,1777.494702
0.0,129,1778.715568
2.0,202,1780.779087
4.0,299,1784.070064
2.0,207,1786.309414
6.0,376,1790.502385
1.0,169,1792.226523
0.0,129,1793.461992
1.0,153,1794.932139
3.0,230,1797.281104
1.0,174,1799.002613
2.0,202,1801.078436
1.0,176,1802.930907
5.0,352,1806.723855
0.0,125,1807.894287
2.0,204,1810.090474
0.0,125,1811.399043
9.0,404,1815.604469
1.0,175,1817.364554
4.0,299,1820.534797
1.0,157,1822.196232
2.0,202,1824.395391
0.0,129,1825.770414
6.0,380,1829.755339
0.0,125,1830.985711
15.0,517,1836.697496
5.0,350,1840.463176
3.0,248,1843.166986
0.0,127,1844.415313
6.0,397,1848.716384
5.0,329,1852.231005
9.0,401,1856.59813
10.0,435,1861.467839
5.0,329,1865.071054
4.0,297,1868.237829
3.0,246,1870.75518
2.0,200,1872.907475
0.0,127,1874.200771
4.0,316,1877.71665
3.0,228,1880.275426
3.0,248,1882.97712
2.0,202,1885.068816
0.0,127,1886.414439
0.0,127,1887.656182
10.0,433,1892.392262
1.0,176,1894.200037
0.0,127,1895.44937
1.0,154,1897.066512
1.0,155,1898.693489
3.0,221,1901.036117
5.0,372,1905.141533
5.0,350,1908.885599
0.0,129,1910.175949
9.0,404,1914.545594
5.0,349,1918.416135
0.0,125,1919.61579
4.0,301,1922.759113
0.0,123,1924.047549
0.0,125,1925.296072
0.0,127,1926.615656
5.0,350,1930.454524
5.0,350,1934.191366
2.0,183,1936.164306
10.0,431,1940.816443
0.0,127,1942.138506
4.0,260,1944.969533
2.0,202,1947.020831
0.0,123,1948.20036
3.0,252,1950.860508
5.0,350,1954.43285
9.0,401,1958.896847
2.0,198,1960.998682
2.0,185,1962.959169
0.0,129,1964.303948
0.0,129,1965.678175
1.0,178,1967.574461
0.0,127,1968.777415
0.0,129,1970.049627
0.0,127,1971.378081
1.0,157,1973.002424
0.0,129,1974.372252
5.0,350,1978.35666
11.0,484,1983.716491
10.0,453,1988.677612
3.0,248,1991.255986
0.0,129,1992.594556
0.0,129,1993.948175
2.0,202,1996.181276
5.0,350,1999.935343
7.0,449,2004.763917
0.0,127,2006.058633
3.0,218,2008.34853
9.0,404,2012.811685
2.0,224,2015.225029
1.0,176,2017.067806
1.0,155,2018.666003
2.0,220,2020.948613
1.0,178,2022.813343
5.0,350,2026.697268
5.0,352,2030.527824
2.0,202,2032.654975
0.0,127,2033.898126
1.0,157,2035.506249
2.0,201,2037.490242
0.0,127,2038.735667
4.0,297,2041.866534
1.0,155,2043.445837
1.0,156,2045.05738
10.0,429,2049.826814
0.0,129,2051.064111
0.0,127,2052.26598
0.0,129,2053.504858
0.0,127,2054.822466
0.0,129,2056.220818
5.0,352,2060.024915
0.0,127,2061.320831
3.0,219,2063.634004
1.0,157,2065.317692
2.0,200,2067.401215
6.0,400,2071.720911
0.0,129,2073.04014
5.0,350,2076.740554
3.0,252,2079.374147
5.0,352,2083.016316
0.0,127,2084.241887
0.0,129,2085.596086
0.0,125,2086.84408
3.0,250,2089.600538
5.0,350,2093.439152
2.0,202,2095.622719
4.0,255,2098.450552
9.0,404,2102.935465
2.0,200,2104.941466
1.0,170,2106.727806
3.0,230,2109.066777
1.0,155,2110.629714
5.0,350,2114.228411
2.0,224,2116.610468
2.0,202,2118.800117
1.0,157,2120.459423
1.0,157,2122.060141
0.0,129,2123.426735
3.0,216,2125.655781
1.0,153,2127.278391
0.0,127,2128.467417
5.0,302,2131.715493
0.0,129,2133.002784
1.0,153,2134.595297
1.0,173,2136.35051
1.0,176,2138.202996
0.0,127,2139.487015
4.0,321,2142.949143
0.0,129,2144.182085
5.0,326,2147.606944
0.0,127,2148.978179
2.0,200,2151.135846
2.0,184,2153.147432
2.0,219,2155.368617
0.0,129,2156.605481
2.0,223,2158.831324
1.0,157,2160.407941
1.0,157,2162.076239
0.0,127,2163.422688
10.0,430,2168.271531
0.0,125,2169.527791
2.0,202,2171.596205
0.0,129,2172.853902
0.0,127,2174.095249
4.0,277,2176.972153
1.0,171,2178.628125
1.0,177,2180.472533
2.0,200,2182.631471
0.0,125,2183.883893
0.0,129,2185.203233
0.0,127,2186.530529
2.0,200,2188.544895
0.0,127,2189.763436
0.0,127,2191.072463
5.0,331,2194.591109
1.0,157,2196.137812
1.0,157,2197.771024
1.0,155,2199.40015
2.0,198,2201.475663
0.0,129,2202.767413
1.0,153,2204.362001
0.0,125,2205.584405
10.0,450,2210.513772
10.0,433,2215.144742
4.0,279,2218.244446
9.0,404,2222.659985
0.0,129,2223.928329
6.0,354,2227.824533
14.0,486,2233.044085
5.0,366,2236.84398
1.0,171,2238.526275
2.0,185,2240.388452
1.0,177,2242.205878
2.0,202,2244.279613
1.0,173,2246.094691
3.0,272,2248.993211
9.0,404,2253.278951
9.0,403,2257.531647
6.0,379,2261.503097
6.0,393,2265.735917
1.0,155,2267.297701
2.0,224,2269.536418
4.0,263,2272.270077
1.0,176,2274.111498
2.0,202,2276.303013
6.0,397,2280.559405
3.0,254,2283.136395
0.0,127,2284.35623
1.0,155,2285.859606
4.0,299,2289.094182
6.0,399,2293.481665
3.0,248,2296.04928
0.0,129,2297.367458
2.0,200,2299.441343
4.0,285,2302.575047
0.0,129,2303.916305
0.0,129,2305.308206
6.0,382,2309.492784
2.0,204,2311.579122
3.0,235,2313.985996
3.0,268,2316.80173
0.0,129,2318.125283
5.0,329,2321.705236
4.0,299,2325.002583
4.0,297,2328.176789
0.0,127,2329.480875
1.0,157,2331.143351
10.0,453,2335.944383
3.0,231,2338.350749
8.0,469,2343.558201
1.0,157,2345.110508
2.0,225,2347.407621
2.0,202,2349.513656
2.0,200,2351.562973
5.0,352,2355.306994
1.0,173,2357.122347
0.0,127,2358.460038
1.0,154,2360.140533
1.0,152,2361.74593
3.0,248,2364.328562
6.0,399,2368.429259
1.0,177,2370.188634
0.0,127,2371.425289
0.0,125,2372.6364
1.0,157,2374.212314
1.0,155,2375.705829
6.0,398,2379.936177
1.0,173,2381.711898
0.0,127,2383.046254
1.0,157,2384.753693
0.0,129,2386.118542
1.0,157,2387.720366
5.0,350,2391.527298
2.0,226,2393.983392
1.0,152,2395.564373
3.0,253,2398.376348
0.0,129,2399.712677
1.0,175,2401.430713
1.0,173,2403.091776
3.0,256,2405.659863
1.0,173,2407.459574
0.0,127,2408.740778
3.0,228,2411.099449
2.0,185,2412.955488
4.0,299,2416.198276
5.0,297,2419.53286
5.0,350,2423.191824
3.0,248,2425.783775
2.0,198,2427.805586
1.0,177,2429.746536
0.0,127,2431.043954
5.0,350,2434.808174
0.0,127,2436.132136
1.0,178,2438.011137
1.0,174,2439.851521
3.0,253,2442.63584
1.0,157,2444.231036
4.0,322,2447.639114
1.0,177,2449.460935
0.0,127,2450.681493
13.0,555,2456.518569
4.0,260,2459.137527
2.0,202,2461.152302
9.0,404,2465.372451
2.0,221,2467.761868
2.0,184,2469.818313
0.0,125,2471.091351
5.0,352,2474.797873
2.0,202,2476.793132
1.0,173,2478.612638
5.0,350,2482.342899
5.0,304,2485.660406
0.0,127,2486.898734
6.0,401,2491.262194
1.0,155,2492.896143
0.0,129,2494.263309
11.0,480,2499.644431
3.0,230,2502.072334
4.0,266,2504.91373
2.0,186,2506.916817
2.0,187,2508.813023
0.0,129,2510.084711
4.0,299,2513.248765
5.0,349,2516.853406
2.0,198,2518.973457
3.0,281,2522.043422
1.0,157,2523.600358
1.0,159,2525.251866
2.0,200,2527.445955
1.0,157,2529.114134
0.0,129,2530.458998
1.0,153,2532.06711
0.0,127,2533.261269
0.0,129,2534.505907
4.0,300,2537.608909
1.0,174,2539.43187
3.0,271,2542.276434
0.0,129,2543.541238
11.0,484,2548.593917
9.0,404,2552.866683
3.0,249,2555.452615
10.0,445,2560.181107
1.0,175,2561.914426
3.0,230,2564.366423
1.0,174,2566.243646
6.0,399,2570.775298
5.0,348,2574.543157
4.0,278,2577.585322
1.0,157,2579.218863
0.0,129,2580.597042
2.0,184,2582.534727
2.0,225,2584.870976
5.0,352,2588.5209
0.0,127,2589.738086
2.0,187,2591.642118
1.0,157,2593.172355
3.0,216,2595.446357
5.0,350,2599.373165
1.0,155,2600.903015
1.0,175,2602.72137
0.0,129,2603.971507
2.0,221,2606.324576
1.0,174,2608.186191
2.0,183,2609.983856
9.0,404,2614.214425
2.0,201,2616.434541
0.0,129,2617.814828
5.0,350,2621.57242
3.0,226,2623.807769
4.0,296,2626.973454
8.0,458,2631.941101
2.0,203,2633.969235
5.0,350,2637.731254
1.0,157,2639.279902
3.0,248,2641.794097
5.0,350,2645.630818
0.0,127,2646.92776
0.0,127,2648.152347
3.0,248,2650.718536
0.0,129,2652.022179
9.0,404,2656.302302
1.0,175,2658.145489
2.0,199,2660.156685
4.0,299,2663.408053
0.0,127,2664.735539
5.0,350,2668.450803
10.0,454,2673.419195
0.0,129,2674.726585
4.0,258,2677.554314
4.0,299,2680.751144
2.0,183,2682.657614
2.0,202,2684.822104
1.0,153,2686.374578
2.0,189,2688.349442
0.0,129,2689.598459
5.0,350,2693.364125
3.0,232,2695.908394
0.0,129,2697.30035
2.0,202,2699.397503
4.0,321,2702.766088
5.0,350,2706.378967
7.0,432,2710.936277
5.0,345,2714.518642
1.0,155,2716.031479
