eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,total_timesteps,value_loss
208.93,2.24,0.9549016989767551,356,14400,1.3370816707611084,288000,0.008501624688506126
209.77,2.27,0.9782068785279989,356,14500,1.333417534828186,290000,0.002362114144489169
206.49,2.13,-0.14295709133148193,356,14600,1.3630841970443726,292000,0.0015110825188457966
186.86,1.51,0.7316064536571503,356,14700,1.3676316738128662,294000,0.00013268252951093018
187.41,1.5,0.9702931195497513,356,14800,1.3486562967300415,296000,0.010784683749079704
192.35,1.64,0.9877025187015533,356,14900,1.3470546007156372,298000,0.0034478926099836826
196.91,1.76,0.9937174320220947,356,15000,1.3424279689788818,300000,0.002356618409976363
198.57,1.82,0.9981172202387825,356,15100,1.34502375125885,302000,0.0008822340751066804
198.59,1.81,0.9844731139019132,356,15200,1.3588577508926392,304000,0.0022450110409408808
196.79,1.82,-2.8131825923919678,356,15300,1.3563051223754883,306000,0.0010992020834237337
194.17,1.77,0.7519189417362213,356,15400,1.3538919687271118,308000,0.013631129637360573
193.01,1.72,0.9962929075118154,356,15500,1.3407480716705322,310000,0.00231299945153296
202.95,2.01,0.9740419574081898,356,15600,1.3542165756225586,312000,0.00657990574836731
206.63,2.15,0.9976842820178717,356,15700,1.355173110961914,314000,0.000629149901214987
205.98,2.14,0.7731406092643738,356,15800,1.3588504791259766,316000,0.017003905028104782
205.72,2.13,0.45122629404067993,356,15900,1.364473819732666,318000,0.0013289412017911673
197.11,1.89,0.9951426293700933,356,16000,1.3378608226776123,320000,0.001742292894050479
200.63,2.0,0.9945821724832058,356,16100,1.3572797775268555,322000,0.0011294691357761621
199.95,1.93,0.9924411759711802,356,16200,1.357972264289856,324000,0.0018832240020856261
209.61,2.24,0.9914835691452026,356,16300,1.3390188217163086,326000,0.0019070049747824669
212.32,2.31,0.9868132174015045,356,16400,1.3310513496398926,328000,0.005063255317509174
219.77,2.56,0.6398335099220276,356,16500,1.3628429174423218,330000,0.00015582412015646696
212.65,2.35,0.9959268784150481,356,16600,1.3516175746917725,332000,0.0009279397199861705
206.22,2.17,0.9977832571603358,356,16700,1.348473310470581,334000,0.0008090048213489354
205.13,2.11,0.994802241679281,356,16800,1.3555699586868286,336000,0.0009754946222528815
206.04,2.17,0.9767131023108959,356,16900,1.3338687419891357,338000,0.003207577858120203
213.0,2.33,0.9985061828047037,356,17000,1.3571621179580688,340000,0.0003362272400408983
217.72,2.44,0.20510298013687134,356,17100,1.3450820446014404,342000,0.20372314751148224
213.25,2.37,0.9267979860305786,356,17200,1.363163709640503,344000,0.009601008147001266
209.25,2.23,0.9976187036372721,356,17300,1.3515310287475586,346000,0.0009081352618522942
196.38,1.82,0.998854480101727,356,17400,1.3593432903289795,348000,0.0005753022851422429
195.37,1.8,0.9988599026110023,356,17500,1.3569684028625488,350000,0.0003243444371037185
194.25,1.77,0.9958177795633674,356,17600,1.3511464595794678,352000,0.002090011490508914
205.75,2.09,0.9896678728982806,356,17700,1.347717046737671,354000,0.0021950136870145798
205.31,2.1,0.9876331621780992,356,17800,1.3573808670043945,356000,0.0016338458517566323
202.0,2.0,0.9973541160579771,356,17900,1.354971170425415,358000,0.0010167753789573908
199.49,1.91,0.9979545543901622,356,18000,1.3631254434585571,360000,0.0005570675130002201
199.54,1.88,0.9519388973712921,356,18100,1.343580961227417,362000,0.004599618259817362
208.19,2.18,0.9837811775505543,356,18200,1.3620526790618896,364000,0.0034720078110694885
209.58,2.26,0.9381275437772274,356,18300,1.3505370616912842,366000,0.0073107704520225525
215.69,2.4,0.9931367915123701,356,18400,1.3427937030792236,368000,0.0011432497994974256
223.4,2.64,0.9978795032948256,356,18500,1.3539212942123413,370000,0.0006471698870882392
222.42,2.58,0.9865876156836748,356,18600,1.3607726097106934,372000,0.00170378596521914
216.57,2.39,0.996931167319417,356,18700,1.3682721853256226,374000,0.0003309629100840539
216.03,2.38,0.9975681293290108,356,18800,1.3406537771224976,376000,0.0006860770517960191
214.6,2.34,0.9752846620976925,356,18900,1.3762835264205933,378000,0.0011446129065006971
212.77,2.34,0.9983017323538661,356,19000,1.3723241090774536,380000,0.0003368309698998928
212.4,2.34,0.9103974401950836,356,19100,1.369255542755127,382000,0.01664743758738041
212.67,2.32,0.9240050166845322,355,19200,1.3798115253448486,384000,0.00016911403508856893
204.42,2.13,0.9995731977105606,355,19300,1.3656761646270752,386000,0.00013853985001333058
198.81,1.97,0.9855907689779997,356,19400,1.3563508987426758,388000,0.004825277253985405
201.04,2.04,0.9923469829373062,356,19500,1.347720742225647,390000,0.0029139250982552767
202.57,2.11,0.9835108704864979,356,19600,1.3516793251037598,392000,0.0032312069088220596
208.78,2.34,0.9870272539556026,356,19700,1.362656593322754,394000,0.004269085358828306
210.94,2.38,0.9938500132411718,355,19800,1.3619437217712402,396000,0.0019605769775807858
213.3,2.46,0.7236219644546509,355,19900,1.376746416091919,398000,0.004404902923852205
210.01,2.35,0.41936129331588745,355,20000,1.3736002445220947,400000,0.08397811651229858
204.54,2.17,0.9927677027881145,355,20100,1.3641880750656128,402000,0.001456908299587667
205.94,2.15,0.9964009562972933,355,20200,1.3289047479629517,404000,0.0019352134549990296
209.5,2.21,0.9942851532250643,355,20300,1.3255525827407837,406000,0.0014630801742896438
218.12,2.46,0.9945159750059247,355,20400,1.3490028381347656,408000,0.0016637134831398726
224.15,2.62,0.816999614238739,355,20500,1.361862301826477,410000,0.06732596457004547
221.04,2.5,0.4354621171951294,355,20600,1.3717854022979736,412000,0.0017888534348458052
216.08,2.31,0.9758515544235706,355,20700,1.3485548496246338,414000,0.015115238726139069
220.84,2.43,0.9975052904337645,355,20800,1.366442322731018,416000,0.0007596728391945362
217.66,2.33,0.9127929583191872,355,20900,1.3620367050170898,418000,0.023924177512526512
218.63,2.31,0.8915197998285294,355,21000,1.3365776538848877,420000,0.015744555741548538
220.8,2.42,0.9235955998301506,355,21100,1.360210657119751,422000,0.011857448145747185
224.98,2.53,0.8794673830270767,355,21200,1.3773475885391235,424000,0.00036479829577729106
219.11,2.42,0.9830013364553452,355,21300,1.3497437238693237,426000,0.00409544724971056
212.63,2.25,0.986199158243835,355,21400,1.351306676864624,428000,0.0022799395956099033
212.16,2.27,0.9952011983841658,355,21500,1.3365116119384766,430000,0.0008805025136098266
217.11,2.43,0.9589492045342922,355,21600,1.3716791868209839,432000,0.008614669553935528
219.02,2.5,0.9978932931553572,355,21700,1.348663568496704,434000,0.00031404555193148553
211.25,2.3,0.9933857056312263,355,21800,1.352715253829956,436000,0.001462975051254034
217.74,2.51,0.9961317542474717,355,21900,1.3477153778076172,438000,0.0008214061963371933
225.03,2.73,0.7403705418109894,355,22000,1.3676488399505615,440000,0.08986981213092804
226.32,2.76,0.24979400634765625,355,22100,1.3781235218048096,442000,0.0013455378357321024
221.83,2.61,0.9034425243735313,355,22200,1.371015191078186,444000,0.0010139084188267589
216.0,2.46,0.9174595326185226,355,22300,1.3748664855957031,446000,0.039238858968019485
210.07,2.27,0.8920570313930511,355,22400,1.348844051361084,448000,0.017977310344576836
205.95,2.13,0.9974297985900193,355,22500,1.3605799674987793,450000,0.000319599435897544
208.2,2.21,0.9651738069951534,355,22600,1.3731348514556885,452000,0.003658402245491743
210.87,2.26,0.9990209020907059,355,22700,1.3496448993682861,454000,0.0003365308220963925
210.03,2.25,-0.550417423248291,355,22800,1.3569705486297607,456000,0.08120463043451309
204.75,2.1,0.9958176384679973,355,22900,1.3667320013046265,458000,0.0006867194315418601
200.58,1.99,0.9391318969428539,355,23000,1.3445484638214111,460000,0.019476240500807762
206.97,2.21,0.8145992904901505,355,23100,1.3759710788726807,462000,0.019936759024858475
208.83,2.26,0.49698150157928467,355,23200,1.370245337486267,464000,0.016856111586093903
212.63,2.34,0.9907284071668983,355,23300,1.354557752609253,466000,0.0017048338195309043
218.05,2.49,0.9807273745536804,355,23400,1.35569167137146,468000,0.0028262019623070955
226.71,2.77,0.9978534197434783,355,23500,1.3624944686889648,470000,0.0008709363755770028
231.14,2.88,0.9979197359643877,355,23600,1.35909104347229,472000,0.0004951170994900167
229.72,2.85,0.993917032610625,355,23700,1.3601415157318115,474000,0.001223869388923049
234.95,2.99,0.982100697234273,355,23800,1.3627779483795166,476000,0.0019371730741113424
238.74,3.07,0.9783925078809261,355,23900,1.3121507167816162,478000,0.005069752223789692
236.78,2.97,0.9955250648781657,355,24000,1.377440094947815,480000,0.0009795216610655189
237.68,2.99,0.9679543897509575,355,24100,1.3741766214370728,482000,0.0035654050298035145
240.51,3.03,0.997566597070545,355,24200,1.360445261001587,484000,0.0004920777282677591
231.51,2.79,0.9973921941127628,355,24300,1.3361566066741943,486000,0.000538102351129055
237.93,3.03,0.6941443979740143,355,24400,1.3330129384994507,488000,0.06850934028625488
244.2,3.29,0.5798278152942657,355,24500,1.3810796737670898,490000,0.0006414424860849977
239.43,3.11,0.998768478166312,355,24600,1.3581733703613281,492000,0.0005077362875454128
237.77,3.12,0.9992431352729909,355,24700,1.3531744480133057,494000,0.00029588484903797507
233.58,2.97,-0.01900792121887207,355,24800,1.3730063438415527,496000,0.0013226710725575686
222.41,2.69,0.9957555131986737,355,24900,1.3498239517211914,498000,0.0017271047690883279
220.87,2.71,0.9963910807855427,355,25000,1.3552827835083008,500000,0.0008683418855071068
224.25,2.76,0.9983262510504574,355,25100,1.3612139225006104,502000,0.0022330936044454575
220.35,2.65,0.9970376722048968,355,25200,1.3528270721435547,504000,0.0010503060184419155
222.05,2.69,0.9924905565567315,355,25300,1.345251441001892,506000,0.0021903221495449543
207.2,2.19,0.9966591047123075,355,25400,1.3721694946289062,508000,0.00116749107837677
200.92,2.01,0.9481131061911583,355,25500,1.36651611328125,510000,0.006921231746673584
206.04,2.17,0.9974826357793063,355,25600,1.3767539262771606,512000,0.0005296504823490977
204.45,2.13,0.9948638952337205,355,25700,1.3583269119262695,514000,0.0007768094656057656
203.21,2.09,0.8863331973552704,355,25800,1.3710788488388062,516000,0.040587637573480606
200.73,2.02,0.9978323611430824,355,25900,1.3425571918487549,518000,0.0013203807175159454
199.53,2.01,0.93536726385355,355,26000,1.365751028060913,520000,0.004030190408229828
198.0,1.99,0.9990225675283,355,26100,1.371046543121338,522000,0.0003682859824039042
204.58,2.22,0.9924728097394109,355,26200,1.3684704303741455,524000,0.0027232267893850803
204.54,2.16,0.984515649266541,355,26300,1.3484861850738525,526000,0.0024471122305840254
207.61,2.25,-2.3416495323181152,355,26400,1.3828740119934082,528000,0.000878803082741797
204.64,2.18,0.9990488488110714,355,26500,1.3529653549194336,530000,0.0003445017500780523
201.56,2.03,0.9965625007171184,355,26600,1.3684321641921997,532000,0.0004138730000704527
201.72,2.02,0.9943953370675445,355,26700,1.3654735088348389,534000,0.0004773713299073279
208.02,2.17,0.9859853927046061,355,26800,1.3530471324920654,536000,0.004903684835880995
207.41,2.16,0.9782478101551533,355,26900,1.3457521200180054,538000,0.005655801389366388
206.09,2.11,0.9970507186371833,355,27000,1.3561856746673584,540000,0.001966672483831644
203.17,2.04,0.9079749658703804,355,27100,1.3289411067962646,542000,0.033360373228788376
203.44,2.01,0.8787710070610046,355,27200,1.3796383142471313,544000,0.00047505315160378814
200.05,1.92,0.9976409790106118,355,27300,1.3771940469741821,546000,0.0007633606437593699
210.39,2.18,0.9958247640170157,355,27400,1.348987340927124,548000,0.0007661445997655392
210.14,2.14,0.9783075451850891,355,27500,1.3683855533599854,550000,0.0022080468479543924
210.83,2.16,0.9995253746164963,355,27600,1.3739005327224731,552000,0.00013648498861584812
210.11,2.13,-5.211836814880371,355,27700,1.382539987564087,554000,0.0012513156980276108
208.98,2.08,0.9966753325425088,355,27800,1.375747561454773,556000,0.001503943232819438
211.02,2.13,0.9895665990188718,355,27900,1.3503568172454834,558000,0.00201646750792861
210.18,2.13,0.9959763009101152,355,28000,1.3281631469726562,560000,0.000756080960854888
214.88,2.28,0.9656609259545803,355,28100,1.3736923933029175,562000,0.0054184733889997005
214.86,2.3,-22.569589614868164,355,28200,1.3828425407409668,564000,0.036033086478710175
221.5,2.51,0.9962903228588402,355,28300,1.3623988628387451,566000,0.0016095973551273346
214.04,2.33,0.4219163656234741,355,28400,1.384503722190857,568000,0.00040468014776706696
205.56,2.12,0.9843099266290665,355,28500,1.339538812637329,570000,0.0037146746180951595
213.92,2.31,0.9882819885388017,355,28600,1.3785502910614014,572000,0.003988844808191061
212.26,2.28,0.9732092842459679,355,28700,1.3764712810516357,574000,0.005610959138721228
213.16,2.33,0.987996457144618,355,28800,1.3605220317840576,576000,0.005306208040565252
212.64,2.29,0.9123218506574631,355,28900,1.3851134777069092,578000,0.0008849110454320908
211.47,2.27,0.9775460604578257,355,29000,1.338647484779358,580000,0.005137055180966854
215.94,2.33,0.9980053985491395,355,29100,1.370566725730896,582000,0.0003185022505931556
211.9,2.23,0.9882264044135809,355,29200,1.3478257656097412,584000,0.0029177123215049505
212.12,2.2,0.9936515386216342,355,29300,1.350359559059143,586000,0.0021681799553334713
216.17,2.3,0.309784471988678,355,29400,1.356062412261963,588000,0.15310980379581451
222.86,2.44,0.9983862333465368,355,29500,1.3397094011306763,590000,0.0006944597698748112
228.72,2.6,0.9995120885432698,355,29600,1.3708322048187256,592000,0.00024454487720504403
221.7,2.42,0.9991747855674475,355,29700,1.3412319421768188,594000,0.0003222411614842713
226.65,2.56,0.9611892700195312,355,29800,1.3818399906158447,596000,0.00214156461879611
223.41,2.45,0.9689270686358213,355,29900,1.3558363914489746,598000,0.004212076775729656
226.42,2.5,0.9935824167914689,355,30000,1.3824281692504883,600000,0.0007875971496105194
224.79,2.45,0.9942266247235239,355,30100,1.3372786045074463,602000,0.0017165194731205702
225.95,2.45,0.9941056366078556,355,30200,1.3765655755996704,604000,0.0012770837638527155
229.81,2.6,0.9976366222836077,355,30300,1.3784515857696533,606000,0.0005936181405559182
227.27,2.52,0.593712329864502,355,30400,1.381927728652954,608000,0.04242100566625595
228.47,2.56,0.9990070298081264,355,30500,1.362898588180542,610000,0.00036034901859238744
221.46,2.41,0.9749318901449442,355,30600,1.3841302394866943,612000,0.0034377998672425747
218.85,2.33,0.9967115954495966,355,30700,1.347556471824646,614000,0.0010826633078977466
219.35,2.34,0.9980094265192747,355,30800,1.345651626586914,616000,0.0007611174369230866
224.47,2.52,0.7769186496734619,355,30900,1.3822332620620728,618000,0.0006255279295146465
220.58,2.45,0.9976860485039651,355,31000,1.3363442420959473,620000,0.0008793873712420464
218.02,2.42,0.9529611729085445,355,31100,1.3707733154296875,622000,0.00816961657255888
219.06,2.47,0.9964432464912534,355,31200,1.36069917678833,624000,0.0012082091998308897
214.97,2.31,0.9966595829464495,355,31300,1.3550918102264404,626000,0.0013948084088042378
212.4,2.28,0.9942838340066373,355,31400,1.332489252090454,628000,0.0013259417610242963
211.08,2.22,0.9769777227193117,355,31500,1.3455440998077393,630000,0.0070071741938591
215.43,2.31,0.9938834994100034,355,31600,1.3498554229736328,632000,0.0015125141944736242
223.87,2.58,0.6748506724834442,355,31700,1.3849735260009766,634000,0.006719151046127081
