eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,total_timesteps,value_loss
218.1,2.46,0.8946122378110886,355,31800,1.3717033863067627,636000,0.006134479306638241
227.83,2.73,0.9974643494933844,355,31900,1.3567057847976685,638000,0.0007939945789985359
225.86,2.64,0.9954248475842178,355,32000,1.3646050691604614,640000,0.0019011860713362694
223.43,2.56,0.9342275932431221,355,32100,1.3714689016342163,642000,0.017616568133234978
224.42,2.52,0.9968997938558459,355,32200,1.319726586341858,644000,0.001320159062743187
234.18,2.82,0.002484917640686035,355,32300,1.3858331441879272,646000,0.0008377116173505783
234.58,2.84,0.9809830579906702,355,32400,1.3478649854660034,648000,0.0066188303753733635
239.66,2.96,0.9834818206727505,355,32500,1.3588511943817139,650000,0.0026160848792642355
239.07,2.95,0.8161246329545975,355,32600,1.3808929920196533,652000,0.034148797392845154
237.59,2.98,0.9833357352763414,355,32700,1.3789223432540894,654000,0.00108869350515306
236.3,2.95,0.9887077622115612,355,32800,1.3848628997802734,656000,0.0005965563468635082
237.07,2.97,0.998394922236912,355,32900,1.3306982517242432,658000,0.00068569032009691
232.13,2.79,0.9941092901863158,355,33000,1.3668705224990845,660000,0.0017137613613158464
236.55,2.98,0.8411677777767181,355,33100,1.3456895351409912,662000,0.07105845957994461
237.82,2.99,0.9909540805965662,355,33200,1.3826690912246704,664000,0.001653390354476869
239.23,3.04,0.8322228640317917,355,33300,1.3854669332504272,666000,0.0008530120248906314
229.48,2.75,0.9008808434009552,355,33400,1.3496092557907104,668000,0.012305629439651966
228.22,2.73,0.9865821124985814,355,33500,1.3561971187591553,670000,0.0020890680607408285
224.87,2.61,0.8982536047697067,355,33600,1.3646395206451416,672000,0.05614017695188522
220.82,2.48,0.9234041720628738,355,33700,1.3808412551879883,674000,0.011423967778682709
213.86,2.28,-0.28510046005249023,355,33800,1.3798547983169556,676000,0.008822819218039513
216.58,2.34,0.8549164980649948,355,33900,1.3798949718475342,678000,0.028468355536460876
216.22,2.32,0.9891298739239573,355,34000,1.3531347513198853,680000,0.0018303748220205307
222.38,2.46,0.9954113094136119,355,34100,1.353932499885559,682000,0.001429640338756144
215.39,2.21,0.9961990970186889,355,34200,1.367875337600708,684000,0.0019532584119588137
212.67,2.23,0.9956508381292224,355,34300,1.384537935256958,686000,0.001225128537043929
218.06,2.33,0.2826302647590637,355,34400,1.3856141567230225,688000,0.0009359418181702495
222.48,2.46,0.988489500246942,355,34500,1.361701250076294,690000,0.002832647878676653
222.98,2.49,0.9776389431208372,355,34600,1.3501291275024414,692000,0.005146336741745472
217.86,2.38,0.9961147420108318,355,34700,1.3148126602172852,694000,0.0009834871161729097
225.34,2.57,0.9931942936964333,355,34800,1.369157075881958,696000,0.0008001449750736356
226.95,2.62,0.9955201651901007,355,34900,1.3835153579711914,698000,0.0016891744453459978
218.07,2.4,0.3814849257469177,355,35000,1.3852214813232422,700000,0.014437487348914146
207.06,2.12,0.9311077743768692,355,35100,1.3669174909591675,702000,0.023227998986840248
206.62,2.12,0.9921415448188782,355,35200,1.3538142442703247,704000,0.0017166717443615198
204.93,2.03,0.7606624513864517,355,35300,1.3757566213607788,706000,0.19355550408363342
206.03,2.1,0.6328064799308777,355,35400,1.3854446411132812,708000,0.0002984474995173514
196.41,1.84,0.9946298212744296,355,35500,1.3020524978637695,710000,0.0014198723947629333
203.16,2.03,0.9939076756127179,355,35600,1.3806102275848389,712000,0.0021496217232197523
201.7,1.97,0.992451146710664,355,35700,1.3613910675048828,714000,0.00145763682667166
198.36,1.89,0.39052319526672363,355,35800,1.3837331533432007,716000,0.003654986619949341
202.06,1.97,0.9538335911929607,355,35900,1.3500930070877075,718000,0.010309085249900818
208.26,2.11,0.9986896211048588,355,36000,1.3715633153915405,720000,0.0005054763169027865
213.8,2.23,0.9663144610822201,355,36100,1.3524692058563232,722000,0.00220131641253829
216.61,2.33,0.5838800072669983,355,36200,1.3843414783477783,724000,0.001176146324723959
216.96,2.32,0.9884475916624069,355,36300,1.3640100955963135,726000,0.001523719634860754
213.17,2.19,0.9865996586158872,355,36400,1.3413946628570557,728000,0.002742490964010358
218.08,2.35,0.852234736084938,355,36500,1.3762727975845337,730000,0.0012946984497830272
214.75,2.25,0.7804609388113022,355,36600,1.3809618949890137,732000,0.0385366827249527
210.45,2.13,0.9488563612103462,355,36700,1.350760817527771,734000,0.016732115298509598
211.97,2.18,0.9970898502506316,355,36800,1.3536908626556396,736000,0.0024671994615346193
216.56,2.3,0.9812804665416479,355,36900,1.3804466724395752,738000,0.002959050238132477
220.36,2.42,0.6204927861690521,355,37000,1.3830735683441162,740000,0.0008426684071309865
215.23,2.33,-21.63211441040039,355,37100,1.3798273801803589,742000,0.0286679919809103
213.89,2.27,0.758521631360054,355,37200,1.3835828304290771,744000,0.0005101164570078254
214.32,2.27,0.985229879617691,355,37300,1.3215234279632568,746000,0.002530766185373068
221.21,2.46,0.9248198568820953,355,37400,1.3830101490020752,748000,0.0025330691132694483
218.75,2.38,0.9948551240377128,355,37500,1.351500391960144,750000,0.001709839329123497
220.16,2.41,0.8331229090690613,355,37600,1.350286841392517,752000,0.03851955384016037
224.65,2.55,0.8143683522939682,355,37700,1.3405154943466187,754000,0.04231641814112663
226.23,2.59,0.93541020154953,355,37800,1.353284239768982,756000,0.00946066714823246
225.6,2.59,0.9966932879760861,355,37900,1.3336089849472046,758000,0.0011380879441276193
212.36,2.25,0.9968557062093168,355,38000,1.368342638015747,760000,0.000507933902554214
212.86,2.23,0.9986212752992287,355,38100,1.3556404113769531,762000,0.0005778715130873024
217.71,2.35,0.9679785184562206,355,38200,1.30015230178833,764000,0.012878638692200184
214.4,2.28,0.9035016149282455,355,38300,1.381524682044983,766000,0.013584977015852928
210.88,2.15,0.4434029459953308,355,38400,1.3808220624923706,768000,0.001326815108768642
214.96,2.24,0.28201329708099365,355,38500,1.3774917125701904,770000,0.011376569047570229
211.96,2.15,0.9889419367536902,355,38600,1.3602321147918701,772000,0.004755276255309582
211.02,2.16,0.9851703429594636,355,38700,1.3723134994506836,774000,0.00399059010669589
217.5,2.36,0.9670280404388905,355,38800,1.3683898448944092,776000,0.00524260476231575
215.54,2.29,0.9635363928973675,355,38900,1.3637726306915283,778000,0.005277800839394331
221.98,2.46,0.9194754734635353,355,39000,1.3764146566390991,780000,0.024908969178795815
225.94,2.54,0.9865866145119071,355,39100,1.3661667108535767,782000,0.0032079678494483232
218.27,2.35,0.9934037248604,355,39200,1.362489938735962,784000,0.0012375738006085157
218.16,2.38,0.9923139889724553,355,39300,1.3050320148468018,786000,0.0006808673497289419
221.63,2.51,0.7366407513618469,355,39400,1.366589069366455,788000,0.05505078285932541
224.08,2.6,0.754917785525322,355,39500,1.380314826965332,790000,0.0010951617732644081
220.38,2.49,0.8837039768695831,355,39600,1.3761097192764282,792000,0.004070939961820841
222.38,2.56,0.9881158387288451,355,39700,1.3657652139663696,794000,0.0018856313545256853
224.3,2.61,0.944424781948328,355,39800,1.3794749975204468,796000,0.006826126482337713
217.95,2.44,0.9404021427035332,355,39900,1.3308732509613037,798000,0.016644736751914024
220.65,2.5,0.9965614746324718,355,40000,1.3540796041488647,800000,0.0003440406289882958
223.28,2.58,0.855302020907402,355,40100,1.3747825622558594,802000,0.04082561284303665
228.75,2.76,0.994725355412811,355,40200,1.381134033203125,804000,0.0020293830893933773
229.51,2.78,0.9884570483118296,355,40300,1.2918462753295898,806000,0.004384372383356094
232.33,2.82,0.4780532717704773,355,40400,1.3824046850204468,808000,0.0026754140853881836
226.61,2.63,0.9962464368436486,355,40500,1.3550736904144287,810000,0.0007132572936825454
226.23,2.57,-0.7418677806854248,355,40600,1.3840632438659668,812000,0.0016198435332626104
230.6,2.66,0.9817802272737026,355,40700,1.383617877960205,814000,0.0018447025213390589
230.16,2.64,0.990268561989069,355,40800,1.3360850811004639,816000,0.001484467531554401
226.5,2.51,0.6754792034626007,355,40900,1.379581093788147,818000,0.033903252333402634
220.16,2.37,0.9925567638128996,355,41000,1.3344593048095703,820000,0.0008427588036283851
219.39,2.36,0.9293670877814293,355,41100,1.3223391771316528,822000,0.005095828790217638
219.09,2.31,-2.5900728702545166,355,41200,1.3808395862579346,824000,0.004593491554260254
216.26,2.21,0.8873851448297501,355,41300,1.333837866783142,826000,0.019531000405550003
220.49,2.35,0.9960010517388582,355,41400,1.321629285812378,828000,0.0005766928079538047
221.48,2.43,0.9725367408245802,355,41500,1.3645246028900146,830000,0.004568572621792555
219.01,2.41,0.9024954661726952,355,41600,1.3702093362808228,832000,0.00473121739923954
222.38,2.53,0.8447471559047699,355,41700,1.3820469379425049,834000,0.04902716726064682
223.8,2.57,0.8840422481298447,355,41800,1.3558101654052734,836000,0.022324932739138603
226.87,2.67,0.9979813436511904,355,41900,1.358104944229126,838000,0.0006230102735571563
227.53,2.68,0.9485871829092503,355,42000,1.3227297067642212,840000,0.005259520374238491
234.98,2.85,0.9400847628712654,355,42100,1.3819533586502075,842000,0.0007578216609545052
238.8,2.96,0.985839513130486,355,42200,1.3651413917541504,844000,0.0012173738796263933
238.9,2.99,0.9830916076898575,355,42300,1.365415334701538,846000,0.005152274388819933
233.49,2.87,0.3245387673377991,355,42400,1.379233479499817,848000,0.00272220466285944
227.7,2.68,0.9738190062344074,355,42500,1.3253616094589233,850000,0.00753962155431509
224.98,2.55,0.33089131116867065,355,42600,1.3831112384796143,852000,0.001877789618447423
220.98,2.44,0.9932887037284672,355,42700,1.3465596437454224,854000,0.001231183996424079
225.34,2.61,0.9098909124732018,355,42800,1.3806294202804565,856000,0.05764181539416313
224.88,2.62,0.9902673084288836,355,42900,1.3007861375808716,858000,0.003395822597667575
222.72,2.53,0.9334032833576202,355,43000,1.3376938104629517,860000,0.013695454224944115
223.32,2.54,0.978072039783001,355,43100,1.361191987991333,862000,0.0051476797088980675
222.22,2.5,0.9942958625033498,355,43200,1.3619149923324585,864000,0.0007498366176150739
226.34,2.54,0.9886587709188461,355,43300,1.3770673274993896,866000,0.0007553735631518066
223.71,2.48,0.9645167924463749,355,43400,1.3413186073303223,868000,0.004174879752099514
226.33,2.56,0.6631271243095398,355,43500,1.3673475980758667,870000,0.10667101293802261
228.83,2.61,0.47892946004867554,355,43600,1.375433325767517,872000,0.013100606389343739
233.17,2.75,0.9717105943709612,355,43700,1.3596539497375488,874000,0.0017295286525040865
238.07,2.89,0.9958179090172052,355,43800,1.3603742122650146,876000,0.0010396164143458009
232.94,2.69,0.9580907188355923,355,43900,1.3800206184387207,878000,0.010536997579038143
224.63,2.45,0.8085677623748779,355,44000,1.380204677581787,880000,0.0006938662263564765
229.22,2.57,0.9922453062608838,355,44100,1.3074986934661865,882000,0.0009667828562669456
231.22,2.66,0.995312302839011,355,44200,1.3326152563095093,884000,0.0011456996435299516
232.37,2.68,0.932465523481369,355,44300,1.364548921585083,886000,0.0016247478779405355
224.05,2.5,0.9905114788562059,355,44400,1.330488920211792,888000,0.0017878493526950479
227.38,2.58,-0.7778023481369019,355,44500,1.380652666091919,890000,0.01027858816087246
224.82,2.54,0.8066407740116119,355,44600,1.379436731338501,892000,0.015839438885450363
224.91,2.55,0.9609908536076546,355,44700,1.340705156326294,894000,0.0063624270260334015
222.57,2.45,0.6235376596450806,355,44800,1.3802235126495361,896000,0.06997045129537582
219.07,2.34,0.9945113062858582,355,44900,1.3435180187225342,898000,0.0009156535379588604
216.4,2.3,0.2448330521583557,355,45000,1.360259771347046,900000,0.013210447505116463
210.6,2.18,0.8528295755386353,355,45100,1.3379485607147217,902000,0.02302512526512146
212.65,2.24,0.7371927201747894,355,45200,1.3758329153060913,904000,0.0009936647256836295
206.22,2.09,-0.9258686304092407,355,45300,1.375735878944397,906000,0.011774390935897827
215.83,2.39,0.9869660707190633,355,45400,1.3330609798431396,908000,0.0029662195593118668
212.51,2.35,0.8867007568478584,355,45500,1.3778574466705322,910000,0.038240376859903336
212.95,2.39,-0.30673956871032715,355,45600,1.3780627250671387,912000,0.0015818048268556595
211.17,2.35,0.7034922540187836,355,45700,1.3809276819229126,914000,0.06608350574970245
212.6,2.39,0.709073930978775,355,45800,1.3713572025299072,916000,0.02391139045357704
213.92,2.43,0.3155970573425293,355,45900,1.3043792247772217,918000,0.13549759984016418
217.3,2.48,-0.18592047691345215,355,46000,1.3836688995361328,920000,0.0014389860443770885
225.47,2.69,0.6854495108127594,355,46100,1.3781605958938599,922000,0.001081962021999061
222.94,2.62,0.990966116078198,355,46200,1.352565050125122,924000,0.001110741519369185
223.44,2.63,0.8409096598625183,355,46300,1.3561582565307617,926000,0.007337602321058512
220.18,2.52,0.7762085795402527,355,46400,1.366761565208435,928000,0.032038845121860504
217.95,2.44,0.9851070810109377,355,46500,1.35207200050354,930000,0.002380324760451913
214.51,2.29,0.9938339977525175,355,46600,1.3615516424179077,932000,0.001957475207746029
222.66,2.51,0.9073686972260475,355,46700,1.3760887384414673,934000,0.009874628856778145
220.32,2.44,0.7787550389766693,355,46800,1.3541439771652222,936000,0.03424655646085739
223.68,2.52,0.9841439872980118,355,46900,1.339994192123413,938000,0.0021515456028282642
231.54,2.77,0.7891984581947327,355,47000,1.3049452304840088,940000,0.03276190534234047
232.94,2.8,0.8001014590263367,355,47100,1.3772330284118652,942000,0.0020129994954913855
230.7,2.73,0.6015575230121613,355,47200,1.3749183416366577,944000,0.0015766110736876726
231.76,2.75,0.7983335852622986,355,47300,1.3718376159667969,946000,0.0006919386214576662
231.27,2.74,0.9872984001412988,355,47400,1.3107848167419434,948000,0.002327911090105772
236.57,2.89,0.8609864711761475,355,47500,1.3359980583190918,950000,0.02939622476696968
237.0,2.89,0.9257370382547379,355,47600,1.3835515975952148,952000,0.020297564566135406
239.07,2.95,0.7920718044042587,355,47700,1.3741648197174072,954000,0.004125542007386684
229.51,2.71,0.6821244060993195,355,47800,1.3602231740951538,956000,0.06381078064441681
234.75,2.88,0.9570940583944321,355,47900,1.324794054031372,958000,0.005077563226222992
231.31,2.8,0.9809991233050823,355,48000,1.352518081665039,960000,0.009642285294830799
228.96,2.69,0.9272248968482018,355,48100,1.3360636234283447,962000,0.012444522231817245
229.62,2.71,0.9877185942605138,355,48200,1.3638231754302979,964000,0.002239964669570327
237.56,2.93,0.987883229739964,355,48300,1.3817493915557861,966000,0.0020849150605499744
240.4,3.01,0.9830671772360802,355,48400,1.3656949996948242,968000,0.006251608021557331
241.73,3.07,0.965679969638586,355,48500,1.356217861175537,970000,0.006827076431363821
238.82,3.01,0.996311922557652,355,48600,1.311033010482788,972000,0.0011317322496324778
240.35,3.06,0.9949460411444306,355,48700,1.3359097242355347,974000,0.0023832814767956734
241.27,3.06,0.9434862546622753,355,48800,1.337304949760437,976000,0.00511060981079936
242.31,3.07,0.994757495354861,355,48900,1.3799494504928589,978000,0.0012762591941282153
241.13,3.0,0.8659873902797699,355,49000,1.376857042312622,980000,0.034393347799777985
237.3,2.94,0.9025427997112274,355,49100,1.3787720203399658,982000,0.015860339626669884
234.13,2.86,0.991557783447206,355,49200,1.3390777111053467,984000,0.0027986529748886824
232.4,2.83,0.9858321212232113,355,49300,1.3567397594451904,986000,0.005757599603384733
224.95,2.6,0.9992112287436612,355,49400,1.38043212890625,988000,0.00016205328574869782
226.1,2.63,0.9465796425938606,355,49500,1.3681689500808716,990000,0.008566522970795631
229.49,2.71,0.9438227824866772,355,49600,1.381014108657837,992000,0.010949411429464817
234.94,2.88,0.7962754964828491,355,49700,1.376977801322937,994000,0.0030977900605648756
233.3,2.82,0.995086750946939,355,49800,1.3650296926498413,996000,0.0005697872256860137
231.74,2.8,0.9699805527925491,355,49900,1.3550976514816284,998000,0.008283858187496662
233.71,2.87,0.7453902065753937,355,50000,1.375401496887207,1000000,0.02637859247624874
