# {"t_start": 1574517855.5782285, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
0.0,127,1122.971806
0.0,123,1124.184906
0.0,127,1125.54633
0.0,129,1126.889753
1.0,157,1128.596325
0.0,127,1129.883371
7.0,430,1134.627982
1.0,170,1136.29287
0.0,125,1137.5173
0.0,125,1138.753229
1.0,174,1140.498863
0.0,127,1141.762019
10.0,433,1146.339875
9.0,404,1150.533155
1.0,176,1152.45875
9.0,404,1156.927373
0.0,127,1158.227938
1.0,172,1160.024925
1.0,155,1161.628139
6.0,377,1165.546873
4.0,297,1168.651186
0.0,127,1169.963745
0.0,127,1171.263901
0.0,129,1172.685509
6.0,396,1177.156849
2.0,200,1179.316768
0.0,127,1180.519197
2.0,198,1182.469314
0.0,129,1183.840762
3.0,248,1186.505766
0.0,127,1187.850101
2.0,202,1189.905428
0.0,125,1191.112705
0.0,125,1192.363942
0.0,127,1193.576864
4.0,302,1196.687942
0.0,129,1198.072263
2.0,202,1200.169647
9.0,380,1204.253394
5.0,350,1208.029287
6.0,380,1211.928146
0.0,125,1213.195018
0.0,129,1214.437572
0.0,127,1215.709265
1.0,153,1217.212618
0.0,127,1218.484951
2.0,200,1220.570803
4.0,299,1223.868128
13.0,457,1228.722196
5.0,350,1232.514985
10.0,433,1237.349832
0.0,125,1238.644323
0.0,127,1240.013124
2.0,200,1242.251171
1.0,157,1243.950445
0.0,127,1245.175255
0.0,127,1246.548128
0.0,127,1247.870094
1.0,175,1249.775354
3.0,230,1252.286781
0.0,127,1253.557829
0.0,129,1254.879817
0.0,129,1256.242168
10.0,450,1261.049492
10.0,435,1265.731034
2.0,200,1267.794889
0.0,129,1269.039669
1.0,175,1270.764696
4.0,297,1273.844317
2.0,226,1276.157964
3.0,248,1278.845547
2.0,200,1280.96274
9.0,404,1285.23796
5.0,347,1289.009734
2.0,202,1291.20597
0.0,127,1292.49458
0.0,129,1293.89231
2.0,202,1295.95571
0.0,129,1297.247871
0.0,129,1298.580323
8.0,352,1302.380204
2.0,202,1304.411176
2.0,202,1306.503716
0.0,129,1307.794082
4.0,280,1310.702892
14.0,506,1316.015178
2.0,200,1318.121733
9.0,403,1322.609277
9.0,404,1326.957315
0.0,127,1328.254179
0.0,125,1329.534142
0.0,129,1330.855909
0.0,127,1332.168297
5.0,350,1335.889016
2.0,220,1338.241231
5.0,347,1342.115336
2.0,202,1344.234306
5.0,350,1347.963012
2.0,202,1350.085531
0.0,125,1351.335725
0.0,127,1352.668696
5.0,350,1356.388526
4.0,294,1359.545372
2.0,200,1361.578365
0.0,129,1362.836851
14.0,485,1368.179654
0.0,129,1369.397567
3.0,248,1371.874377
1.0,155,1373.393785
9.0,404,1377.881275
3.0,246,1380.412208
2.0,202,1382.422774
9.0,382,1386.373209
2.0,198,1388.463287
9.0,419,1393.103187
0.0,129,1394.384702
0.0,129,1395.62873
0.0,127,1396.823768
9.0,404,1401.170165
4.0,298,1404.329115
2.0,204,1406.481585
6.0,396,1410.754853
5.0,328,1414.37604
0.0,127,1415.738346
2.0,202,1417.935974
1.0,157,1419.59164
9.0,404,1424.170051
0.0,127,1425.488796
0.0,127,1426.762233
0.0,129,1428.065968
9.0,404,1432.335089
12.0,535,1438.321189
2.0,200,1440.468208
4.0,275,1443.289412
0.0,129,1444.600786
2.0,198,1446.725817
2.0,200,1448.838689
3.0,230,1451.341167
1.0,155,1452.925708
0.0,127,1454.240773
1.0,157,1455.79057
2.0,200,1457.845903
0.0,125,1459.091236
0.0,129,1460.485069
5.0,350,1464.341623
10.0,431,1469.125589
2.0,202,1471.323901
5.0,350,1475.180704
2.0,202,1477.325107
4.0,297,1480.430495
0.0,129,1481.792244
1.0,157,1483.507761
9.0,404,1487.881147
0.0,125,1489.189096
0.0,127,1490.561094
0.0,129,1491.945752
11.0,501,1497.381021
0.0,129,1498.650336
0.0,127,1499.943961
0.0,123,1501.11096
1.0,153,1502.658433
0.0,129,1503.96802
0.0,127,1505.247899
0.0,129,1506.473519
3.0,248,1509.154111
0.0,129,1510.498789
2.0,201,1512.620044
5.0,352,1516.403581
0.0,127,1517.654526
0.0,125,1518.946597
1.0,177,1520.67496
0.0,127,1521.961658
0.0,127,1523.16381
0.0,129,1524.432598
0.0,129,1525.711692
0.0,127,1526.971038
5.0,350,1530.72654
1.0,175,1532.456538
3.0,246,1535.09319
2.0,226,1537.323142
4.0,297,1540.514279
3.0,248,1543.258246
0.0,127,1544.565465
3.0,265,1547.410892
5.0,350,1551.091162
0.0,127,1552.343651
0.0,129,1553.70771
5.0,352,1557.559049
1.0,175,1559.431062
1.0,155,1561.013773
4.0,297,1564.047975
2.0,202,1566.079543
0.0,125,1567.343168
1.0,153,1568.823338
0.0,125,1570.080608
0.0,129,1571.384347
0.0,129,1572.704547
1.0,173,1574.44763
9.0,382,1578.570755
0.0,129,1579.83439
2.0,202,1581.889724
3.0,250,1584.54993
0.0,127,1585.782934
1.0,157,1587.473843
1.0,155,1589.10202
0.0,129,1590.401356
2.0,220,1592.737253
1.0,157,1594.326548
1.0,173,1596.123072
0.0,129,1597.449848
0.0,129,1598.81407
7.0,428,1603.657094
10.0,453,1608.500823
1.0,175,1610.367798
1.0,155,1611.954337
5.0,350,1615.759683
0.0,129,1617.064994
5.0,331,1620.679505
0.0,125,1622.017142
5.0,344,1625.789709
0.0,129,1627.046122
2.0,202,1629.058554
5.0,350,1632.949148
3.0,272,1635.88142
0.0,129,1637.166332
0.0,127,1638.55116
3.0,268,1641.338422
1.0,157,1642.942689
1.0,157,1644.575402
2.0,200,1646.760618
1.0,178,1648.541685
9.0,403,1652.843325
0.0,127,1654.098037
5.0,350,1657.705825
4.0,297,1661.005952
7.0,433,1665.747687
3.0,248,1668.29656
0.0,129,1669.555279
0.0,123,1670.764469
5.0,350,1674.465452
2.0,190,1676.511672
0.0,127,1677.801486
2.0,199,1679.834844
0.0,125,1681.103085
2.0,186,1683.049623
0.0,127,1684.250893
0.0,129,1685.5062
11.0,480,1690.719381
1.0,173,1692.471571
4.0,297,1695.612802
5.0,350,1699.385284
0.0,129,1700.768105
0.0,127,1702.140188
5.0,350,1706.060513
2.0,202,1708.175149
1.0,174,1709.95985
5.0,348,1713.518441
2.0,202,1715.538295
0.0,125,1716.726651
0.0,125,1717.924229
0.0,127,1719.162366
0.0,129,1720.450761
0.0,129,1721.708022
8.0,495,1726.980133
2.0,202,1729.156604
0.0,129,1730.459147
2.0,190,1732.430065
11.0,460,1737.322972
0.0,129,1738.658477
0.0,129,1739.926727
1.0,158,1741.607124
4.0,299,1744.681604
9.0,404,1749.15603
1.0,177,1750.908233
0.0,129,1752.196745
1.0,155,1753.83856
0.0,125,1755.106198
1.0,173,1756.920806
1.0,175,1758.82532
1.0,173,1760.718739
2.0,202,1762.861823
2.0,200,1765.093112
5.0,352,1768.761744
4.0,300,1772.066324
0.0,129,1773.395545
4.0,319,1776.850041
9.0,404,1781.101395
1.0,159,1782.743657
2.0,190,1784.82772
1.0,157,1786.511024
0.0,127,1787.849487
0.0,127,1789.148865
4.0,321,1792.569537
1.0,154,1794.073389
7.0,446,1798.684008
1.0,175,1800.437671
2.0,224,1802.83281
1.0,176,1804.755329
0.0,129,1806.018417
5.0,350,1809.708446
0.0,127,1811.067547
11.0,500,1816.308669
0.0,127,1817.567895
4.0,299,1820.723179
6.0,379,1825.009585
10.0,411,1829.400543
0.0,129,1830.676026
1.0,172,1832.458762
0.0,127,1833.801855
3.0,216,1836.03245
0.0,127,1837.332154
0.0,127,1838.573267
0.0,129,1839.896725
9.0,404,1844.299769
1.0,155,1845.853763
0.0,127,1847.098923
6.0,378,1851.196504
2.0,200,1853.281893
0.0,125,1854.517658
2.0,200,1856.676162
10.0,433,1861.532493
1.0,173,1863.303969
2.0,200,1865.445799
5.0,350,1869.172293
4.0,276,1872.099916
0.0,129,1873.452918
1.0,157,1875.050832
2.0,184,1877.092278
0.0,127,1878.395767
0.0,123,1879.698604
7.0,445,1884.611087
1.0,158,1886.29636
4.0,277,1889.240374
1.0,173,1891.072232
0.0,127,1892.3182
0.0,129,1893.624129
0.0,129,1894.887585
0.0,125,1896.147783
2.0,225,1898.600705
1.0,175,1900.405779
8.0,372,1904.505891
5.0,349,1908.264681
0.0,127,1909.516963
1.0,173,1911.258854
0.0,127,1912.485137
2.0,224,1914.920259
5.0,350,1918.810294
0.0,129,1920.0401
1.0,175,1921.752861
0.0,127,1923.068742
11.0,479,1928.382399
0.0,127,1929.729963
1.0,173,1931.575389
0.0,127,1932.789737
0.0,129,1934.031428
0.0,127,1935.339335
3.0,233,1937.871226
1.0,175,1939.617022
3.0,274,1942.620605
2.0,200,1944.718277
1.0,157,1946.326162
1.0,176,1948.049523
1.0,155,1949.625806
9.0,404,1953.845443
2.0,224,1956.196805
1.0,173,1958.024889
1.0,155,1959.722311
1.0,173,1961.471775
4.0,320,1965.035981
0.0,129,1966.421805
4.0,290,1969.491268
0.0,129,1970.780475
2.0,204,1972.962531
0.0,129,1974.331606
3.0,228,1976.848911
2.0,200,1979.028715
3.0,248,1981.729588
0.0,129,1983.026584
0.0,127,1984.318095
2.0,198,1986.354697
0.0,129,1987.652785
9.0,404,1992.026218
0.0,129,1993.377714
0.0,127,1994.73467
0.0,129,1996.075206
1.0,157,1997.76405
5.0,348,2001.462845
0.0,129,2002.762088
0.0,125,2003.939901
9.0,404,2008.325561
0.0,129,2009.666497
0.0,127,2011.007057
0.0,127,2012.270881
0.0,125,2013.510256
0.0,127,2014.790698
0.0,127,2016.087085
1.0,155,2017.688977
5.0,350,2021.456095
0.0,127,2022.73545
4.0,319,2026.265948
0.0,127,2027.585661
4.0,297,2030.768249
6.0,396,2035.033176
4.0,299,2038.12245
4.0,261,2040.78736
5.0,350,2044.622969
4.0,320,2048.151077
0.0,129,2049.463419
2.0,202,2051.50586
0.0,129,2052.730352
0.0,127,2053.970463
0.0,127,2055.326275
1.0,153,2056.970321
0.0,127,2058.25036
2.0,223,2060.572301
1.0,175,2062.42417
3.0,250,2065.074454
4.0,297,2068.295329
0.0,129,2069.561946
1.0,155,2071.129679
4.0,319,2074.536216
6.0,398,2078.82482
4.0,319,2082.084996
1.0,155,2083.647106
0.0,127,2084.937853
0.0,129,2086.239269
4.0,299,2089.542385
2.0,200,2091.621676
5.0,347,2095.532729
3.0,254,2098.323977
4.0,280,2101.397427
3.0,250,2104.026887
1.0,157,2105.654215
0.0,129,2106.933438
0.0,125,2108.122676
1.0,155,2109.685656
0.0,127,2110.937345
16.0,541,2116.694062
0.0,127,2118.002097
6.0,375,2122.172271
0.0,123,2123.477381
2.0,202,2125.488492
5.0,350,2129.307768
2.0,198,2131.336591
0.0,129,2132.624909
1.0,155,2134.21313
1.0,176,2136.049657
2.0,186,2137.990497
2.0,200,2140.15361
1.0,174,2141.902995
4.0,297,2144.973256
2.0,226,2147.306353
6.0,397,2151.850498
0.0,129,2153.215453
4.0,299,2156.263335
5.0,350,2159.871402
0.0,125,2161.159325
1.0,178,2163.081296
6.0,357,2167.103162
0.0,125,2168.405143
0.0,127,2169.690314
3.0,251,2172.254628
1.0,157,2173.866209
0.0,129,2175.111619
3.0,248,2177.620954
9.0,382,2181.749482
2.0,200,2183.885902
6.0,380,2188.015527
3.0,256,2190.705523
1.0,155,2192.361227
2.0,225,2194.622025
3.0,230,2196.99005
1.0,175,2198.849079
7.0,441,2203.64926
2.0,189,2205.66468
0.0,127,2206.911608
1.0,155,2208.536029
0.0,129,2209.861021
2.0,203,2211.894032
3.0,270,2214.700866
1.0,175,2216.615598
0.0,127,2217.940651
3.0,248,2220.59283
1.0,176,2222.437562
2.0,191,2224.388247
0.0,129,2225.72279
0.0,129,2227.00551
1.0,173,2228.839977
0.0,127,2230.121175
1.0,176,2231.893564
4.0,299,2234.965334
2.0,201,2236.984129
1.0,176,2238.740531
0.0,127,2239.958379
0.0,129,2241.243506
3.0,235,2243.683398
2.0,219,2246.00675
3.0,234,2248.43082
3.0,248,2251.060357
3.0,230,2253.447243
1.0,173,2255.145015
2.0,204,2257.209992
10.0,432,2261.794394
2.0,200,2263.852474
0.0,127,2265.131539
0.0,127,2266.39354
4.0,299,2269.438479
5.0,349,2273.210379
0.0,127,2274.464265
0.0,129,2275.846871
5.0,352,2279.525841
0.0,129,2280.88503
2.0,202,2282.868406
4.0,322,2286.181548
0.0,129,2287.460196
2.0,192,2289.541001
0.0,127,2290.83849
2.0,221,2293.173247
4.0,297,2296.298122
3.0,272,2299.212459
1.0,155,2300.837556
2.0,200,2302.982636
1.0,157,2304.689739
9.0,404,2309.174673
0.0,127,2310.399113
3.0,248,2312.969962
0.0,127,2314.220324
0.0,129,2315.464035
5.0,349,2319.294418
3.0,248,2321.915657
2.0,202,2324.08326
1.0,178,2325.947276
8.0,372,2330.029484
1.0,155,2331.712843
5.0,348,2335.3194
0.0,125,2336.532683
0.0,125,2337.712032
0.0,125,2338.999287
0.0,127,2340.306364
0.0,127,2341.615459
2.0,200,2343.696328
10.0,431,2348.314371
6.0,418,2352.807188
0.0,127,2354.040457
2.0,186,2355.902806
2.0,224,2358.371479
3.0,230,2360.94545
5.0,350,2364.675112
0.0,125,2365.840903
10.0,432,2370.350974
10.0,435,2374.923584
6.0,358,2378.610997
0.0,123,2379.865964
1.0,176,2381.687632
1.0,157,2383.3964
2.0,186,2385.423967
0.0,127,2386.752085
2.0,187,2388.624468
1.0,173,2390.476352
4.0,299,2393.767403
0.0,129,2395.076281
0.0,127,2396.430274
1.0,157,2398.061583
1.0,153,2399.6963
9.0,404,2403.820566
2.0,198,2405.79444
0.0,129,2407.129556
12.0,495,2412.409634
0.0,127,2413.699396
1.0,175,2415.546798
1.0,173,2417.355516
0.0,127,2418.701138
4.0,322,2422.103356
1.0,177,2423.873741
0.0,123,2425.073246
4.0,281,2428.07546
0.0,129,2429.433339
9.0,425,2434.052742
1.0,174,2435.938051
3.0,251,2438.689212
7.0,326,2442.284213
2.0,200,2444.359796
6.0,402,2448.659334
0.0,129,2449.940232
4.0,281,2452.794569
0.0,127,2454.012738
0.0,127,2455.279041
9.0,404,2459.414316
4.0,297,2462.451428
0.0,127,2463.638596
3.0,246,2466.274663
3.0,270,2469.259624
4.0,297,2472.469648
0.0,127,2473.712446
0.0,129,2474.979559
6.0,397,2479.192332
1.0,177,2480.942127
3.0,233,2483.512371
2.0,202,2485.623852
4.0,299,2488.814016
6.0,357,2492.695946
4.0,298,2495.990012
0.0,125,2497.274645
1.0,172,2499.124481
5.0,350,2502.951759
1.0,172,2504.714077
4.0,277,2507.727257
2.0,201,2509.791669
3.0,249,2512.423514
3.0,216,2514.62611
1.0,173,2516.311281
1.0,159,2517.911981
0.0,129,2519.259893
0.0,127,2520.522478
2.0,202,2522.699237
10.0,452,2527.731715
0.0,129,2529.047868
1.0,155,2530.696221
0.0,129,2532.010465
2.0,203,2534.066511
8.0,372,2537.960597
6.0,356,2541.758178
1.0,155,2543.318136
0.0,129,2544.590025
1.0,172,2546.283138
0.0,129,2547.510065
5.0,349,2551.095734
1.0,157,2552.700955
1.0,157,2554.272374
8.0,370,2558.241022
0.0,125,2559.444084
2.0,186,2561.275805
0.0,127,2562.526513
1.0,153,2564.10485
0.0,129,2565.459103
2.0,189,2567.547698
2.0,200,2569.694191
0.0,127,2571.051666
1.0,173,2572.844875
3.0,271,2575.753749
1.0,157,2577.36044
2.0,203,2579.55839
3.0,246,2582.253719
2.0,201,2584.267189
9.0,404,2588.576105
2.0,225,2590.835368
0.0,129,2592.110636
0.0,129,2593.343282
9.0,380,2597.490758
1.0,155,2599.182325
6.0,379,2603.242502
2.0,184,2605.094143
2.0,186,2607.113822
3.0,239,2609.597387
0.0,127,2610.876519
2.0,200,2612.872828
2.0,188,2614.783281
1.0,157,2616.460095
1.0,155,2618.154446
1.0,155,2619.766396
5.0,350,2623.364672
5.0,352,2627.134471
0.0,127,2628.46258
