# {"t_start": 1574517855.5801473, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
0.0,129,537.622293
1.0,157,539.320898
0.0,129,540.617409
0.0,129,541.921375
0.0,129,543.182294
0.0,127,544.434276
9.0,380,548.674172
4.0,318,551.970905
2.0,200,554.130972
5.0,350,557.967128
2.0,198,559.99733
0.0,129,561.327962
0.0,129,562.635546
6.0,396,566.866979
0.0,125,568.157733
0.0,127,569.495559
5.0,347,573.138017
2.0,202,575.216222
2.0,202,577.428881
5.0,350,581.121994
13.0,457,585.963016
11.0,500,591.380074
5.0,352,595.153247
10.0,454,599.945691
0.0,129,601.410062
0.0,129,602.805383
4.0,297,605.963955
5.0,350,609.892767
0.0,129,611.196464
5.0,350,614.957212
5.0,352,618.679205
0.0,127,619.943024
0.0,127,621.254796
2.0,202,623.486842
4.0,297,626.842011
4.0,297,630.021201
0.0,125,631.229844
2.0,200,633.258814
0.0,129,634.56813
9.0,404,638.948823
0.0,129,640.318285
9.0,380,644.381896
0.0,129,645.700967
10.0,433,650.281357
6.0,379,654.282442
0.0,127,655.579122
5.0,350,659.181394
0.0,125,660.409449
5.0,350,664.100236
0.0,125,665.340436
2.0,202,667.324876
5.0,350,671.033665
0.0,125,672.301203
1.0,176,674.053435
0.0,129,675.337697
0.0,127,676.658625
0.0,129,678.042909
0.0,129,679.350899
0.0,127,680.665082
0.0,127,681.974186
9.0,404,686.18362
2.0,200,688.202964
0.0,129,689.484099
0.0,129,690.716566
4.0,299,693.96613
5.0,350,697.825851
2.0,202,699.953709
3.0,248,702.609755
4.0,301,705.708613
9.0,404,710.117554
0.0,129,711.409436
0.0,129,712.760166
0.0,129,714.081698
0.0,129,715.403809
0.0,129,716.737556
3.0,230,719.221599
0.0,125,720.462848
0.0,127,721.712477
0.0,127,722.944383
6.0,396,727.075892
0.0,125,728.382456
0.0,127,729.633997
0.0,129,730.926793
0.0,129,732.16242
4.0,299,735.423038
5.0,350,739.12695
5.0,350,742.797056
10.0,433,747.515127
0.0,129,748.813438
0.0,129,750.134478
0.0,129,751.480718
0.0,125,752.800612
0.0,129,754.123322
4.0,320,757.439898
0.0,127,758.717006
9.0,404,763.037935
9.0,404,767.361698
4.0,297,770.566839
3.0,273,773.404261
1.0,155,775.043887
4.0,278,778.022829
0.0,129,779.251763
0.0,129,780.506686
0.0,129,781.832392
0.0,129,783.193025
2.0,202,785.395099
0.0,125,786.605144
2.0,202,788.717619
0.0,127,789.96019
0.0,125,791.201647
4.0,297,794.39976
4.0,297,797.481813
2.0,202,799.531577
0.0,129,800.783671
5.0,350,804.403179
0.0,129,805.693145
4.0,297,808.883772
3.0,246,811.551569
5.0,350,815.187031
2.0,202,817.248759
0.0,127,818.503166
0.0,129,819.79652
0.0,129,821.119289
0.0,129,822.47695
0.0,125,823.731024
0.0,127,825.02562
2.0,198,827.190217
2.0,202,829.335293
0.0,125,830.645005
0.0,129,831.938537
1.0,173,833.803308
0.0,125,835.093709
8.0,373,839.079544
0.0,127,840.414375
1.0,173,842.192997
9.0,380,846.136782
0.0,129,847.446437
0.0,129,848.772409
0.0,129,850.055022
1.0,176,851.875253
2.0,198,853.932116
0.0,125,855.238767
0.0,127,856.594914
0.0,127,857.847749
0.0,129,859.077615
3.0,274,862.074995
0.0,129,863.440948
1.0,172,865.279438
0.0,127,866.628927
0.0,129,867.972112
0.0,127,869.270648
0.0,129,870.500136
10.0,432,875.219349
0.0,129,876.563144
0.0,127,877.778247
8.0,350,881.392081
2.0,202,883.447767
0.0,125,884.632483
0.0,125,885.903922
0.0,127,887.135207
4.0,300,890.372177
0.0,129,891.72093
0.0,129,893.113321
0.0,127,894.458794
0.0,129,895.884792
0.0,129,897.215569
11.0,480,902.350255
0.0,129,903.699045
0.0,127,905.004292
0.0,127,906.290647
10.0,432,910.804621
0.0,125,912.097437
5.0,350,915.914158
0.0,125,917.189702
9.0,404,921.537856
10.0,435,926.243217
2.0,202,928.29868
2.0,202,930.457099
2.0,198,932.573822
4.0,297,935.625955
0.0,129,936.885448
0.0,127,938.219242
0.0,125,939.430362
0.0,127,940.663751
0.0,129,941.924856
2.0,198,944.024391
0.0,127,945.282142
5.0,329,948.967487
5.0,350,952.846402
9.0,404,957.318634
9.0,380,961.421947
2.0,198,963.518333
2.0,222,965.936153
0.0,127,967.237933
1.0,159,968.910764
6.0,380,973.105767
0.0,127,974.359167
4.0,319,977.729472
0.0,129,979.026489
0.0,129,980.417296
0.0,129,981.697624
0.0,125,982.948722
2.0,202,984.984118
0.0,127,986.310699
0.0,129,987.592474
0.0,129,988.921417
10.0,435,993.688625
9.0,424,998.384156
0.0,129,999.748246
1.0,174,1001.61378
3.0,248,1004.160897
1.0,175,1005.9031
0.0,127,1007.164332
0.0,125,1008.452304
0.0,127,1009.736481
1.0,157,1011.261249
0.0,129,1012.535703
2.0,202,1014.635877
13.0,457,1019.517127
0.0,127,1020.795181
2.0,202,1022.795892
3.0,248,1025.30968
5.0,344,1029.034089
2.0,203,1031.209159
0.0,125,1032.511974
4.0,297,1035.731684
2.0,198,1037.754987
0.0,127,1039.008172
0.0,129,1040.263287
0.0,129,1041.580273
1.0,157,1043.183034
0.0,129,1044.545293
5.0,350,1048.380938
0.0,127,1049.692439
0.0,129,1051.030544
0.0,127,1052.362886
0.0,127,1053.658067
0.0,129,1054.997748
4.0,297,1058.08571
0.0,129,1059.437991
0.0,127,1060.79908
13.0,459,1065.864108
0.0,127,1067.147278
0.0,127,1068.457662
1.0,177,1070.292916
9.0,424,1075.03157
8.0,350,1078.874769
0.0,125,1080.146492
3.0,246,1082.636598
2.0,202,1084.834463
0.0,125,1086.069181
0.0,125,1087.352332
2.0,206,1089.425262
0.0,123,1090.646196
2.0,205,1092.796915
0.0,129,1094.059117
0.0,129,1095.274676
0.0,129,1096.547138
0.0,127,1097.864477
2.0,200,1100.000579
12.0,429,1104.617077
0.0,125,1105.942131
2.0,200,1108.046156
3.0,228,1110.468413
6.0,420,1115.199683
3.0,248,1117.849354
0.0,129,1119.166938
0.0,127,1120.480559
0.0,127,1121.763198
0.0,127,1123.150908
5.0,350,1127.029753
0.0,127,1128.396658
2.0,198,1130.441495
0.0,129,1131.744757
6.0,397,1136.061169
6.0,378,1140.062622
5.0,350,1143.830877
6.0,397,1147.921104
2.0,202,1149.914824
0.0,127,1151.243077
0.0,129,1152.620314
0.0,125,1153.912981
0.0,129,1155.222565
5.0,327,1158.783725
3.0,251,1161.455615
0.0,127,1162.730318
6.0,399,1166.894533
4.0,297,1170.04633
0.0,129,1171.39627
0.0,127,1172.803226
2.0,202,1174.94726
0.0,127,1176.281688
1.0,157,1177.949354
0.0,125,1179.247712
8.0,350,1182.873951
0.0,129,1184.223729
0.0,127,1185.527257
6.0,414,1190.065444
9.0,404,1194.307649
2.0,222,1196.522337
0.0,125,1197.839062
9.0,404,1202.202493
2.0,200,1204.323029
0.0,127,1205.645318
0.0,127,1206.890275
0.0,127,1208.109967
5.0,352,1211.707769
4.0,299,1214.856388
4.0,301,1218.023355
2.0,200,1220.116393
0.0,125,1221.427891
2.0,202,1223.591771
3.0,246,1226.057793
2.0,200,1228.163893
9.0,404,1232.576737
0.0,127,1233.814063
0.0,127,1235.106111
5.0,372,1239.355938
3.0,248,1242.164197
2.0,202,1244.358895
1.0,176,1246.233092
5.0,350,1250.193644
0.0,127,1251.51013
1.0,153,1253.114179
0.0,127,1254.392107
1.0,159,1256.081431
2.0,202,1258.23539
0.0,127,1259.468551
5.0,347,1263.099258
0.0,129,1264.376859
5.0,331,1267.907964
10.0,450,1272.593545
3.0,246,1275.148775
0.0,129,1276.421211
0.0,129,1277.77029
4.0,297,1280.961378
9.0,423,1285.476664
0.0,127,1286.839057
2.0,202,1288.833208
2.0,198,1290.984977
0.0,125,1292.256951
0.0,127,1293.619281
9.0,404,1298.020175
2.0,202,1300.138674
2.0,198,1302.195067
2.0,202,1304.227629
0.0,129,1305.57357
0.0,127,1306.781937
4.0,297,1309.917843
9.0,404,1314.094853
9.0,404,1318.459483
2.0,200,1320.55427
5.0,350,1324.440264
2.0,202,1326.494852
0.0,129,1327.810822
9.0,404,1332.320899
12.0,529,1338.059646
0.0,127,1339.427688
2.0,200,1341.609315
0.0,127,1342.797647
5.0,350,1346.612232
10.0,431,1351.264588
6.0,380,1355.400136
0.0,127,1356.70254
1.0,178,1358.554839
0.0,129,1359.818297
0.0,127,1361.043591
9.0,405,1365.319134
0.0,125,1366.65284
16.0,577,1372.71874
1.0,177,1374.544932
2.0,190,1376.594868
0.0,129,1377.939984
4.0,297,1381.014024
0.0,129,1382.24011
2.0,202,1384.276879
0.0,129,1385.486543
2.0,198,1387.440115
0.0,129,1388.835057
4.0,297,1392.095423
0.0,127,1393.343042
0.0,129,1394.616265
0.0,127,1395.849717
0.0,129,1397.086813
0.0,127,1398.288624
1.0,174,1400.116195
0.0,127,1401.399293
6.0,381,1405.478297
3.0,250,1408.08807
1.0,175,1409.911016
2.0,200,1412.076089
0.0,127,1413.414862
0.0,129,1414.706184
1.0,171,1416.58424
0.0,127,1417.893646
2.0,202,1420.081814
0.0,127,1421.451101
2.0,200,1423.595522
2.0,202,1425.822621
0.0,129,1427.107347
0.0,127,1428.349622
1.0,174,1430.076294
1.0,177,1431.863883
0.0,129,1433.219266
14.0,509,1438.884662
0.0,129,1440.170309
5.0,350,1443.855324
0.0,127,1445.161828
0.0,127,1446.466537
0.0,127,1447.730159
1.0,154,1449.373839
0.0,127,1450.642222
3.0,246,1453.340714
2.0,224,1455.653446
9.0,404,1460.03417
1.0,155,1461.726083
0.0,127,1463.025956
1.0,173,1464.824866
1.0,175,1466.681549
13.0,457,1471.826837
2.0,202,1473.976747
6.0,380,1478.122053
1.0,157,1479.673151
0.0,129,1481.013212
0.0,127,1482.321969
1.0,153,1483.978137
2.0,202,1486.144937
9.0,404,1490.630882
0.0,125,1491.955223
0.0,129,1493.297763
3.0,250,1495.939108
1.0,176,1497.672013
1.0,176,1499.481353
5.0,350,1503.228516
9.0,403,1507.534307
0.0,127,1508.808048
2.0,202,1511.040346
0.0,127,1512.292029
5.0,350,1516.063029
2.0,207,1518.259006
3.0,248,1520.808334
12.0,529,1526.495016
0.0,129,1527.730467
0.0,129,1529.041948
0.0,127,1530.315239
0.0,125,1531.533279
0.0,129,1532.818969
10.0,451,1537.552567
5.0,350,1541.380894
0.0,125,1542.671295
2.0,186,1544.694258
2.0,200,1546.802585
0.0,127,1548.056509
9.0,404,1552.322665
1.0,177,1554.270863
0.0,127,1555.616593
0.0,125,1556.80435
0.0,129,1558.097386
0.0,129,1559.457316
5.0,350,1563.12098
2.0,202,1565.143864
1.0,155,1566.675616
1.0,176,1568.459688
5.0,350,1572.256628
2.0,202,1574.35688
0.0,125,1575.539376
2.0,202,1577.631152
3.0,250,1580.329455
2.0,202,1582.352828
5.0,350,1586.131036
0.0,129,1587.497259
2.0,201,1589.683032
0.0,129,1590.957938
0.0,125,1592.215137
0.0,127,1593.474597
0.0,127,1594.752243
1.0,178,1596.599667
1.0,175,1598.447065
0.0,127,1599.831515
0.0,129,1601.184518
2.0,206,1603.366846
7.0,446,1608.201871
1.0,175,1610.020044
1.0,177,1611.846784
0.0,129,1613.188178
6.0,377,1617.30608
0.0,127,1618.578847
0.0,129,1619.906942
0.0,127,1621.217319
0.0,129,1622.552467
4.0,299,1625.819646
2.0,206,1627.926931
1.0,175,1629.682893
9.0,404,1634.215502
8.0,350,1638.022392
5.0,346,1641.728126
1.0,176,1643.590794
0.0,127,1644.853608
5.0,350,1648.678138
0.0,127,1649.943733
0.0,127,1651.191054
3.0,230,1653.534073
1.0,157,1655.093899
5.0,350,1658.822656
0.0,127,1660.159043
10.0,431,1664.848563
2.0,200,1666.918056
11.0,484,1672.101365
0.0,127,1673.312097
0.0,127,1674.596376
0.0,127,1675.885063
0.0,129,1677.237044
0.0,129,1678.48484
6.0,397,1682.786894
1.0,155,1684.347391
4.0,301,1687.384318
3.0,247,1690.068112
2.0,198,1692.138403
3.0,270,1694.947747
0.0,127,1696.283861
0.0,129,1697.571411
9.0,380,1701.786555
2.0,203,1704.007469
0.0,127,1705.348329
2.0,202,1707.420918
2.0,207,1709.615936
0.0,125,1710.82776
9.0,404,1715.002678
5.0,350,1718.628645
0.0,127,1719.88573
3.0,231,1722.248549
3.0,250,1724.813766
0.0,129,1726.117072
10.0,433,1730.881605
0.0,127,1732.131191
1.0,154,1733.624923
0.0,127,1734.82284
12.0,511,1740.522928
10.0,431,1745.08541
0.0,127,1746.385199
6.0,378,1750.474445
1.0,155,1752.024089
0.0,125,1753.315255
0.0,129,1754.672584
0.0,125,1755.868954
0.0,127,1757.235282
2.0,200,1759.407535
0.0,123,1760.739415
0.0,129,1762.057831
0.0,127,1763.371356
0.0,127,1764.697663
5.0,350,1768.381835
0.0,129,1769.69985
2.0,198,1771.798114
0.0,129,1773.173393
0.0,129,1774.452093
12.0,515,1779.945867
3.0,273,1782.915225
0.0,125,1784.220707
15.0,532,1790.227046
5.0,352,1793.945575
2.0,202,1795.964495
1.0,173,1797.673803
8.0,372,1801.645835
1.0,175,1803.473782
0.0,129,1804.82163
6.0,379,1808.773101
11.0,481,1813.988654
0.0,129,1815.244122
2.0,198,1817.238051
2.0,204,1819.335065
5.0,350,1823.231219
0.0,127,1824.566742
2.0,200,1826.749822
1.0,157,1828.282687
5.0,329,1831.748756
0.0,129,1833.086295
5.0,350,1836.877561
9.0,404,1841.257531
1.0,157,1842.883977
1.0,178,1844.708894
1.0,153,1846.23074
1.0,155,1847.840134
2.0,202,1849.974579
2.0,202,1852.038496
1.0,175,1853.849782
0.0,127,1855.116865
2.0,200,1857.25759
0.0,129,1858.621164
8.0,377,1862.784553
3.0,248,1865.462862
3.0,245,1868.039259
5.0,350,1871.727048
2.0,204,1873.943763
0.0,123,1875.193774
0.0,127,1876.529443
0.0,127,1877.846926
3.0,250,1880.635579
0.0,129,1881.955023
0.0,129,1883.294997
0.0,127,1884.525791
0.0,129,1885.858863
0.0,127,1887.185434
2.0,202,1889.265019
3.0,248,1891.927713
3.0,248,1894.529469
0.0,127,1895.789278
0.0,127,1897.132891
9.0,404,1901.548783
0.0,127,1902.878761
0.0,129,1904.178431
0.0,127,1905.505669
6.0,400,1909.752761
0.0,129,1910.995415
2.0,222,1913.338647
5.0,350,1917.227064
0.0,129,1918.549246
5.0,350,1922.192753
1.0,155,1923.838356
15.0,515,1929.595514
0.0,129,1930.927045
5.0,350,1934.660677
1.0,157,1936.341563
5.0,350,1940.050755
4.0,299,1943.368861
1.0,155,1944.947084
3.0,231,1947.309766
0.0,127,1948.527824
0.0,127,1949.844965
0.0,129,1951.127923
5.0,350,1954.71248
0.0,125,1955.966054
3.0,249,1958.659695
0.0,125,1959.996469
5.0,350,1963.785871
0.0,123,1965.104698
0.0,129,1966.48956
3.0,248,1969.064622
1.0,155,1970.609273
1.0,157,1972.273792
0.0,129,1973.619122
4.0,301,1977.02969
2.0,202,1979.215025
4.0,299,1982.520636
2.0,227,1984.866291
0.0,125,1986.08843
2.0,225,1988.528883
0.0,127,1989.815505
3.0,248,1992.41439
1.0,155,1994.084691
0.0,129,1995.43638
0.0,127,1996.783713
0.0,129,1998.093422
13.0,478,2003.251289
5.0,350,2006.962903
0.0,127,2008.245282
0.0,129,2009.583967
0.0,127,2010.893842
6.0,401,2015.330803
0.0,129,2016.594048
0.0,125,2017.873428
3.0,251,2020.51291
2.0,202,2022.615265
0.0,127,2023.899606
2.0,206,2026.141399
5.0,351,2029.955751
4.0,258,2032.761678
1.0,176,2034.504008
2.0,202,2036.580352
0.0,127,2037.808493
0.0,129,2039.06732
2.0,205,2041.145429
0.0,127,2042.410169
0.0,129,2043.746075
2.0,202,2045.898926
1.0,157,2047.565902
1.0,176,2049.39567
1.0,178,2051.182747
3.0,248,2053.703604
0.0,129,2055.056276
8.0,372,2059.17112
2.0,204,2061.320766
0.0,127,2062.641048
0.0,127,2063.856184
0.0,129,2065.205809
8.0,352,2069.01882
1.0,157,2070.60888
0.0,127,2071.909111
1.0,175,2073.682951
5.0,350,2077.425243
11.0,458,2082.20917
2.0,202,2084.303041
5.0,307,2087.708816
3.0,213,2089.948954
0.0,125,2091.184108
4.0,319,2094.762915
0.0,129,2096.13503
6.0,360,2100.103804
0.0,129,2101.462285
1.0,155,2103.063819
2.0,223,2105.355006
5.0,310,2108.628386
4.0,319,2111.950913
1.0,175,2113.646913
0.0,127,2114.908983
5.0,350,2118.778421
6.0,377,2122.981747
0.0,129,2124.292488
9.0,404,2128.623239
0.0,129,2129.987041
3.0,237,2132.39914
2.0,202,2134.533708
0.0,129,2135.821977
1.0,155,2137.419897
4.0,293,2140.636097
11.0,479,2145.652259
3.0,248,2148.369434
0.0,129,2149.710103
2.0,200,2151.916863
4.0,297,2155.052167
1.0,155,2156.577128
0.0,125,2157.790819
5.0,350,2161.501809
6.0,358,2165.537771
2.0,200,2167.703917
4.0,303,2170.949877
1.0,178,2172.738358
6.0,382,2176.768252
11.0,477,2181.91769
5.0,352,2185.807056
2.0,184,2187.677216
2.0,228,2190.011075
9.0,404,2194.388223
3.0,270,2197.225068
4.0,319,2200.656605
1.0,175,2202.54371
1.0,155,2204.126788
0.0,127,2205.376849
0.0,127,2206.643979
4.0,281,2209.703046
8.0,373,2213.5689
0.0,129,2214.894834
1.0,155,2216.555065
2.0,202,2218.776311
10.0,433,2223.496533
2.0,222,2225.857786
1.0,175,2227.682674
0.0,127,2228.975868
2.0,206,2231.072265
1.0,175,2232.866148
4.0,299,2235.948515
7.0,322,2239.255224
3.0,230,2241.650581
1.0,174,2243.370414
0.0,125,2244.646895
2.0,187,2246.587031
3.0,253,2249.302702
2.0,225,2251.599789
10.0,451,2256.387444
0.0,125,2257.607102
5.0,350,2261.232157
2.0,207,2263.391104
1.0,173,2265.195829
2.0,200,2267.233948
6.0,378,2271.194363
1.0,177,2273.033996
5.0,352,2276.924181
0.0,127,2278.113336
2.0,202,2280.190683
0.0,125,2281.461272
3.0,267,2284.129709
5.0,348,2287.815078
4.0,240,2290.409524
0.0,129,2291.762739
2.0,202,2293.855301
0.0,127,2295.080984
2.0,205,2297.204109
2.0,185,2299.106266
0.0,127,2300.432935
1.0,155,2302.089423
0.0,127,2303.369539
0.0,127,2304.731061
1.0,176,2306.646204
0.0,129,2307.991062
5.0,350,2311.654874
8.0,497,2316.970751
2.0,202,2319.106687
2.0,222,2321.467921
0.0,129,2322.800978
5.0,345,2326.602441
5.0,350,2330.434932
3.0,230,2332.893456
2.0,220,2335.110608
12.0,551,2341.12595
0.0,129,2342.483036
0.0,129,2343.753735
5.0,352,2347.451642
9.0,490,2352.744927
0.0,127,2353.977781
2.0,202,2356.036634
5.0,346,2359.958534
7.0,430,2364.649652
2.0,200,2366.614798
2.0,223,2368.876783
9.0,404,2373.106621
0.0,129,2374.37893
2.0,204,2376.390415
4.0,297,2379.453905
1.0,177,2381.344886
0.0,129,2382.678331
0.0,129,2384.050463
6.0,399,2388.443328
0.0,129,2389.779395
1.0,157,2391.411633
0.0,129,2392.769841
1.0,175,2394.610129
0.0,127,2395.897007
2.0,219,2398.303191
2.0,190,2400.303879
15.0,553,2406.046389
5.0,368,2409.98359
4.0,277,2412.875192
5.0,350,2416.686682
0.0,127,2418.04226
2.0,203,2420.206743
4.0,295,2423.272572
3.0,248,2425.862531
5.0,326,2429.431935
8.0,496,2434.892745
5.0,328,2438.540855
1.0,157,2440.157255
0.0,129,2441.50367
2.0,202,2443.633208
1.0,155,2445.201421
4.0,300,2448.374271
0.0,129,2449.662032
3.0,216,2451.841479
2.0,205,2453.876182
0.0,129,2455.162054
2.0,200,2457.11386
1.0,176,2458.850533
1.0,174,2460.566652
0.0,129,2461.820461
5.0,349,2465.466548
0.0,127,2466.728769
1.0,155,2468.390568
0.0,129,2469.765908
10.0,453,2474.644905
3.0,269,2477.416117
0.0,129,2478.734399
1.0,157,2480.267972
9.0,404,2484.714135
0.0,129,2486.045059
1.0,173,2487.78802
1.0,175,2489.569449
0.0,127,2490.842491
2.0,202,2493.06909
3.0,244,2495.685045
0.0,129,2497.031784
5.0,326,2500.651007
1.0,175,2502.461258
1.0,173,2504.216518
3.0,250,2506.985868
2.0,200,2509.026469
5.0,312,2512.309151
1.0,157,2513.92739
6.0,342,2517.440712
3.0,235,2520.010097
1.0,175,2521.846257
2.0,225,2524.16851
0.0,127,2525.497268
0.0,127,2526.818823
3.0,250,2529.561464
0.0,129,2530.919801
3.0,248,2533.483763
1.0,157,2535.036276
2.0,187,2536.903015
2.0,202,2539.04154
3.0,271,2541.873614
3.0,232,2544.262825
1.0,157,2545.837784
10.0,435,2550.271389
0.0,127,2551.594166
9.0,382,2555.647987
0.0,127,2556.944983
1.0,175,2558.672965
2.0,200,2560.664024
1.0,177,2562.453654
0.0,127,2563.692477
4.0,277,2566.8252
0.0,127,2568.188195
3.0,230,2570.689293
9.0,404,2575.106691
2.0,222,2577.477515
1.0,176,2579.350291
0.0,127,2580.68946
1.0,175,2582.534156
6.0,399,2586.783604
0.0,127,2587.981292
5.0,352,2591.660581
1.0,178,2593.441178
1.0,178,2595.234593
1.0,157,2596.893466
0.0,125,2598.191078
5.0,330,2601.778634
1.0,175,2603.576974
1.0,175,2605.346276
0.0,127,2606.645072
0.0,129,2607.988106
0.0,129,2609.227277
2.0,183,2611.113859
